Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Referee,Season,Last5HomeOver2.5Perc,AS,Last5AwayOver2.5Perc,HS,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,AwayOver2.5Perc,AvgLast5HomeGoalsScored,AST,AvgLast5HomeGoalsConceded,AvgLast5AwayGoalsScored,MaxC>2.5,B365C<2.5,AvgAwayGoalsConceded,Over2.5
2023-01-14,E0,15:00,Wolves,West Ham,H,D,S Hooper,2022/2023,40.0,16,40.0,17,26.32,1.6,42.11,0.6,4,2.0,0.6,2.35,1.67,1.63,0
2023-02-04,E0,17:30,Newcastle,West Ham,D,D,P Bankes,2022/2023,20.0,10,40.0,8,36.84,1.6,42.11,1.4,1,0.2,0.8,2.0,1.93,1.63,0
2023-02-19,E0,16:30,Tottenham,West Ham,H,D,M Oliver,2022/2023,20.0,6,40.0,16,57.89,1.8,42.11,1.4,1,1.4,0.8,2.16,1.73,1.63,0
2023-03-04,E0,15:00,Brighton,West Ham,H,H,S Attwell,2022/2023,60.0,3,40.0,20,52.63,2.0,42.11,2.0,2,1.0,0.6,2.0,1.93,1.63,1
2023-04-08,E0,15:00,Fulham,West Ham,A,A,J Gillett,2022/2023,20.0,9,20.0,16,73.68,1.6,42.11,0.6,5,1.2,0.4,2.35,1.73,1.63,0
2023-04-23,E0,14:00,Bournemouth,West Ham,A,A,A Taylor,2022/2023,60.0,18,40.0,17,47.37,1.4,42.11,0.8,10,2.2,1.2,2.17,1.8,1.63,1
2023-04-29,E0,12:30,Crystal Palace,West Ham,H,H,C Pawson,2022/2023,40.0,8,60.0,16,42.11,2.0,42.11,1.2,4,1.0,1.6,2.45,1.73,1.63,1
2023-05-03,E0,20:00,Man City,West Ham,H,D,J Brooks,2022/2023,80.0,6,80.0,16,84.21,2.2,42.11,3.2,2,0.6,1.6,1.45,3.0,1.63,1
2023-05-14,E0,14:00,Brentford,West Ham,H,H,M Oliver,2022/2023,40.0,4,60.0,24,47.37,1.8,42.11,1.4,4,1.0,1.6,2.24,1.73,1.63,0
2023-05-28,E0,16:30,Leicester,West Ham,H,H,S Hooper,2022/2023,80.0,16,80.0,13,63.16,2.2,42.11,1.2,3,1.6,1.6,1.6,2.63,1.63,1
2023-08-12,E0,15:00,Bournemouth,West Ham,D,D,P Bankes,2023/2024,0.0,16,0.0,14,63.16,1.0,84.21,1.0,3,1.0,1.0,1.83,2.1,2.42,0
2023-08-26,E0,17:30,Brighton,West Ham,A,A,A Taylor,2023/2024,100.0,12,50.0,25,57.89,1.0,84.21,2.5,3,2.0,2.0,1.51,2.75,2.42,1
2023-09-01,E0,20:00,Luton,West Ham,A,A,P Tierney,2023/2024,100.0,9,66.67,16,68.42,1.0,84.21,1.0,3,2.0,2.0,1.77,2.1,2.42,1
2023-09-24,E0,14:00,Liverpool,West Ham,H,D,C Kavanagh,2023/2024,100.0,11,75.0,22,68.42,1.5,84.21,3.0,4,0.67,1.75,1.41,3.0,2.42,1
2023-10-22,E0,16:30,Aston Villa,West Ham,H,H,D Coote,2023/2024,100.0,14,80.0,15,78.95,2.0,84.21,4.25,4,0.75,1.6,1.7,2.3,2.42,1
2023-11-04,E0,15:00,Brentford,West Ham,H,A,T Bramall,2023/2024,80.0,12,100.0,16,68.42,2.4,84.21,2.0,2,1.6,1.8,1.82,2.1,2.42,1
2023-11-25,E0,15:00,Burnley,West Ham,A,D,S Barrott,2023/2024,60.0,11,100.0,11,57.89,2.4,84.21,0.8,3,2.8,1.6,2.08,1.84,2.42,1
2023-12-07,E0,20:15,Tottenham,West Ham,A,H,M Salisbury,2023/2024,80.0,11,100.0,23,84.21,2.4,84.21,1.4,5,1.8,1.6,1.58,2.4,2.42,1
2023-12-10,E0,14:00,Fulham,West Ham,H,H,P Tierney,2023/2024,80.0,9,100.0,14,63.16,2.8,84.21,3.2,5,0.8,1.4,1.88,2.04,2.42,1
2023-12-28,E0,20:15,Arsenal,West Ham,A,A,M Oliver,2023/2024,60.0,6,80.0,30,73.68,2.0,84.21,2.4,3,0.8,1.6,1.62,2.35,2.42,0
2024-01-21,E0,14:00,Sheffield United,West Ham,D,D,M Salisbury,2023/2024,60.0,16,80.0,21,84.21,1.8,84.21,1.2,5,2.0,1.6,2.14,1.87,2.42,1
2024-02-04,E0,14:00,Man United,West Ham,H,H,A Madley,2023/2024,100.0,22,80.0,12,68.42,2.2,84.21,2.0,3,1.6,1.2,1.63,2.35,2.42,1
2024-02-17,E0,15:00,Nott'm Forest,West Ham,H,H,T Bramall,2023/2024,80.0,10,60.0,19,52.63,2.4,84.21,1.8,3,1.8,0.8,1.94,2.04,2.42,0
2024-03-02,E0,15:00,Everton,West Ham,A,D,C Pawson,2023/2024,60.0,12,60.0,22,36.84,1.6,84.21,1.0,5,1.8,1.4,1.99,1.95,2.42,1
2024-03-30,E0,12:30,Newcastle,West Ham,H,A,R Jones,2023/2024,100.0,10,80.0,24,68.42,2.4,84.21,3.0,4,2.4,1.6,1.51,2.6,2.42,1
2024-04-06,E0,15:00,Wolves,West Ham,A,H,T Harrington,2023/2024,60.0,11,80.0,14,63.16,2.2,84.21,1.4,4,1.8,1.6,2.06,2.0,2.42,1
2024-04-21,E0,15:00,Crystal Palace,West Ham,H,H,G Scott,2023/2024,80.0,4,80.0,18,63.16,2.6,84.21,2.4,1,2.0,2.0,1.9,2.03,2.42,1
2024-05-05,E0,14:00,Chelsea,West Ham,H,H,A Madley,2023/2024,80.0,13,100.0,25,63.16,3.2,84.21,3.8,2,1.0,2.0,1.37,3.4,2.42,1
2024-05-19,E0,16:00,Man City,West Ham,H,H,J Brooks,2023/2024,80.0,3,100.0,28,57.89,3.6,84.21,3.4,2,0.8,1.6,1.22,4.5,2.42,1
2024-08-24,E0,15:00,Crystal Palace,West Ham,A,D,R Jones,2024/2025,0.0,18,0.0,14,47.37,0.0,42.11,0.0,3,2.0,2.0,1.76,2.3,1.47,0
2024-09-14,E0,15:00,Fulham,West Ham,D,H,T Robinson,2024/2025,50.0,11,0.0,21,63.16,0.5,42.11,1.5,3,1.0,1.5,1.9,2.04,1.47,0
2024-09-28,E0,15:00,Brentford,West Ham,D,H,S Hooper,2024/2025,66.67,19,0.0,8,63.16,0.67,42.11,2.0,3,1.0,1.33,1.67,2.3,1.47,0
2024-10-19,E0,12:30,Tottenham,West Ham,H,D,A Madley,2024/2025,75.0,11,25.0,22,73.68,1.5,42.11,2.75,4,0.75,1.25,1.38,3.4,1.47,1
2024-11-02,E0,15:00,Nott'm Forest,West Ham,H,H,P Bankes,2024/2025,20.0,4,40.0,19,31.58,1.8,42.11,1.2,2,0.6,1.0,2.13,1.87,1.47,1
2024-11-25,E0,20:00,Newcastle,West Ham,A,A,C Pawson,2024/2025,20.0,15,40.0,18,63.16,1.8,42.11,0.8,6,1.0,1.0,1.56,2.63,1.47,0
2024-12-03,E0,20:15,Leicester,West Ham,H,H,J Smith,2024/2025,60.0,31,60.0,8,47.37,2.2,42.11,1.4,10,1.4,1.0,1.82,2.0,1.47,1
2024-12-16,E0,20:00,Bournemouth,West Ham,D,D,C Kavanagh,2024/2025,40.0,16,60.0,29,31.58,2.2,42.11,1.4,3,0.8,1.0,1.59,2.5,1.47,0
2024-12-26,E0,15:00,Southampton,West Ham,A,D,L Smith,2024/2025,60.0,16,40.0,18,68.42,1.4,42.11,0.8,2,2.8,1.0,1.77,2.1,1.47,0
2025-01-04,E0,15:00,Man City,West Ham,H,H,M Salisbury,2024/2025,80.0,17,40.0,10,73.68,1.6,42.11,1.8,4,1.6,1.2,1.32,3.75,1.47,1
2025-01-26,E0,16:30,Aston Villa,West Ham,D,H,P Bankes,2024/2025,60.0,14,40.0,14,57.89,1.8,42.11,1.6,4,1.0,1.0,1.62,2.38,1.47,0
2025-02-03,E0,20:00,Chelsea,West Ham,H,A,S Attwell,2024/2025,100.0,14,40.0,22,57.89,1.6,42.11,2.0,5,1.4,1.0,1.35,3.4,1.47,1
2025-02-22,E0,15:00,Arsenal,West Ham,A,A,C Pawson,2024/2025,60.0,5,40.0,20,52.63,1.4,42.11,2.0,2,1.0,1.0,1.87,2.06,1.47,0
2025-03-15,E0,15:00,Everton,West Ham,D,D,D Bond,2024/2025,80.0,10,40.0,13,47.37,1.6,42.11,2.4,5,1.4,1.0,2.49,1.62,1.47,0
2025-04-01,E0,19:45,Wolves,West Ham,H,H,T Harrington,2024/2025,20.0,10,20.0,9,57.89,1.0,42.11,1.0,1,0.8,0.8,2.38,1.62,1.47,0
2025-04-13,E0,14:00,Liverpool,West Ham,H,H,A Madley,2024/2025,60.0,11,40.0,15,63.16,1.2,42.11,2.0,4,0.6,0.8,1.59,2.5,1.47,1
2025-04-26,E0,15:00,Brighton,West Ham,H,H,D England,2024/2025,100.0,12,40.0,16,68.42,1.4,42.11,1.8,4,1.8,1.0,1.82,2.1,1.47,1
2025-05-11,E0,14:15,Man United,West Ham,A,A,J Gillett,2024/2025,20.0,9,40.0,20,52.63,1.4,42.11,0.8,4,1.2,1.2,1.82,2.1,1.47,0
2025-05-25,E0,16:00,Ipswich,West Ham,A,A,T Robinson,2024/2025,80.0,10,60.0,14,52.63,1.4,42.11,0.8,6,2.8,1.6,1.75,2.1,1.47,1
2022-08-06,E0,15:00,Leeds,Wolves,H,D,R Jones,2022/2023,100.0,15,100.0,12,63.16,2.0,52.63,2.0,6,1.0,1.0,2.09,1.95,2.0,1
2022-08-20,E0,12:30,Tottenham,Wolves,H,D,S Hooper,2022/2023,50.0,20,50.0,11,57.89,1.5,52.63,2.5,3,0.5,0.5,1.76,2.3,2.0,0
2022-08-31,E0,19:30,Bournemouth,Wolves,D,D,A Taylor,2022/2023,33.33,17,33.33,5,47.37,1.0,52.63,0.67,4,1.0,0.33,2.31,1.66,2.0,0
2022-10-01,E0,17:30,West Ham,Wolves,H,H,P Tierney,2022/2023,0.0,15,25.0,18,36.84,1.25,52.63,0.75,4,1.25,0.25,2.33,1.66,2.0,0
2022-10-08,E0,15:00,Chelsea,Wolves,H,H,S Hooper,2022/2023,100.0,8,40.0,20,36.84,1.6,52.63,2.25,2,1.0,0.2,2.02,1.95,2.0,1
2022-10-18,E0,20:15,Crystal Palace,Wolves,H,A,D Coote,2022/2023,80.0,10,40.0,14,42.11,1.6,52.63,1.8,4,1.2,0.2,2.4,1.66,2.0,1
2022-10-29,E0,15:00,Brentford,Wolves,D,D,R Madley,2022/2023,40.0,14,40.0,12,47.37,1.6,52.63,1.6,4,1.2,0.4,2.01,1.94,2.0,0
2022-12-26,E0,15:00,Everton,Wolves,A,D,C Pawson,2022/2023,60.0,7,60.0,12,42.11,1.8,52.63,1.2,4,1.2,0.8,2.4,1.62,2.0,1
2023-01-04,E0,20:00,Aston Villa,Wolves,D,A,J Gillett,2022/2023,60.0,10,60.0,13,57.89,1.6,52.63,1.8,3,1.4,1.0,2.25,1.73,2.0,0
2023-01-22,E0,14:00,Man City,Wolves,H,H,D Coote,2022/2023,80.0,10,60.0,13,84.21,1.6,52.63,2.2,1,1.2,1.0,1.55,2.63,2.0,1
2023-02-11,E0,15:00,Southampton,Wolves,A,H,J Gillett,2022/2023,60.0,11,60.0,17,47.37,1.4,52.63,0.6,2,2.2,1.2,2.47,1.62,2.0,1
2023-02-24,E0,20:00,Fulham,Wolves,D,A,M Oliver,2022/2023,40.0,8,60.0,10,73.68,1.4,52.63,1.4,2,0.8,1.2,2.37,1.62,2.0,0
2023-03-01,E0,20:00,Liverpool,Wolves,H,D,P Tierney,2022/2023,40.0,4,40.0,15,52.63,1.6,52.63,1.8,1,0.4,0.8,1.82,2.1,2.0,0
2023-03-12,E0,16:30,Newcastle,Wolves,H,H,A Madley,2022/2023,20.0,7,60.0,19,36.84,1.8,52.63,0.8,4,0.8,0.8,2.29,1.73,2.0,1
2023-04-01,E0,15:00,Nott'm Forest,Wolves,D,H,C Kavanagh,2022/2023,40.0,8,40.0,17,36.84,1.4,52.63,1.2,1,1.2,1.0,2.56,1.53,2.0,0
2023-04-22,E0,15:00,Leicester,Wolves,H,D,A Madley,2022/2023,60.0,16,40.0,15,63.16,1.6,52.63,0.8,3,1.6,0.8,2.26,1.73,2.0,1
2023-04-29,E0,15:00,Brighton,Wolves,H,H,D Coote,2022/2023,60.0,10,60.0,22,52.63,2.6,52.63,2.8,2,0.8,0.6,1.85,2.1,2.0,1
2023-05-13,E0,15:00,Man United,Wolves,H,H,J Brooks,2022/2023,0.0,5,60.0,27,57.89,2.6,52.63,1.2,0,0.0,0.6,1.69,2.38,2.0,0
2023-05-28,E0,16:30,Arsenal,Wolves,H,H,A Marriner,2022/2023,100.0,6,60.0,14,89.47,3.2,52.63,3.0,0,1.6,0.4,1.41,3.2,2.0,1
2023-08-14,E0,20:00,Man United,Wolves,H,D,S Hooper,2023/2024,0.0,23,0.0,15,68.42,1.0,63.16,1.0,6,0.0,0.0,1.68,2.3,1.84,0
2023-08-26,E0,15:00,Everton,Wolves,A,D,C Pawson,2023/2024,0.0,11,0.0,15,36.84,0.5,63.16,0.0,2,1.0,0.5,2.12,1.91,1.84,0
2023-09-03,E0,14:00,Crystal Palace,Wolves,H,D,R Jones,2023/2024,50.0,12,33.33,16,63.16,1.33,63.16,1.5,4,1.5,1.0,2.16,1.73,1.84,1
2023-09-23,E0,15:00,Luton,Wolves,D,D,J Smith,2023/2024,50.0,3,25.0,20,68.42,1.25,63.16,1.0,3,1.5,1.0,2.2,1.73,1.84,0
2023-10-21,E0,15:00,Bournemouth,Wolves,A,H,P Tierney,2023/2024,40.0,20,40.0,7,63.16,1.2,63.16,0.4,7,1.8,1.2,2.02,1.94,1.84,1
2023-11-04,E0,15:00,Sheffield United,Wolves,H,D,R Jones,2023/2024,100.0,10,60.0,11,84.21,1.4,63.16,1.2,3,3.0,1.4,1.95,2.01,1.84,1
2023-11-27,E0,20:00,Fulham,Wolves,H,D,M Salisbury,2023/2024,40.0,10,80.0,12,63.16,2.0,63.16,1.4,6,1.2,1.6,2.18,1.7,1.84,1
2023-12-02,E0,15:00,Arsenal,Wolves,H,H,P Bankes,2023/2024,80.0,6,80.0,19,73.68,1.8,63.16,2.6,3,0.8,1.4,1.68,2.25,1.84,1
2023-12-17,E0,14:00,West Ham,Wolves,H,H,C Kavanagh,2023/2024,60.0,14,100.0,13,52.63,2.2,63.16,1.8,3,1.2,1.2,2.04,1.87,1.84,1
2023-12-27,E0,19:30,Brentford,Wolves,A,A,A Madley,2023/2024,80.0,11,100.0,14,68.42,2.2,63.16,1.6,5,2.0,1.6,2.16,1.73,1.84,1
2024-01-22,E0,19:45,Brighton,Wolves,D,D,C Pawson,2023/2024,40.0,8,80.0,11,57.89,1.8,63.16,1.6,3,1.0,1.4,1.65,2.25,1.84,0
2024-02-04,E0,14:00,Chelsea,Wolves,A,A,T Robinson,2023/2024,60.0,14,80.0,15,63.16,1.6,63.16,2.0,7,1.4,1.8,1.63,2.35,1.84,1
2024-02-17,E0,15:00,Tottenham,Wolves,A,A,A Taylor,2023/2024,100.0,12,80.0,15,84.21,1.4,63.16,2.2,7,1.4,2.0,1.42,2.88,1.84,1
2024-03-02,E0,15:00,Newcastle,Wolves,H,H,T Robinson,2023/2024,100.0,12,80.0,14,68.42,1.4,63.16,2.4,3,2.4,2.0,1.58,2.4,1.84,1
2024-03-30,E0,17:30,Aston Villa,Wolves,H,H,P Tierney,2023/2024,80.0,13,60.0,11,78.95,1.6,63.16,1.6,3,2.2,1.2,1.69,2.25,1.84,0
2024-04-02,E0,19:45,Burnley,Wolves,D,D,T Bramall,2023/2024,60.0,8,60.0,13,57.89,1.8,63.16,1.0,2,2.2,1.4,1.91,2.05,1.84,0
2024-04-13,E0,15:00,Nott'm Forest,Wolves,D,D,C Pawson,2023/2024,40.0,11,60.0,18,52.63,1.8,63.16,1.6,4,1.0,1.0,2.0,1.95,1.84,1
2024-05-04,E0,17:30,Man City,Wolves,H,H,C Pawson,2023/2024,80.0,2,60.0,20,57.89,2.6,63.16,3.4,1,0.8,0.8,1.28,4.0,1.84,1
2024-05-19,E0,16:00,Liverpool,Wolves,H,H,C Kavanagh,2023/2024,60.0,4,40.0,36,68.42,2.4,63.16,2.2,3,1.0,0.8,1.19,5.0,1.84,0
2024-08-17,E0,15:00,Arsenal,Wolves,H,H,J Gillett,2024/2025,0.0,9,0.0,18,52.63,2.0,73.68,2.0,3,0.0,0.0,1.45,3.0,1.95,0
2024-08-31,E0,15:00,Nott'm Forest,Wolves,D,D,S Hooper,2024/2025,0.0,11,0.0,16,31.58,1.5,73.68,1.0,3,1.0,0.5,1.91,1.99,1.95,0
2024-09-21,E0,15:00,Aston Villa,Wolves,H,A,T Robinson,2024/2025,66.67,10,33.33,9,57.89,2.0,73.68,2.0,4,1.67,0.67,1.68,2.2,1.95,1
2024-10-05,E0,15:00,Brentford,Wolves,H,H,A Madley,2024/2025,75.0,17,50.0,19,63.16,2.75,73.68,2.75,6,1.5,1.25,1.79,2.1,1.95,1
2024-10-26,E0,15:00,Brighton,Wolves,D,H,M Oliver,2024/2025,80.0,14,60.0,19,68.42,2.6,73.68,1.8,7,1.4,1.4,1.64,2.3,1.95,1
2024-11-23,E0,15:00,Fulham,Wolves,A,D,R Jones,2024/2025,80.0,10,80.0,10,63.16,2.4,73.68,1.6,5,2.0,2.2,1.65,2.38,1.95,1
2024-12-04,E0,19:30,Everton,Wolves,H,H,M Salisbury,2024/2025,40.0,6,100.0,13,47.37,3.0,73.68,1.4,2,0.4,2.0,2.11,1.83,1.95,1
2024-12-09,E0,20:00,West Ham,Wolves,H,D,J Brooks,2024/2025,80.0,19,100.0,19,57.89,2.8,73.68,2.0,5,1.6,2.0,1.74,2.2,1.95,1
2024-12-22,E0,14:00,Leicester,Wolves,A,A,A Taylor,2024/2025,100.0,8,100.0,9,47.37,1.8,73.68,1.4,4,2.2,2.0,1.8,2.2,1.95,1
2024-12-29,E0,15:00,Tottenham,Wolves,D,H,C Kavanagh,2024/2025,80.0,11,100.0,13,73.68,1.8,73.68,2.0,3,3.0,2.0,1.4,3.2,1.95,1
2025-01-15,E0,19:30,Newcastle,Wolves,H,H,D England,2024/2025,80.0,13,100.0,17,63.16,2.2,73.68,2.6,7,1.0,1.2,1.53,2.63,1.95,1
2025-01-20,E0,20:00,Chelsea,Wolves,H,D,S Hooper,2024/2025,100.0,9,100.0,19,57.89,2.0,73.68,2.2,4,1.2,1.4,1.41,3.0,1.95,1
2025-02-16,E0,14:00,Liverpool,Wolves,H,H,S Hooper,2024/2025,100.0,16,100.0,10,63.16,2.0,73.68,2.6,4,1.4,1.4,1.47,2.75,1.95,1
2025-02-22,E0,15:00,Bournemouth,Wolves,A,A,M Salisbury,2024/2025,20.0,13,80.0,8,31.58,2.0,73.68,1.2,5,0.6,1.0,1.72,2.2,1.95,0
2025-03-15,E0,15:00,Southampton,Wolves,A,A,R Jones,2024/2025,100.0,5,80.0,10,68.42,1.8,73.68,0.6,3,3.4,1.0,2.24,1.73,1.95,1
2025-04-05,E0,15:00,Ipswich,Wolves,A,H,P Bankes,2024/2025,100.0,22,80.0,6,52.63,1.4,73.68,1.0,7,3.6,1.4,2.33,1.67,1.95,1
2025-04-20,E0,14:00,Man United,Wolves,A,D,R Jones,2024/2025,20.0,4,60.0,12,52.63,0.8,73.68,0.8,2,1.2,1.4,2.0,1.95,1.95,0
2025-05-02,E0,20:00,Man City,Wolves,H,H,P Bankes,2024/2025,60.0,6,40.0,9,73.68,0.6,73.68,2.4,1,1.0,1.2,1.58,2.38,1.95,0
2025-05-20,E0,20:00,Crystal Palace,Wolves,H,H,D Webb,2024/2025,40.0,12,60.0,14,47.37,1.4,73.68,1.6,3,0.8,1.4,2.02,1.88,1.95,1
