Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5AwayOver2.5Perc,B365CAHH,Last5HomeOver2.5Perc,HST,AST,HomeOver2.5Perc,AwayOver2.5Perc,AvgLast5AwayGoalsScored,AvgLast5HomeGoalsScored,AvgLast5AwayGoalsConceded,AvgLast5HomeGoalsConceded,MaxC<2.5,MaxC>2.5,AvgAwayGoalsConceded,AvgHomeGoalsScored,Over2.5
2024-05-12,F1,20:00,Rennes,Lens,D,D,2023/2024,80.0,2.01,60.0,6,4,70.59,47.06,1.4,1.8,1.4,2.0,2.28,1.75,1.12,2.0,0
2024-08-18,F1,16:00,Angers,Lens,A,A,2024/2025,0.0,1.87,0.0,3,5,47.06,35.29,1.0,0.0,0.0,1.0,1.93,2.2,1.0,1.06,0
2024-09-01,F1,14:00,Monaco,Lens,D,D,2024/2025,0.0,2.08,0.0,3,4,58.82,35.29,1.0,1.0,0.5,0.5,2.3,1.71,1.0,2.24,0
2024-09-21,F1,18:00,Rennes,Lens,D,H,2024/2025,0.0,2.09,66.67,6,2,47.06,35.29,1.0,2.33,0.67,0.33,2.0,2.0,1.0,1.47,0
2024-10-06,F1,16:00,Strasbourg,Lens,D,A,2024/2025,25.0,1.95,50.0,5,5,70.59,35.29,1.25,1.75,1.0,1.0,2.03,1.93,1.0,1.94,1
2024-10-19,F1,18:00,St Etienne,Lens,A,A,2024/2025,20.0,1.96,25.0,1,5,52.94,35.29,1.4,1.0,0.8,1.25,2.29,1.73,1.0,1.41,0
2024-11-02,F1,16:00,Paris SG,Lens,H,H,2024/2025,20.0,1.92,80.0,8,2,76.47,35.29,1.2,3.4,1.0,0.8,2.72,1.55,1.0,2.65,0
2024-11-29,F1,19:45,Reims,Lens,A,A,2024/2025,20.0,1.9,40.0,3,6,35.29,35.29,1.4,1.4,0.8,1.6,1.92,2.04,1.0,1.0,0
2024-12-14,F1,18:00,Auxerre,Lens,D,A,2024/2025,40.0,1.92,60.0,3,5,58.82,35.29,1.6,1.8,1.0,0.6,2.12,1.83,1.0,1.41,1
2025-01-12,F1,14:00,Le Havre,Lens,A,D,2024/2025,40.0,1.94,60.0,4,7,70.59,35.29,1.6,0.4,0.8,1.8,1.96,1.99,1.0,0.88,1
2025-01-31,F1,19:45,Montpellier,Lens,A,A,2024/2025,40.0,2.05,80.0,2,5,70.59,35.29,1.6,1.4,0.8,2.0,2.21,1.82,1.0,1.0,0
2025-02-08,F1,16:00,Nice,Lens,H,H,2024/2025,40.0,2.11,60.0,8,3,52.94,35.29,1.6,2.2,1.0,0.8,2.11,1.83,1.0,2.24,0
2025-02-23,F1,14:00,Nantes,Lens,H,H,2024/2025,60.0,2.05,40.0,8,4,35.29,35.29,1.4,1.4,1.6,1.2,1.88,2.15,1.0,1.12,1
2025-03-08,F1,20:05,Marseille,Lens,A,D,2024/2025,40.0,1.79,40.0,6,2,64.71,35.29,1.2,2.2,1.2,1.0,2.35,1.7,1.0,2.41,0
2025-03-30,F1,19:45,Lille,Lens,H,H,2024/2025,20.0,2.1,60.0,5,2,58.82,35.29,0.8,1.8,1.2,0.8,1.82,2.15,1.0,1.82,0
2025-04-20,F1,16:15,Brest,Lens,A,A,2024/2025,40.0,1.7,60.0,5,9,52.94,35.29,1.0,1.4,1.4,1.2,2.01,1.92,1.0,1.82,1
2025-05-04,F1,16:15,Lyon,Lens,A,A,2024/2025,60.0,1.89,100.0,4,3,64.71,35.29,1.4,2.6,1.2,1.4,3.2,1.43,1.0,2.18,1
2025-05-10,F1,20:00,Toulouse,Lens,D,D,2024/2025,40.0,1.95,60.0,6,2,47.06,35.29,1.4,1.4,0.8,1.8,2.09,1.9,1.0,1.18,0
2022-08-12,F1,20:00,Nantes,Lille,D,H,2022/2023,0.0,1.87,0.0,1,5,47.37,36.84,1.0,1.0,1.0,1.0,1.86,2.11,1.0,1.05,0
2022-08-26,F1,20:00,Ajaccio,Lille,A,A,2022/2023,50.0,1.77,50.0,2,4,36.84,36.84,2.0,0.5,1.0,1.5,1.63,2.45,1.0,0.53,1
2022-09-04,F1,12:00,Montpellier,Lille,A,D,2022/2023,66.67,1.88,75.0,2,7,68.42,36.84,2.33,1.75,1.0,1.75,2.23,1.78,1.0,1.53,1
2022-09-10,F1,20:00,Marseille,Lille,H,D,2022/2023,75.0,1.87,75.0,7,3,68.42,36.84,2.0,2.25,1.25,0.75,2.17,1.92,1.0,1.84,1
2022-10-02,F1,12:00,Lorient,Lille,H,H,2022/2023,80.0,1.83,100.0,4,4,63.16,36.84,1.8,2.5,1.4,1.25,2.16,1.88,1.0,1.37,1
2022-10-14,F1,20:00,Strasbourg,Lille,A,A,2022/2023,100.0,1.93,40.0,1,7,52.63,36.84,2.2,0.6,1.2,1.6,1.99,2.02,1.0,1.32,1
2022-10-30,F1,19:45,Lyon,Lille,H,D,2022/2023,80.0,1.95,40.0,3,5,57.89,36.84,1.6,1.8,1.2,0.6,2.45,1.69,1.0,1.84,0
2022-12-28,F1,18:00,Clermont,Lille,A,D,2022/2023,60.0,1.99,60.0,3,3,47.37,36.84,1.4,1.0,1.0,2.0,1.91,2.14,1.0,1.05,0
2023-01-11,F1,18:00,Brest,Lille,D,D,2022/2023,40.0,2.06,60.0,0,4,52.63,36.84,1.2,1.0,0.6,1.4,2.03,2.0,1.0,1.26,0
2023-01-29,F1,12:00,Nice,Lille,H,H,2022/2023,20.0,1.82,20.0,6,7,36.84,36.84,1.0,1.8,0.4,0.4,1.81,2.19,1.0,1.26,0
2023-02-04,F1,20:00,Rennes,Lille,A,H,2022/2023,20.0,2.11,80.0,6,6,68.42,36.84,1.0,1.8,0.6,1.0,1.84,2.18,1.0,2.26,1
2023-02-19,F1,12:00,Paris SG,Lille,H,H,2022/2023,40.0,1.87,60.0,10,7,63.16,36.84,1.6,2.2,1.2,1.2,2.79,1.57,1.0,2.37,1
2023-03-04,F1,16:00,Lens,Lille,D,H,2022/2023,40.0,2.13,40.0,1,6,68.42,36.84,1.4,1.6,1.4,0.8,1.97,2.08,1.0,2.16,0
2023-03-18,F1,16:00,Toulouse,Lille,A,D,2022/2023,40.0,1.89,60.0,4,5,47.37,36.84,1.8,1.8,1.4,1.6,2.52,1.68,1.0,1.42,0
2023-04-08,F1,16:00,Angers,Lille,H,D,2022/2023,40.0,2.07,20.0,5,5,73.68,36.84,1.8,0.8,1.4,1.4,2.41,1.66,1.0,1.05,0
2023-04-22,F1,16:00,Auxerre,Lille,D,A,2022/2023,20.0,1.85,40.0,4,6,42.11,36.84,1.4,1.2,1.4,0.6,2.03,1.95,1.0,0.95,0
2023-05-06,F1,18:00,Reims,Lille,H,H,2022/2023,0.0,1.9,20.0,4,5,52.63,36.84,0.8,0.8,0.8,1.0,2.3,1.78,1.0,1.47,0
2023-05-14,F1,16:05,Monaco,Lille,D,D,2022/2023,0.0,1.83,60.0,1,4,68.42,36.84,0.6,1.4,0.6,1.8,2.35,1.73,1.0,1.95,0
2023-06-03,F1,20:00,Troyes,Lille,D,D,2022/2023,0.0,1.95,20.0,3,7,42.11,36.84,0.4,0.6,0.8,1.6,4.2,1.31,1.0,1.0,0
2023-08-11,F1,20:00,Nice,Lille,D,H,2023/2024,0.0,1.81,0.0,3,5,35.29,41.18,1.0,1.0,1.0,1.0,2.06,1.98,1.18,1.24,0
2023-08-27,F1,16:05,Lorient,Lille,H,H,2023/2024,50.0,1.95,50.0,6,7,64.71,41.18,1.0,2.5,2.5,1.0,2.03,1.98,1.18,1.53,1
2023-09-16,F1,16:00,Rennes,Lille,D,A,2023/2024,66.67,1.78,100.0,4,6,70.59,41.18,1.33,3.0,2.33,1.67,2.06,2.06,1.18,2.0,1
2023-10-01,F1,14:00,Le Havre,Lille,A,A,2023/2024,50.0,1.78,75.0,0,6,47.06,41.18,1.5,1.5,1.75,1.25,1.88,2.13,1.18,1.06,0
2023-10-08,F1,16:05,Lens,Lille,D,A,2023/2024,40.0,2.13,25.0,5,3,41.18,41.18,1.4,1.0,1.6,1.0,1.94,2.11,1.18,1.59,0
2023-11-04,F1,20:00,Marseille,Lille,D,D,2023/2024,40.0,1.93,40.0,3,1,52.94,41.18,1.2,1.4,1.4,0.2,2.0,2.02,1.18,1.82,0
2023-11-26,F1,19:45,Lyon,Lille,A,A,2023/2024,20.0,1.84,40.0,5,8,58.82,41.18,1.4,1.0,0.6,1.6,2.23,1.88,1.18,1.47,0
2023-12-10,F1,14:00,Clermont,Lille,D,D,2023/2024,0.0,2.0,20.0,5,3,41.18,41.18,1.0,0.2,0.2,0.8,1.99,2.13,1.18,0.82,0
2023-12-20,F1,20:00,Strasbourg,Lille,H,D,2023/2024,20.0,1.85,60.0,2,2,64.71,41.18,0.8,1.2,0.6,1.0,1.87,2.13,1.18,1.29,1
2024-01-28,F1,12:00,Montpellier,Lille,D,D,2023/2024,20.0,1.84,20.0,7,0,47.06,41.18,0.6,0.6,0.4,1.0,1.95,2.11,1.18,1.18,0
2024-02-10,F1,20:00,Paris SG,Lille,H,H,2023/2024,40.0,1.84,100.0,8,3,82.35,41.18,0.8,3.0,1.0,1.4,2.18,1.99,1.18,2.47,1
2024-02-25,F1,14:00,Toulouse,Lille,H,A,2023/2024,60.0,1.75,60.0,4,2,64.71,41.18,0.6,1.0,1.6,1.4,1.91,2.13,1.18,1.24,1
2024-03-02,F1,16:00,Reims,Lille,A,D,2023/2024,60.0,2.08,20.0,3,3,47.06,41.18,0.8,0.8,1.6,1.0,2.05,1.94,1.18,1.12,0
2024-03-17,F1,12:00,Brest,Lille,D,D,2023/2024,40.0,2.18,0.0,4,8,29.41,41.18,0.8,1.0,1.4,0.2,1.56,2.7,1.18,1.47,0
2024-04-24,F1,20:00,Monaco,Lille,H,D,2023/2024,40.0,2.08,40.0,7,4,52.94,41.18,0.8,1.0,1.6,0.8,2.35,1.73,1.18,1.76,0
2024-04-28,F1,12:00,Metz,Lille,A,A,2023/2024,40.0,2.07,80.0,2,4,52.94,41.18,1.0,1.4,1.2,2.0,1.97,1.97,1.18,1.0,1
2024-05-12,F1,20:00,Nantes,Lille,A,A,2023/2024,40.0,1.98,80.0,5,3,47.06,41.18,1.2,0.6,0.8,2.6,1.88,2.07,1.18,1.0,1
2024-08-17,F1,18:00,Reims,Lille,A,A,2024/2025,0.0,2.1,0.0,0,6,35.29,41.18,2.0,0.0,0.0,2.0,1.86,2.21,1.06,1.0,0
2024-09-13,F1,19:45,St Etienne,Lille,H,H,2024/2025,0.0,1.95,0.0,5,4,52.94,41.18,1.0,0.5,0.5,1.0,2.0,1.99,1.06,1.41,0
2024-09-28,F1,18:00,Le Havre,Lille,A,A,2024/2025,33.33,1.94,100.0,4,10,70.59,41.18,1.67,1.33,0.33,2.67,1.84,2.23,1.06,0.88,1
2024-10-18,F1,19:45,Monaco,Lille,D,D,2024/2025,25.0,2.01,40.0,4,1,58.82,41.18,1.25,1.4,0.25,0.6,2.3,1.7,1.06,2.24,0
2024-10-26,F1,20:00,Lens,Lille,A,D,2024/2025,20.0,1.75,0.0,4,3,35.29,41.18,1.4,0.5,0.2,0.5,1.81,2.2,1.06,1.12,0
2024-11-10,F1,14:00,Nice,Lille,D,A,2024/2025,40.0,2.0,60.0,5,6,52.94,41.18,1.4,2.8,0.6,1.0,1.85,2.13,1.06,2.24,1
2024-12-01,F1,14:00,Montpellier,Lille,D,D,2024/2025,60.0,1.75,100.0,5,4,70.59,41.18,1.8,1.6,0.8,2.6,2.13,1.93,1.06,1.0,1
2024-12-14,F1,16:00,Marseille,Lille,D,H,2024/2025,40.0,1.75,60.0,3,5,64.71,41.18,1.4,1.0,1.0,1.8,2.0,1.95,1.06,2.41,0
2025-01-10,F1,20:05,Auxerre,Lille,D,D,2024/2025,40.0,1.94,40.0,3,5,58.82,41.18,1.4,1.4,1.0,0.4,2.0,1.99,1.06,1.41,0
2025-01-25,F1,18:00,Strasbourg,Lille,H,A,2024/2025,60.0,1.7,80.0,7,6,70.59,41.18,1.2,1.8,1.4,1.2,1.93,2.09,1.06,1.94,1
2025-02-16,F1,19:45,Rennes,Lille,A,D,2024/2025,40.0,1.81,40.0,0,7,47.06,41.18,1.2,1.0,1.0,1.2,1.73,2.35,1.06,1.47,0
2025-03-01,F1,20:05,Paris SG,Lille,H,H,2024/2025,40.0,2.01,80.0,11,2,76.47,41.18,1.0,2.8,1.4,1.0,2.75,1.6,1.06,2.65,1
2025-03-15,F1,16:00,Nantes,Lille,H,D,2024/2025,40.0,1.93,20.0,3,4,35.29,41.18,0.8,1.0,1.4,1.0,1.8,2.16,1.06,1.12,0
2025-04-05,F1,20:05,Lyon,Lille,H,D,2024/2025,60.0,2.01,100.0,4,4,64.71,41.18,1.0,2.8,1.8,1.4,2.2,1.86,1.06,2.18,1
2025-04-12,F1,18:00,Toulouse,Lille,A,A,2024/2025,60.0,1.83,40.0,5,3,47.06,41.18,1.2,1.0,1.6,1.8,1.81,2.16,1.06,1.18,1
2025-04-27,F1,14:00,Angers,Lille,A,A,2024/2025,60.0,1.83,40.0,3,5,47.06,41.18,1.2,0.4,1.6,2.2,2.01,1.99,1.06,1.06,0
2025-05-10,F1,20:00,Brest,Lille,H,H,2024/2025,40.0,2.02,40.0,4,2,52.94,41.18,1.0,1.2,1.2,0.8,2.26,1.82,1.06,1.82,0
2022-08-07,F1,16:05,Rennes,Lorient,A,D,2022/2023,0.0,2.08,0.0,6,2,68.42,57.89,1.0,0.0,0.0,1.0,2.17,1.9,1.68,2.26,0
2022-08-21,F1,14:00,Toulouse,Lorient,D,D,2022/2023,50.0,1.8,50.0,8,4,47.37,57.89,1.5,1.5,1.0,1.5,1.99,1.99,1.68,1.42,1
2022-08-31,F1,20:00,Lens,Lorient,H,H,2022/2023,66.67,1.98,100.0,8,3,68.42,57.89,1.67,3.33,2.33,1.67,2.23,1.94,1.68,2.16,1
2022-09-04,F1,14:00,Ajaccio,Lorient,A,D,2022/2023,50.0,2.06,33.33,3,4,36.84,57.89,1.5,0.33,1.75,1.33,1.65,2.57,1.68,0.53,0
2022-09-16,F1,20:00,Auxerre,Lorient,A,A,2022/2023,60.0,1.93,50.0,5,8,42.11,57.89,1.8,1.0,1.6,1.75,2.01,1.99,1.68,0.95,1
2022-10-09,F1,14:00,Brest,Lorient,A,D,2022/2023,80.0,1.97,40.0,4,5,52.63,57.89,2.0,0.6,1.8,2.4,1.97,2.02,1.68,1.26,1
2022-10-23,F1,14:00,Troyes,Lorient,D,H,2022/2023,80.0,1.86,60.0,4,5,42.11,57.89,2.0,1.8,1.8,1.4,2.03,1.99,1.68,1.0,1
2022-11-13,F1,16:05,Strasbourg,Lorient,D,A,2022/2023,60.0,2.05,60.0,4,2,52.63,57.89,1.8,0.8,1.0,1.8,2.1,1.98,1.68,1.32,0
2023-01-01,F1,14:00,Angers,Lorient,A,H,2022/2023,80.0,1.85,100.0,6,5,73.68,57.89,2.0,1.0,1.2,2.4,1.94,2.12,1.68,1.05,1
2023-01-14,F1,18:00,Marseille,Lorient,H,D,2022/2023,80.0,1.97,60.0,8,3,68.42,57.89,1.6,2.2,1.6,1.0,2.53,1.63,1.68,1.84,1
2023-02-01,F1,18:00,Reims,Lorient,H,A,2022/2023,80.0,2.07,60.0,9,5,52.63,57.89,1.6,2.0,2.2,0.8,2.05,1.9,1.68,1.47,1
2023-02-12,F1,16:05,Nantes,Lorient,H,D,2022/2023,60.0,2.0,20.0,6,5,47.37,57.89,1.2,0.8,2.0,0.8,1.94,2.12,1.68,1.05,0
2023-03-05,F1,16:05,Lyon,Lorient,D,D,2022/2023,60.0,1.96,40.0,5,1,57.89,57.89,1.0,0.6,1.8,0.8,2.28,1.74,1.68,1.84,0
2023-03-19,F1,14:00,Nice,Lorient,D,A,2022/2023,40.0,1.84,20.0,1,3,36.84,57.89,0.8,1.2,1.8,0.4,1.91,2.1,1.68,1.26,0
2023-04-02,F1,12:00,Lille,Lorient,H,H,2022/2023,40.0,2.06,60.0,7,1,68.42,57.89,0.8,2.0,1.8,1.0,2.85,1.55,1.68,2.11,1
2023-04-16,F1,16:05,Monaco,Lorient,H,H,2022/2023,40.0,1.89,80.0,7,4,68.42,57.89,0.6,2.0,1.6,1.8,2.86,1.5,1.68,1.95,1
2023-04-30,F1,16:05,Paris SG,Lorient,A,A,2022/2023,60.0,2.05,60.0,4,7,63.16,57.89,1.2,1.6,1.6,1.8,3.7,1.35,1.68,2.37,1
2023-05-14,F1,14:00,Montpellier,Lorient,D,D,2022/2023,60.0,2.01,60.0,4,3,68.42,57.89,1.4,2.0,1.8,0.8,2.03,1.97,1.68,1.53,0
2023-05-27,F1,20:00,Clermont,Lorient,H,H,2022/2023,60.0,1.98,60.0,7,1,47.37,57.89,1.2,1.8,2.0,0.6,2.05,2.13,1.68,1.05,0
2023-08-12,F1,20:00,Paris SG,Lorient,D,D,2023/2024,0.0,2.0,0.0,4,0,82.35,64.71,0.0,0.0,0.0,0.0,2.2,1.83,2.12,2.47,0
2023-09-03,F1,14:00,Le Havre,Lorient,H,D,2023/2024,50.0,2.1,100.0,6,2,47.06,64.71,0.0,2.0,1.5,1.0,1.7,2.47,2.12,1.06,1
2023-09-23,F1,16:00,Nantes,Lorient,H,D,2023/2024,66.67,2.01,75.0,9,7,47.06,64.71,1.0,2.5,2.67,2.25,1.86,2.21,2.12,1.0,1
2023-10-08,F1,14:00,Lyon,Lorient,D,H,2023/2024,75.0,2.01,75.0,6,5,58.82,64.71,1.5,1.25,2.75,2.75,2.28,1.75,2.12,1.47,1
2023-10-28,F1,16:00,Reims,Lorient,H,D,2023/2024,60.0,1.99,40.0,5,1,47.06,64.71,1.2,1.4,2.4,1.0,2.14,1.9,2.12,1.12,0
2023-11-12,F1,14:00,Clermont,Lorient,H,D,2023/2024,60.0,1.96,0.0,6,3,41.18,64.71,1.2,0.2,2.6,0.6,1.78,2.24,2.12,0.82,0
2023-12-03,F1,14:00,Toulouse,Lorient,D,D,2023/2024,40.0,2.02,60.0,6,5,64.71,64.71,1.4,1.6,2.2,1.2,1.94,2.07,2.12,1.24,0
2023-12-20,F1,20:00,Brest,Lorient,H,H,2023/2024,40.0,1.99,60.0,7,3,29.41,64.71,0.8,2.2,2.0,1.0,1.89,2.13,2.12,1.47,1
2024-01-14,F1,12:00,Lille,Lorient,H,H,2023/2024,40.0,1.91,20.0,10,0,52.94,64.71,0.2,1.8,2.0,0.4,2.25,1.81,2.12,2.0,1
2024-02-04,F1,14:00,Metz,Lorient,A,D,2023/2024,60.0,1.73,40.0,3,4,52.94,64.71,0.6,0.8,2.0,1.2,1.59,2.72,2.12,1.0,1
2024-02-18,F1,12:00,Strasbourg,Lorient,A,A,2023/2024,80.0,1.98,80.0,4,6,64.71,64.71,1.2,1.4,2.0,1.6,1.93,2.24,2.12,1.29,1
2024-03-03,F1,16:05,Rennes,Lorient,A,D,2023/2024,100.0,1.84,80.0,6,6,70.59,64.71,1.4,1.8,2.0,1.2,2.09,1.9,2.12,2.0,1
2024-03-17,F1,14:00,Monaco,Lorient,D,D,2023/2024,100.0,2.03,60.0,8,6,52.94,64.71,1.8,1.0,1.6,1.6,2.96,1.5,2.12,1.76,1
2024-04-07,F1,14:00,Montpellier,Lorient,H,D,2023/2024,80.0,2.09,80.0,5,5,47.06,64.71,1.8,2.0,1.4,2.0,2.47,1.73,2.12,1.18,0
2024-04-19,F1,20:00,Nice,Lorient,H,H,2023/2024,80.0,1.97,80.0,10,4,35.29,64.71,1.4,1.4,1.8,1.4,2.03,1.94,2.12,1.24,1
2024-05-03,F1,20:00,Lens,Lorient,H,D,2023/2024,60.0,2.0,20.0,6,5,41.18,64.71,0.8,1.2,2.0,0.8,2.55,1.61,2.12,1.59,0
2024-05-12,F1,20:00,Marseille,Lorient,H,H,2023/2024,60.0,2.11,60.0,4,3,52.94,64.71,0.6,1.8,2.4,1.2,2.55,1.65,2.12,1.82,1
2022-08-28,F1,16:05,Reims,Lyon,D,H,2022/2023,0.0,2.02,50.0,5,5,52.63,68.42,1.0,1.5,1.0,2.5,2.45,1.67,1.47,1.47,0
2022-09-07,F1,18:00,Lorient,Lyon,H,H,2022/2023,50.0,1.88,100.0,6,7,63.16,68.42,1.0,2.5,2.0,1.0,2.47,1.7,1.47,1.37,1
2022-09-11,F1,19:45,Monaco,Lyon,H,D,2022/2023,66.67,1.92,75.0,4,6,68.42,68.42,1.0,1.5,2.0,2.5,2.45,1.66,1.47,1.95,1
2022-10-02,F1,19:45,Lens,Lyon,H,D,2022/2023,50.0,2.02,60.0,6,0,68.42,68.42,0.75,2.4,1.75,1.0,2.47,1.7,1.47,2.16,0
2022-10-16,F1,14:00,Rennes,Lyon,H,D,2022/2023,60.0,1.89,100.0,5,5,68.42,68.42,1.0,3.2,2.0,0.8,2.55,1.71,1.47,2.26,1
2022-10-22,F1,16:00,Montpellier,Lyon,A,A,2022/2023,80.0,1.84,60.0,4,10,68.42,68.42,1.2,1.2,2.0,1.6,2.23,1.81,1.47,1.53,1
2022-11-06,F1,19:45,Marseille,Lyon,H,H,2022/2023,60.0,1.77,40.0,2,4,68.42,68.42,1.0,1.0,1.6,1.0,2.25,1.84,1.47,1.84,0
2022-12-28,F1,20:00,Brest,Lyon,A,A,2022/2023,60.0,1.96,60.0,5,10,52.63,68.42,1.6,1.0,1.6,1.6,2.15,1.84,1.47,1.26,1
2023-01-11,F1,18:00,Nantes,Lyon,D,D,2022/2023,60.0,1.85,40.0,5,6,47.37,68.42,1.6,1.6,1.4,0.8,2.23,1.79,1.47,1.05,0
2023-01-29,F1,16:05,Ajaccio,Lyon,A,A,2022/2023,40.0,1.83,40.0,5,2,36.84,68.42,1.6,1.0,0.8,1.6,1.82,2.2,1.47,0.53,0
2023-02-04,F1,18:00,Troyes,Lyon,A,A,2022/2023,40.0,1.85,20.0,2,6,42.11,68.42,1.8,0.6,0.8,1.4,2.34,1.77,1.47,1.0,1
2023-02-17,F1,20:00,Auxerre,Lyon,H,A,2022/2023,60.0,2.0,60.0,3,4,42.11,68.42,2.0,0.8,1.0,2.2,2.0,2.02,1.47,0.95,1
2023-02-25,F1,16:00,Angers,Lyon,A,A,2022/2023,60.0,1.85,80.0,2,5,73.68,68.42,1.8,1.0,0.8,2.0,2.03,2.0,1.47,1.05,1
2023-03-10,F1,20:00,Lille,Lyon,D,D,2022/2023,80.0,2.07,60.0,6,5,68.42,68.42,2.4,2.4,1.4,1.0,2.38,1.72,1.47,2.11,1
2023-04-02,F1,19:45,Paris SG,Lyon,A,D,2022/2023,80.0,1.95,60.0,5,3,63.16,68.42,2.2,2.0,1.4,1.8,2.95,1.54,1.47,2.37,0
2023-04-14,F1,20:00,Toulouse,Lyon,A,D,2022/2023,80.0,1.84,60.0,6,3,47.37,68.42,2.0,1.2,1.4,1.8,2.38,1.72,1.47,1.42,1
2023-04-28,F1,20:00,Strasbourg,Lyon,A,A,2022/2023,80.0,1.93,60.0,3,4,52.63,68.42,2.2,1.6,1.2,1.0,1.98,2.05,1.47,1.32,1
2023-05-14,F1,12:00,Clermont,Lyon,H,D,2022/2023,80.0,1.97,80.0,6,4,47.37,68.42,1.8,1.4,1.4,1.4,2.34,1.71,1.47,1.05,1
2023-06-03,F1,20:00,Nice,Lyon,H,H,2022/2023,80.0,1.85,60.0,6,7,36.84,68.42,1.4,1.2,1.4,1.2,3.33,1.38,1.47,1.26,1
2023-08-13,F1,19:45,Strasbourg,Lyon,H,D,2023/2024,100.0,1.84,100.0,2,7,64.71,58.82,1.0,2.0,2.0,1.0,2.3,1.73,1.53,1.29,1
2023-08-27,F1,19:45,Nice,Lyon,D,D,2023/2024,50.0,2.03,0.0,4,1,35.29,58.82,0.5,0.5,1.0,0.5,2.33,1.76,1.53,1.24,0
2023-09-23,F1,20:00,Brest,Lyon,H,D,2023/2024,33.33,1.95,33.33,11,3,29.41,58.82,0.33,1.33,1.0,0.67,2.13,1.92,1.53,1.47,0
2023-10-01,F1,12:00,Reims,Lyon,H,H,2023/2024,25.0,1.94,33.33,3,6,47.06,58.82,0.25,1.67,1.25,0.67,2.35,1.72,1.53,1.12,0
2023-11-12,F1,16:05,Rennes,Lyon,A,D,2023/2024,20.0,1.92,60.0,2,5,70.59,58.82,0.4,1.4,1.0,1.6,2.2,1.82,1.53,2.0,0
2023-12-02,F1,16:00,Lens,Lyon,H,D,2023/2024,20.0,1.93,60.0,7,7,41.18,58.82,0.6,2.2,1.2,0.8,2.09,1.99,1.53,1.59,1
2023-12-06,F1,20:00,Marseille,Lyon,H,H,2023/2024,40.0,1.99,40.0,5,1,52.94,58.82,0.6,1.6,1.8,0.0,2.24,1.82,1.53,1.82,1
2023-12-15,F1,20:00,Monaco,Lyon,A,D,2023/2024,40.0,2.01,40.0,4,2,52.94,58.82,0.8,1.8,1.6,0.8,2.53,1.63,1.53,1.76,0
2024-01-14,F1,16:05,Le Havre,Lyon,H,H,2023/2024,60.0,1.79,40.0,7,2,47.06,58.82,1.0,1.2,1.8,0.8,1.73,2.37,1.53,1.06,1
2024-02-11,F1,16:05,Montpellier,Lyon,A,H,2023/2024,80.0,2.0,20.0,8,5,47.06,58.82,1.2,0.6,2.0,0.8,1.91,2.06,1.53,1.18,1
2024-02-23,F1,20:00,Metz,Lyon,A,D,2023/2024,80.0,1.88,40.0,4,5,52.94,58.82,1.2,0.4,1.6,1.4,1.85,2.15,1.53,1.0,1
2024-03-09,F1,16:00,Lorient,Lyon,A,D,2023/2024,60.0,2.05,40.0,0,6,64.71,58.82,1.6,1.2,1.0,1.6,1.93,2.02,1.53,1.53,0
2024-03-15,F1,20:00,Toulouse,Lyon,A,A,2023/2024,80.0,2.02,80.0,5,6,64.71,58.82,2.0,1.6,1.4,1.8,1.92,2.06,1.53,1.24,1
2024-04-07,F1,19:45,Nantes,Lyon,A,H,2023/2024,80.0,2.01,40.0,6,10,47.06,58.82,2.4,0.4,1.0,2.2,1.81,2.18,1.53,1.0,1
2024-04-21,F1,20:00,Paris SG,Lyon,H,H,2023/2024,80.0,2.0,60.0,6,6,82.35,58.82,2.2,2.2,1.6,1.2,2.8,1.51,1.53,2.47,1
2024-05-06,F1,20:00,Lille,Lyon,A,H,2023/2024,80.0,1.84,80.0,5,7,52.94,58.82,2.6,2.2,2.0,1.6,2.5,1.65,1.53,2.0,1
2024-05-12,F1,20:00,Clermont,Lyon,A,D,2023/2024,80.0,1.86,60.0,5,2,41.18,58.82,2.4,1.4,2.0,1.4,3.12,1.48,1.53,0.82,0
2024-08-18,F1,19:45,Rennes,Lyon,H,H,2024/2025,100.0,2.02,100.0,8,2,47.06,64.71,0.0,3.0,3.0,0.0,2.03,1.97,1.47,1.47,1
2024-09-15,F1,19:45,Lens,Lyon,D,D,2024/2025,50.0,2.06,0.0,5,3,35.29,64.71,0.0,1.0,1.5,0.0,2.55,1.58,1.47,1.12,0
2024-09-29,F1,14:00,Toulouse,Lyon,A,D,2024/2025,66.67,2.08,50.0,4,1,47.06,64.71,0.67,1.0,1.33,1.25,2.3,1.75,1.47,1.18,1
2024-10-20,F1,14:00,Le Havre,Lyon,A,A,2024/2025,75.0,1.95,100.0,1,8,70.59,64.71,1.5,1.0,1.0,3.0,2.35,1.7,1.47,0.88,1
2024-11-01,F1,20:00,Lille,Lyon,D,H,2024/2025,60.0,2.01,60.0,2,3,58.82,64.71,1.4,1.8,1.0,1.6,2.45,1.65,1.47,1.82,0
2024-11-23,F1,20:00,Reims,Lyon,D,A,2024/2025,40.0,2.0,60.0,6,7,35.29,64.71,1.6,1.8,0.6,1.4,2.56,1.61,1.47,1.0,0
2024-12-07,F1,20:00,Angers,Lyon,A,A,2024/2025,60.0,1.84,80.0,2,10,47.06,64.71,2.2,1.6,0.6,2.6,2.45,1.65,1.47,1.06,1
