Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5AwayOver2.5Perc,B365CAHH,Last5HomeOver2.5Perc,HST,AST,HomeOver2.5Perc,AwayOver2.5Perc,AvgLast5AwayGoalsScored,AvgLast5HomeGoalsScored,AvgLast5AwayGoalsConceded,AvgLast5HomeGoalsConceded,MaxC<2.5,MaxC>2.5,AvgAwayGoalsConceded,AvgHomeGoalsScored,Over2.5
2024-12-15,F1,19:45,Paris SG,Lyon,H,H,2024/2025,60.0,2.05,60.0,6,3,76.47,64.71,2.0,2.4,1.0,0.8,3.35,1.37,1.47,2.65,1
2025-01-11,F1,16:00,Brest,Lyon,H,H,2024/2025,60.0,2.05,60.0,6,3,52.94,64.71,1.4,2.0,1.4,1.0,2.38,1.9,1.47,1.82,1
2025-01-26,F1,16:15,Nantes,Lyon,D,A,2024/2025,60.0,2.04,40.0,5,4,35.29,64.71,1.4,1.0,1.4,1.4,2.09,2.0,1.47,1.12,0
2025-02-02,F1,19:45,Marseille,Lyon,H,D,2024/2025,80.0,1.78,60.0,11,4,64.71,64.71,1.6,2.4,1.8,1.2,2.32,1.74,1.47,2.41,1
2025-02-16,F1,14:00,Montpellier,Lyon,A,D,2024/2025,80.0,2.04,80.0,4,6,70.59,64.71,1.8,1.2,2.0,2.4,2.82,1.49,1.47,1.0,1
2025-03-09,F1,19:45,Nice,Lyon,A,D,2024/2025,60.0,2.08,20.0,4,5,52.94,64.71,2.0,1.8,1.4,0.8,2.3,1.78,1.47,2.24,0
2025-03-28,F1,19:45,Strasbourg,Lyon,H,D,2024/2025,60.0,1.98,60.0,7,11,70.59,64.71,2.2,2.0,1.8,0.8,2.32,1.7,1.47,1.94,1
2025-04-13,F1,19:45,Auxerre,Lyon,A,D,2024/2025,80.0,1.9,60.0,3,7,58.82,64.71,2.6,1.4,1.8,1.2,2.6,1.57,1.47,1.41,1
2025-04-20,F1,19:45,St Etienne,Lyon,H,H,2024/2025,80.0,1.86,100.0,6,2,52.94,64.71,2.4,2.0,1.6,3.2,2.88,1.49,1.47,1.41,1
2025-05-10,F1,20:00,Monaco,Lyon,H,D,2024/2025,60.0,1.86,60.0,5,4,58.82,64.71,1.6,2.0,1.8,0.2,3.25,1.42,1.47,2.24,0
2022-08-14,F1,19:45,Brest,Marseille,D,A,2022/2023,0.0,1.91,0.0,5,2,52.63,52.63,1.0,1.0,1.0,1.0,2.23,1.81,0.84,1.26,0
2022-08-28,F1,14:00,Nice,Marseille,A,A,2022/2023,50.0,2.08,50.0,2,4,36.84,52.63,2.0,0.5,0.5,2.0,2.05,1.99,0.84,1.26,1
2022-09-03,F1,16:00,Auxerre,Marseille,A,A,2022/2023,33.33,1.75,33.33,2,7,42.11,52.63,2.0,1.0,0.33,1.33,2.19,1.9,0.84,0.95,0
2022-09-30,F1,20:00,Angers,Marseille,A,A,2022/2023,50.0,1.77,80.0,5,7,73.68,52.63,2.25,1.0,0.25,2.2,2.13,1.83,0.84,1.05,1
2022-10-16,F1,19:45,Paris SG,Marseille,H,H,2022/2023,40.0,1.87,40.0,8,7,63.16,52.63,1.8,2.0,0.4,0.8,2.72,1.56,0.84,2.37,0
2022-10-29,F1,20:00,Strasbourg,Marseille,D,A,2022/2023,60.0,2.06,60.0,5,5,52.63,52.63,2.0,0.8,0.6,1.8,2.03,2.02,0.84,1.32,1
2022-11-13,F1,19:45,Monaco,Marseille,A,D,2022/2023,60.0,2.05,60.0,6,3,68.42,52.63,2.0,2.2,1.0,1.2,2.35,1.78,0.84,1.95,1
2023-01-02,F1,18:00,Montpellier,Marseille,A,D,2022/2023,80.0,1.77,60.0,1,9,68.42,52.63,2.0,1.0,1.2,1.6,2.25,1.79,0.84,1.53,1
2023-01-11,F1,20:00,Troyes,Marseille,A,A,2022/2023,60.0,2.05,20.0,1,4,42.11,52.63,1.8,0.8,1.2,1.2,2.15,2.02,0.84,1.0,0
2023-02-01,F1,18:00,Nantes,Marseille,A,D,2022/2023,60.0,1.92,20.0,2,4,47.37,52.63,2.2,0.8,1.0,1.0,1.91,2.02,0.84,1.05,0
2023-02-11,F1,20:00,Clermont,Marseille,A,A,2022/2023,40.0,2.02,20.0,4,5,47.37,52.63,2.2,0.4,0.6,1.4,1.89,2.12,0.84,1.05,0
2023-02-19,F1,19:45,Toulouse,Marseille,A,H,2022/2023,40.0,1.86,60.0,6,7,47.37,52.63,2.2,2.4,0.6,1.2,2.23,1.76,0.84,1.42,1
2023-03-05,F1,19:45,Rennes,Marseille,A,D,2022/2023,20.0,1.81,40.0,2,4,68.42,52.63,2.0,1.4,0.4,0.8,1.93,2.07,0.84,2.26,0
2023-03-19,F1,19:45,Reims,Marseille,A,A,2022/2023,40.0,1.84,80.0,6,5,52.63,52.63,2.0,2.6,0.6,0.8,2.04,1.91,0.84,1.47,1
2023-04-09,F1,19:45,Lorient,Marseille,D,D,2022/2023,40.0,1.97,20.0,5,2,63.16,52.63,1.6,1.0,0.6,0.2,2.34,1.72,0.84,1.37,0
2023-04-23,F1,19:45,Lyon,Marseille,A,A,2022/2023,60.0,1.94,60.0,2,7,57.89,52.63,1.6,1.4,0.8,1.0,2.13,1.89,0.84,1.84,1
2023-05-06,F1,20:00,Lens,Marseille,H,H,2022/2023,60.0,2.13,80.0,3,3,68.42,52.63,1.2,2.2,0.8,0.6,2.04,1.95,0.84,2.16,1
2023-05-20,F1,20:00,Lille,Marseille,H,A,2022/2023,80.0,2.06,100.0,3,3,68.42,52.63,1.2,2.6,1.2,1.2,2.23,1.86,0.84,2.11,1
2023-06-03,F1,20:00,Ajaccio,Marseille,H,D,2022/2023,60.0,1.8,40.0,1,5,36.84,52.63,0.8,0.2,1.2,1.6,2.26,1.8,0.84,0.53,0
2023-08-18,F1,20:00,Metz,Marseille,D,A,2023/2024,100.0,1.95,100.0,5,5,52.94,47.06,2.0,2.0,2.0,2.0,2.17,1.82,1.65,1.0,1
2023-09-01,F1,20:00,Nantes,Marseille,D,D,2023/2024,50.0,1.9,66.67,2,9,47.06,47.06,1.5,1.67,1.5,2.0,2.35,1.76,1.65,1.0,0
2023-09-24,F1,19:45,Paris SG,Marseille,H,H,2023/2024,66.67,1.87,75.0,5,0,82.35,47.06,1.0,2.25,2.33,1.0,2.6,1.6,1.65,2.47,1
2023-09-30,F1,20:00,Monaco,Marseille,H,D,2023/2024,75.0,1.85,75.0,7,4,52.94,47.06,1.25,2.25,2.5,0.75,2.56,1.6,1.65,1.76,1
2023-10-21,F1,20:00,Nice,Marseille,H,D,2023/2024,60.0,2.03,0.0,2,1,35.29,47.06,1.0,0.8,2.2,0.2,1.87,2.38,1.65,1.24,0
2023-11-12,F1,19:45,Lens,Marseille,H,D,2023/2024,40.0,1.99,40.0,3,2,41.18,47.06,0.6,1.6,2.0,0.6,2.0,1.99,1.65,1.59,0
2023-11-25,F1,20:00,Strasbourg,Marseille,D,D,2023/2024,40.0,1.98,40.0,7,3,64.71,47.06,0.6,0.8,2.0,1.2,1.92,2.05,1.65,1.29,0
2023-12-10,F1,19:45,Lorient,Marseille,A,A,2023/2024,40.0,1.95,80.0,9,8,64.71,47.06,1.4,1.2,1.6,2.2,1.93,2.09,1.65,1.53,1
2023-12-20,F1,20:00,Montpellier,Marseille,D,H,2023/2024,20.0,1.94,20.0,6,4,47.06,47.06,1.2,0.6,1.2,1.0,2.06,1.99,1.65,1.18,0
2024-02-04,F1,19:45,Lyon,Marseille,H,H,2023/2024,20.0,2.14,40.0,7,1,58.82,47.06,1.2,1.4,1.2,1.0,1.91,2.06,1.65,1.47,0
2024-02-18,F1,19:45,Brest,Marseille,H,D,2023/2024,20.0,2.13,20.0,5,2,29.41,47.06,1.2,1.6,1.2,0.2,1.92,2.15,1.65,1.47,0
2024-03-02,F1,20:00,Clermont,Marseille,A,A,2023/2024,40.0,1.84,40.0,2,11,41.18,47.06,2.0,0.8,1.2,2.0,2.31,1.8,1.65,0.82,1
2024-03-17,F1,16:05,Rennes,Marseille,H,H,2023/2024,20.0,1.98,60.0,4,1,70.59,47.06,1.2,2.0,1.2,0.8,2.11,1.85,1.65,2.0,0
2024-04-05,F1,20:00,Lille,Marseille,H,D,2023/2024,40.0,1.98,100.0,6,4,52.94,47.06,1.2,2.8,1.6,0.8,1.92,2.06,1.65,2.0,1
2024-04-21,F1,18:00,Toulouse,Marseille,D,D,2023/2024,60.0,1.93,80.0,3,3,64.71,47.06,1.6,1.8,1.8,1.4,1.9,2.13,1.65,1.24,1
2024-05-15,F1,20:00,Reims,Marseille,H,H,2023/2024,60.0,2.05,40.0,3,3,47.06,47.06,1.6,0.8,1.8,0.8,2.35,1.68,1.65,1.12,0
2024-05-19,F1,20:00,Le Havre,Marseille,A,D,2023/2024,60.0,1.9,40.0,6,7,47.06,47.06,1.0,0.8,1.8,1.4,2.23,1.78,1.65,1.06,1
2024-08-17,F1,16:00,Brest,Marseille,A,A,2024/2025,100.0,1.89,100.0,5,5,52.94,70.59,5.0,1.0,1.0,5.0,1.89,2.14,1.41,1.82,1
2024-08-31,F1,20:00,Toulouse,Marseille,A,A,2024/2025,100.0,1.93,50.0,2,5,47.06,70.59,4.0,0.5,1.0,1.5,2.2,1.78,1.41,1.18,1
2024-09-22,F1,19:45,Lyon,Marseille,A,D,2024/2025,100.0,1.75,66.67,9,5,64.71,70.59,3.67,2.0,1.33,2.67,2.41,1.66,1.41,2.18,1
2024-09-29,F1,19:45,Strasbourg,Marseille,H,H,2024/2025,75.0,1.98,33.33,6,3,70.59,70.59,2.75,1.67,1.25,0.67,2.4,1.68,1.41,1.94,0
2024-10-20,F1,19:45,Montpellier,Marseille,A,A,2024/2025,80.0,1.91,75.0,5,10,70.59,70.59,3.2,1.25,1.0,2.75,2.63,1.55,1.41,1.0,1
2024-11-03,F1,19:45,Nantes,Marseille,A,D,2024/2025,80.0,2.05,60.0,3,4,35.29,70.59,2.6,1.4,1.0,1.4,2.03,1.94,1.41,1.12,1
2024-11-23,F1,16:00,Lens,Marseille,A,D,2024/2025,80.0,2.03,40.0,7,4,35.29,70.59,2.6,0.8,1.0,1.4,2.12,1.93,1.41,1.12,1
2024-12-08,F1,19:45,St Etienne,Marseille,A,A,2024/2025,60.0,1.91,20.0,2,10,52.94,70.59,2.4,1.2,0.6,1.0,2.2,1.78,1.41,1.41,0
2025-01-11,F1,20:05,Rennes,Marseille,A,D,2024/2025,80.0,1.89,40.0,4,7,47.06,70.59,2.8,1.8,0.6,0.8,1.87,2.09,1.41,1.47,1
2025-01-26,F1,19:45,Nice,Marseille,H,H,2024/2025,60.0,1.95,80.0,5,6,52.94,70.59,1.8,2.2,1.0,1.2,2.1,1.92,1.41,2.24,0
2025-02-09,F1,19:45,Angers,Marseille,A,D,2024/2025,40.0,1.9,20.0,0,10,47.06,70.59,1.8,1.0,0.8,1.2,2.21,1.78,1.41,1.06,0
2025-02-22,F1,20:05,Auxerre,Marseille,H,H,2024/2025,40.0,1.95,60.0,5,2,58.82,70.59,1.2,1.6,1.2,1.0,2.42,1.69,1.41,1.41,1
2025-03-16,F1,19:45,Paris SG,Marseille,H,H,2024/2025,60.0,1.97,80.0,5,2,76.47,70.59,1.0,2.8,1.8,1.0,2.95,1.52,1.41,2.65,1
2025-03-29,F1,16:00,Reims,Marseille,H,H,2024/2025,60.0,2.09,40.0,5,8,35.29,70.59,0.8,1.0,2.2,1.4,2.16,1.9,1.41,1.0,1
2025-04-12,F1,16:00,Monaco,Marseille,H,H,2024/2025,80.0,1.93,100.0,10,4,58.82,70.59,0.8,3.8,2.4,0.8,2.93,1.48,1.41,2.24,1
2025-05-04,F1,19:45,Lille,Marseille,D,D,2024/2025,80.0,2.07,40.0,1,6,58.82,70.59,0.6,1.6,2.6,0.6,2.1,1.89,1.41,1.82,0
2025-05-10,F1,20:00,Le Havre,Marseille,A,D,2024/2025,80.0,2.06,60.0,4,5,70.59,70.59,1.2,1.4,2.2,2.4,2.45,1.7,1.41,0.88,1
2023-08-13,F1,16:05,Rennes,Metz,H,D,2023/2024,100.0,1.87,100.0,14,3,70.59,52.94,1.0,5.0,5.0,1.0,2.21,1.82,1.82,2.0,1
2023-08-27,F1,14:00,Clermont,Metz,A,D,2023/2024,50.0,1.93,50.0,4,5,41.18,52.94,1.0,1.0,2.5,2.5,1.96,2.02,1.82,0.82,0
2023-09-16,F1,20:00,Lens,Metz,A,A,2023/2024,33.33,1.87,0.0,10,2,41.18,52.94,1.0,0.5,1.67,1.0,2.42,1.74,1.82,1.59,0
2023-10-01,F1,14:00,Toulouse,Metz,H,H,2023/2024,50.0,1.88,66.67,10,3,64.71,52.94,0.75,2.0,2.0,1.0,1.95,2.06,1.82,1.24,1
2023-10-22,F1,16:05,Monaco,Metz,H,D,2023/2024,60.0,1.9,80.0,13,4,52.94,52.94,0.8,2.2,2.0,0.8,3.17,1.46,1.82,1.76,1
2023-11-05,F1,12:00,Lyon,Metz,D,D,2023/2024,40.0,2.08,60.0,4,5,58.82,52.94,0.8,1.2,1.2,2.0,2.16,1.9,1.82,1.47,0
2023-11-26,F1,14:00,Lorient,Metz,A,H,2023/2024,60.0,2.08,80.0,5,5,64.71,52.94,1.2,1.2,1.6,1.8,1.74,2.33,1.82,1.53,1
2023-12-03,F1,16:05,Lille,Metz,H,H,2023/2024,60.0,1.99,20.0,6,4,52.94,52.94,1.0,1.4,2.0,0.6,2.1,1.9,1.82,2.0,0
2023-12-20,F1,20:00,Paris SG,Metz,H,D,2023/2024,60.0,1.88,100.0,5,1,82.35,52.94,1.2,3.2,2.0,0.8,3.17,1.45,1.82,2.47,1
2024-01-27,F1,16:00,Nice,Metz,H,D,2023/2024,40.0,1.75,20.0,9,1,35.29,52.94,1.0,1.6,1.8,0.2,1.71,2.4,1.82,1.24,0
2024-02-09,F1,20:00,Marseille,Metz,D,D,2023/2024,40.0,2.03,60.0,6,3,52.94,52.94,1.0,1.8,1.8,1.0,1.99,1.99,1.82,1.82,0
2024-02-18,F1,14:00,Montpellier,Metz,H,H,2023/2024,40.0,1.84,40.0,7,4,47.06,52.94,0.4,1.0,2.0,0.6,1.85,2.19,1.82,1.18,1
2024-03-03,F1,14:00,Nantes,Metz,A,D,2023/2024,40.0,1.91,20.0,2,4,47.06,52.94,0.8,0.2,1.6,1.8,1.58,2.62,1.82,1.0,0
2024-03-17,F1,14:00,Reims,Metz,H,D,2023/2024,40.0,2.02,40.0,7,4,47.06,52.94,0.8,1.0,1.4,1.2,1.98,2.02,1.82,1.12,1
2024-04-07,F1,12:00,Brest,Metz,H,H,2023/2024,60.0,1.9,20.0,10,6,29.41,52.94,1.4,1.4,2.0,0.8,1.8,2.17,1.82,1.47,1
2024-04-21,F1,14:00,Le Havre,Metz,A,D,2023/2024,60.0,1.91,20.0,4,2,47.06,52.94,1.4,0.4,1.8,1.2,1.58,2.58,1.82,1.06,0
2024-05-12,F1,20:00,Strasbourg,Metz,H,D,2023/2024,60.0,1.87,60.0,2,2,64.71,52.94,1.6,1.6,1.6,1.2,2.02,1.96,1.82,1.29,1
2022-08-06,F1,16:00,Strasbourg,Monaco,A,A,2022/2023,100.0,2.03,100.0,7,11,52.63,57.89,2.0,1.0,1.0,2.0,1.98,2.22,1.32,1.32,1
2022-08-28,F1,19:45,Paris SG,Monaco,D,A,2022/2023,50.0,2.04,50.0,5,3,63.16,57.89,1.5,3.0,1.0,1.5,4.05,1.29,1.32,2.37,0
2022-09-04,F1,19:45,Nice,Monaco,A,D,2022/2023,33.33,1.84,33.33,5,2,36.84,57.89,1.33,0.33,0.67,1.67,2.21,1.96,1.32,1.26,0
2022-09-18,F1,12:00,Reims,Monaco,A,D,2022/2023,50.0,1.92,50.0,2,11,52.63,57.89,1.75,1.0,0.5,2.25,2.2,1.82,1.32,1.47,1
2022-10-09,F1,12:00,Montpellier,Monaco,A,A,2022/2023,40.0,1.86,60.0,1,7,68.42,57.89,1.8,1.2,0.4,1.6,2.66,1.62,1.32,1.53,0
2022-10-23,F1,19:45,Lille,Monaco,H,D,2022/2023,40.0,1.95,80.0,7,6,68.42,57.89,2.0,1.8,1.0,2.6,2.34,1.76,1.32,2.11,1
2022-11-06,F1,14:00,Toulouse,Monaco,A,D,2022/2023,40.0,2.01,60.0,5,10,47.37,57.89,2.2,2.0,0.8,1.6,2.5,1.61,1.32,1.42,0
2022-12-28,F1,16:00,Auxerre,Monaco,A,D,2022/2023,60.0,1.75,40.0,6,3,42.11,57.89,2.6,1.2,1.2,1.6,2.35,1.7,1.32,0.95,1
2023-01-11,F1,20:00,Lorient,Monaco,D,D,2022/2023,60.0,1.89,60.0,6,4,63.16,57.89,2.4,0.8,1.6,1.6,2.39,1.71,1.32,1.37,1
2023-01-28,F1,20:00,Marseille,Monaco,D,A,2022/2023,60.0,2.05,40.0,6,4,68.42,57.89,2.2,2.2,1.8,0.8,2.38,1.78,1.32,1.84,0
2023-02-05,F1,12:00,Clermont,Monaco,A,A,2022/2023,40.0,2.08,20.0,3,5,47.37,57.89,2.0,0.6,1.0,1.2,2.09,2.06,1.32,1.05,0
2023-02-19,F1,14:00,Brest,Monaco,A,A,2022/2023,60.0,1.75,60.0,3,3,52.63,57.89,2.0,1.6,1.2,1.4,2.13,1.84,1.32,1.26,1
2023-03-05,F1,12:00,Troyes,Monaco,D,H,2022/2023,60.0,1.89,40.0,6,4,42.11,57.89,1.8,0.8,1.2,1.8,2.56,1.65,1.32,1.0,1
2023-03-19,F1,12:00,Ajaccio,Monaco,A,A,2022/2023,40.0,1.82,20.0,1,4,36.84,57.89,1.8,0.4,0.8,1.6,1.89,2.2,1.32,0.53,0
2023-04-09,F1,16:05,Nantes,Monaco,D,A,2022/2023,60.0,1.95,60.0,2,10,47.37,57.89,2.0,1.0,1.0,1.6,2.34,1.72,1.32,1.05,1
2023-04-22,F1,20:00,Lens,Monaco,H,H,2022/2023,80.0,1.86,80.0,8,4,68.42,57.89,1.6,2.4,1.6,0.6,2.34,1.83,1.32,2.16,1
2023-05-07,F1,12:00,Angers,Monaco,A,A,2022/2023,80.0,1.86,40.0,3,6,73.68,57.89,1.6,0.8,1.6,1.4,2.38,1.74,1.32,1.05,1
2023-05-19,F1,20:00,Lyon,Monaco,H,D,2022/2023,80.0,2.09,80.0,11,9,57.89,57.89,1.4,2.6,1.8,1.8,2.81,1.51,1.32,1.84,1
2023-05-27,F1,20:00,Rennes,Monaco,H,D,2022/2023,80.0,1.97,60.0,6,3,68.42,57.89,1.0,2.6,2.2,0.6,2.52,1.65,1.32,2.26,0
2023-08-13,F1,14:00,Clermont,Monaco,A,A,2023/2024,100.0,1.82,100.0,7,8,41.18,70.59,4.0,2.0,2.0,4.0,2.13,1.85,1.65,0.82,1
2023-08-25,F1,20:00,Nantes,Monaco,D,H,2023/2024,100.0,1.75,100.0,3,10,47.06,70.59,3.5,2.0,2.5,2.5,2.43,1.7,1.65,1.0,1
2023-09-17,F1,12:00,Lorient,Monaco,D,D,2023/2024,100.0,1.99,66.67,3,7,64.71,70.59,3.0,2.33,2.33,1.33,2.48,1.66,1.65,1.53,1
2023-10-07,F1,20:00,Reims,Monaco,A,A,2023/2024,100.0,2.02,50.0,4,4,47.06,70.59,3.0,1.5,2.0,1.25,2.66,1.58,1.65,1.12,1
2023-10-29,F1,14:00,Lille,Monaco,H,H,2023/2024,80.0,2.1,20.0,5,6,52.94,70.59,2.4,1.4,2.0,0.4,2.47,1.65,1.65,2.0,0
2023-11-11,F1,20:00,Le Havre,Monaco,D,D,2023/2024,60.0,1.97,40.0,5,4,47.06,70.59,1.6,1.0,1.6,0.6,2.21,1.79,1.65,1.06,0
2023-11-24,F1,20:00,Paris SG,Monaco,H,H,2023/2024,60.0,2.0,100.0,11,7,82.35,70.59,1.4,3.4,2.0,1.0,3.47,1.37,1.65,2.47,1
2023-12-09,F1,16:00,Rennes,Monaco,A,D,2023/2024,60.0,2.1,60.0,5,5,70.59,70.59,1.4,1.2,1.8,1.6,2.34,1.75,1.65,2.0,1
2023-12-20,F1,20:00,Toulouse,Monaco,A,A,2023/2024,60.0,2.0,40.0,5,4,64.71,70.59,1.2,0.8,1.8,1.2,2.51,1.76,1.65,1.24,1
2024-01-27,F1,20:00,Marseille,Monaco,D,A,2023/2024,80.0,2.06,60.0,9,5,52.94,70.59,1.6,2.0,1.8,0.8,2.33,1.77,1.65,1.82,1
2024-02-11,F1,19:45,Nice,Monaco,A,D,2023/2024,100.0,2.06,40.0,5,5,35.29,70.59,2.2,1.6,2.2,0.8,1.79,2.34,1.65,1.24,1
2024-02-25,F1,12:00,Lens,Monaco,A,A,2023/2024,100.0,1.95,60.0,10,9,41.18,70.59,2.4,2.0,1.6,1.6,2.17,1.81,1.65,1.59,1
2024-03-10,F1,14:00,Strasbourg,Monaco,A,D,2023/2024,80.0,1.85,80.0,1,6,64.71,70.59,2.2,0.8,1.4,2.0,2.47,1.68,1.65,1.29,0
2024-03-30,F1,16:00,Metz,Monaco,A,A,2023/2024,80.0,1.88,60.0,7,7,52.94,70.59,2.8,1.0,1.6,2.0,2.35,1.74,1.65,1.0,1
2024-04-21,F1,16:05,Brest,Monaco,A,A,2023/2024,60.0,1.93,20.0,2,3,29.41,70.59,2.8,1.4,1.2,1.2,2.22,1.85,1.65,1.47,0
2024-04-28,F1,18:00,Lyon,Monaco,H,H,2023/2024,60.0,1.99,60.0,4,5,58.82,70.59,2.6,1.8,1.4,1.8,3.4,1.38,1.65,1.47,1
2024-05-12,F1,20:00,Montpellier,Monaco,A,D,2023/2024,40.0,2.04,40.0,3,9,47.06,70.59,2.4,1.4,1.0,2.2,3.83,1.32,1.65,1.18,0
2024-08-24,F1,16:00,Lyon,Monaco,A,D,2024/2025,0.0,2.07,0.0,1,4,64.71,70.59,2.0,0.0,0.0,2.0,2.69,1.54,1.47,2.18,0
2024-09-14,F1,18:00,Auxerre,Monaco,A,A,2024/2025,50.0,1.93,100.0,3,9,58.82,70.59,2.5,1.0,0.0,2.0,2.75,1.61,1.47,1.41,1
2024-10-05,F1,20:00,Rennes,Monaco,A,A,2024/2025,66.67,2.03,75.0,3,2,47.06,70.59,2.33,2.0,0.33,0.75,2.2,1.83,1.47,1.47,1
2024-10-27,F1,16:00,Nice,Monaco,H,D,2024/2025,75.0,1.95,50.0,9,5,52.94,70.59,2.0,3.0,0.75,0.75,2.12,1.84,1.47,2.24,1
2024-11-09,F1,16:00,Strasbourg,Monaco,A,H,2024/2025,80.0,1.95,60.0,2,8,70.59,70.59,2.2,1.6,0.8,1.4,2.38,1.71,1.47,1.94,1
2024-12-01,F1,19:45,Marseille,Monaco,H,A,2024/2025,100.0,1.92,60.0,4,4,64.71,70.59,2.0,1.2,1.2,1.6,2.44,1.75,1.47,2.41,1
2024-12-14,F1,20:00,Reims,Monaco,D,D,2024/2025,80.0,2.0,40.0,0,3,35.29,70.59,1.4,1.2,1.2,1.4,2.28,1.99,1.47,1.0,0
2025-01-10,F1,18:00,Nantes,Monaco,D,H,2024/2025,80.0,1.73,40.0,4,7,35.29,70.59,1.4,1.0,1.4,1.4,1.98,2.19,1.47,1.12,1
2025-01-17,F1,18:00,Montpellier,Monaco,H,A,2024/2025,80.0,1.9,100.0,4,11,70.59,70.59,1.4,2.0,1.4,1.8,2.75,1.51,1.47,1.0,1
2025-02-07,F1,20:05,Paris SG,Monaco,H,D,2024/2025,80.0,1.88,60.0,7,3,76.47,70.59,1.0,2.2,2.0,1.0,3.95,1.32,1.47,2.65,1
2025-02-22,F1,16:00,Lille,Monaco,H,H,2024/2025,80.0,2.08,80.0,6,3,58.82,70.59,1.0,2.0,2.0,1.2,2.32,1.73,1.47,1.82,1
2025-03-07,F1,19:45,Toulouse,Monaco,D,A,2024/2025,80.0,1.95,40.0,3,3,47.06,70.59,1.2,0.8,2.2,1.4,2.29,1.82,1.47,1.18,0
2025-03-15,F1,18:00,Angers,Monaco,A,D,2024/2025,60.0,1.85,20.0,2,5,47.06,70.59,1.2,0.6,1.8,1.8,2.77,1.54,1.47,1.06,0
2025-04-05,F1,18:00,Brest,Monaco,H,H,2024/2025,60.0,1.88,60.0,4,3,52.94,70.59,1.2,1.6,1.8,1.6,2.55,1.61,1.47,1.82,1
2025-04-26,F1,18:00,Le Havre,Monaco,D,H,2024/2025,40.0,1.85,60.0,3,7,70.59,70.59,1.2,1.4,1.2,2.6,2.63,1.53,1.47,0.88,0
2025-05-03,F1,20:05,St Etienne,Monaco,A,A,2024/2025,40.0,1.99,100.0,1,6,52.94,70.59,1.6,1.6,1.0,3.2,3.65,1.35,1.47,1.41,1
2025-05-17,F1,20:00,Lens,Monaco,H,H,2024/2025,60.0,2.0,40.0,5,4,35.29,70.59,1.4,1.2,1.6,1.2,3.0,1.45,1.47,1.12,1
2022-08-13,F1,20:00,Paris SG,Montpellier,H,H,2022/2023,100.0,1.93,100.0,10,4,63.16,57.89,2.0,5.0,5.0,2.0,6.5,1.2,1.74,2.37,1
2022-08-28,F1,14:00,Brest,Montpellier,A,A,2022/2023,100.0,1.95,50.0,0,8,52.63,57.89,4.5,0.5,2.5,4.0,2.1,1.9,1.74,1.26,1
2022-09-11,F1,14:00,Angers,Montpellier,H,D,2022/2023,100.0,1.81,75.0,5,2,73.68,57.89,3.33,1.25,2.33,2.0,2.24,1.81,1.74,1.05,1
2022-10-02,F1,14:00,Toulouse,Montpellier,H,H,2022/2023,100.0,1.96,60.0,6,6,47.37,57.89,3.0,1.6,2.75,1.6,2.34,1.75,1.74,1.42,1
2022-10-15,F1,20:00,Lens,Montpellier,H,D,2022/2023,80.0,1.98,40.0,5,1,68.42,57.89,2.4,2.0,2.4,0.6,2.34,1.71,1.74,2.16,0
2022-10-30,F1,14:00,Rennes,Montpellier,H,H,2022/2023,80.0,2.02,100.0,3,3,68.42,57.89,2.0,3.4,2.0,0.6,2.79,1.53,1.74,2.26,1
2022-11-06,F1,14:00,Clermont,Montpellier,D,A,2022/2023,60.0,2.15,60.0,7,3,47.37,57.89,0.8,1.4,2.2,1.6,2.04,1.99,1.74,1.05,0
2022-12-29,F1,16:00,Lorient,Montpellier,A,A,2022/2023,40.0,1.88,60.0,4,6,63.16,57.89,1.0,0.8,1.8,1.4,2.23,1.79,1.74,1.37,0
2023-01-11,F1,20:00,Nice,Montpellier,H,H,2022/2023,40.0,1.87,40.0,10,2,36.84,57.89,0.8,2.2,2.2,0.8,2.03,2.04,1.74,1.26,1
2023-01-29,F1,14:00,Auxerre,Montpellier,A,D,2022/2023,40.0,2.07,40.0,5,3,42.11,57.89,1.2,0.8,2.0,2.2,1.93,2.09,1.74,0.95,0
2023-02-05,F1,14:00,Strasbourg,Montpellier,H,H,2022/2023,20.0,2.14,60.0,2,0,52.63,57.89,1.2,1.6,1.8,1.6,1.9,2.11,1.74,1.32,0
2023-02-19,F1,14:00,Troyes,Montpellier,A,D,2022/2023,20.0,1.92,20.0,2,7,42.11,57.89,1.2,0.4,1.6,1.4,2.03,2.12,1.74,1.0,0
2023-03-12,F1,14:00,Ajaccio,Montpellier,A,D,2022/2023,20.0,1.83,20.0,1,4,36.84,57.89,1.0,0.4,1.6,1.4,1.52,2.82,1.74,0.53,0
2023-03-31,F1,20:00,Marseille,Montpellier,D,D,2022/2023,0.0,1.96,60.0,2,3,68.42,57.89,1.0,1.0,0.6,2.0,2.26,1.75,1.74,1.84,0
2023-04-16,F1,12:00,Lille,Montpellier,H,A,2022/2023,20.0,1.86,80.0,7,1,68.42,57.89,0.8,2.4,1.0,1.2,2.4,1.74,1.74,2.11,1
2023-04-30,F1,12:00,Monaco,Montpellier,A,A,2022/2023,40.0,1.97,80.0,4,9,68.42,57.89,1.6,1.4,0.6,2.4,2.65,1.61,1.74,1.95,1
