Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,HST,AST,AvgLast5HomeGoalsScored,AwayOver2.5Perc,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,AvgLast5AwayGoalsScored,AvgLast5HomeGoalsConceded,MaxC>2.5,AS,AvgAwayGoalsScored,Over2.5
2024-10-26,I1,19:45,Atalanta,Verona,H,H,2024/2025,75.0,100.0,10,2,4.0,36.84,52.63,2.75,1.5,1.75,1.59,4,1.0,1
2024-10-29,I1,17:30,Lecce,Verona,H,D,2024/2025,60.0,60.0,6,1,0.8,36.84,42.11,2.4,1.2,2.4,2.34,7,1.0,0
2024-11-10,I1,14:00,Fiorentina,Verona,H,D,2024/2025,80.0,100.0,6,2,2.8,36.84,63.16,3.0,1.0,1.2,1.89,8,1.0,1
2024-11-29,I1,19:45,Cagliari,Verona,H,D,2024/2025,60.0,40.0,6,2,1.4,36.84,57.89,2.8,0.8,1.8,1.92,11,1.0,0
2024-12-15,I1,14:00,Parma,Verona,A,D,2024/2025,60.0,60.0,8,6,1.4,36.84,52.63,2.6,1.0,1.8,1.88,17,1.0,1
2024-12-30,I1,19:45,Bologna,Verona,A,A,2024/2025,60.0,40.0,7,4,1.4,36.84,47.37,1.8,1.4,0.6,2.03,8,1.0,1
2025-01-12,I1,19:45,Napoli,Verona,H,H,2024/2025,60.0,20.0,3,2,0.8,36.84,47.37,2.0,1.4,0.8,1.83,6,1.0,0
2025-01-27,I1,17:30,Venezia,Verona,D,H,2024/2025,40.0,40.0,1,5,1.2,36.84,31.58,1.6,1.4,1.2,1.94,21,1.0,0
2025-02-01,I1,14:00,Monza,Verona,A,A,2024/2025,40.0,80.0,2,4,1.0,36.84,47.37,1.4,1.6,1.6,2.28,12,1.0,0
2025-02-15,I1,19:45,Milan,Verona,H,D,2024/2025,20.0,20.0,3,2,1.4,36.84,47.37,1.2,1.0,1.0,1.66,7,1.0,0
2025-03-03,I1,19:45,Juventus,Verona,H,D,2024/2025,0.0,40.0,9,2,2.2,36.84,42.11,1.2,0.4,0.6,1.99,5,1.0,0
2025-03-15,I1,14:00,Udinese,Verona,A,D,2024/2025,0.0,60.0,3,2,1.6,36.84,52.63,0.8,0.6,1.0,2.37,7,1.0,0
2025-04-06,I1,14:00,Torino,Verona,D,D,2024/2025,0.0,20.0,3,1,1.4,36.84,15.79,0.8,0.6,0.6,2.73,13,1.0,0
2025-04-19,I1,19:45,Roma,Verona,H,H,2024/2025,0.0,40.0,3,2,1.8,36.84,52.63,1.0,0.4,0.4,2.14,8,1.0,0
2025-05-03,I1,19:45,Inter,Verona,H,H,2024/2025,0.0,60.0,2,1,1.8,36.84,63.16,1.0,0.4,1.0,1.99,6,1.0,0
2025-05-25,I1,19:45,Empoli,Verona,A,D,2024/2025,20.0,60.0,5,2,1.0,36.84,36.84,0.8,0.8,1.2,3.24,5,1.0,1
