Date,Div,Time,HomeTeam,AwayTeam,FTR,Season,Last5HomeOver2.5Perc,Last5AwayOver2.5Count,Last5AwayOver2.5Perc,Last5HomeOver2.5Count,AvgLast5HomeGoalsScored,AwayOver2.5Perc,HomeOver2.5Perc,AvgLast5AwayGoalsScored,AvgLast5AwayGoalsConceded,AvgLast5HomeGoalsConceded,MaxC>2.5,B365CAHH,AvgHomeGoalsScored,AvgAwayGoalsScored,AvgAHH,Over2.5
2022-11-09,D1,19:30,RB Leipzig,Freiburg,H,2022/2023,80.0,3.0,60.0,4.0,3.0,58.82,76.47,1.0,2.0,0.6,1.95,1.97,2.24,1.35,1.97,1
2023-01-21,D1,14:30,Wolfsburg,Freiburg,H,2022/2023,80.0,4.0,80.0,4.0,3.4,58.82,76.47,1.0,3.2,0.8,2.07,1.91,2.0,1.35,1.84,1
2023-02-04,D1,14:30,Dortmund,Freiburg,H,2022/2023,100.0,4.0,80.0,5.0,3.8,58.82,82.35,0.8,3.8,1.2,1.66,1.91,3.24,1.35,1.86,1
2023-02-18,D1,14:30,Bochum,Freiburg,A,2022/2023,80.0,3.0,60.0,4.0,2.4,58.82,64.71,1.2,2.8,1.4,2.05,2.05,1.65,1.35,1.87,0
2023-03-04,D1,14:30,M'gladbach,Freiburg,D,2022/2023,60.0,3.0,60.0,3.0,1.8,58.82,52.94,0.8,2.8,1.4,1.82,1.98,1.94,1.35,1.82,0
2023-03-19,D1,18:30,Mainz,Freiburg,D,2022/2023,60.0,2.0,40.0,3.0,2.8,58.82,64.71,0.8,2.4,0.8,2.23,2.06,1.82,1.35,1.86,0
2023-04-16,D1,14:30,Werder Bremen,Freiburg,A,2022/2023,80.0,2.0,40.0,4.0,1.4,58.82,70.59,1.2,1.4,1.8,2.31,1.96,1.53,1.35,1.97,1
2023-04-29,D1,14:30,FC Koln,Freiburg,A,2022/2023,0.0,1.0,20.0,0.0,0.2,58.82,47.06,1.2,0.4,1.2,2.17,2.08,1.65,1.35,2.07,0
2023-05-13,D1,14:30,Union Berlin,Freiburg,H,2022/2023,40.0,2.0,40.0,2.0,2.0,58.82,47.06,1.2,1.2,0.6,2.67,1.75,1.76,1.35,1.84,1
2023-05-27,D1,14:30,Ein Frankfurt,Freiburg,H,2022/2023,40.0,3.0,60.0,2.0,1.6,58.82,52.94,1.4,1.6,0.8,1.62,1.68,2.06,1.35,2.07,1
2023-08-19,D1,14:30,Hoffenheim,Freiburg,A,2023/2024,100.0,1.0,100.0,1.0,1.0,70.59,70.59,2.0,1.0,2.0,1.7,1.91,1.82,1.0,2.03,1
2023-09-02,D1,14:30,Stuttgart,Freiburg,H,2023/2024,100.0,2.0,100.0,2.0,5.0,70.59,76.47,1.0,3.0,0.0,1.87,2.04,2.94,1.0,1.89,1
2023-09-24,D1,16:30,Ein Frankfurt,Freiburg,D,2023/2024,0.0,2.0,66.67,0.0,0.67,70.59,52.94,0.67,2.0,0.33,2.07,1.91,1.71,1.0,1.8,0
2023-10-08,D1,16:30,Bayern Munich,Freiburg,H,2023/2024,100.0,3.0,75.0,4.0,3.75,70.59,70.59,0.5,2.25,0.75,1.27,1.75,3.12,1.0,1.91,1
2023-10-29,D1,16:30,Leverkusen,Freiburg,H,2023/2024,100.0,4.0,80.0,5.0,3.4,70.59,82.35,0.6,2.2,1.0,1.53,1.86,2.76,1.0,1.8,1
2023-11-12,D1,18:30,RB Leipzig,Freiburg,H,2023/2024,80.0,4.0,80.0,4.0,2.8,70.59,58.82,0.4,2.6,0.6,1.59,1.99,2.35,1.0,1.94,1
2023-12-03,D1,14:30,Mainz,Freiburg,A,2023/2024,60.0,3.0,60.0,3.0,0.8,70.59,35.29,0.6,1.6,2.0,2.0,1.94,1.35,1.0,1.97,0
2023-12-09,D1,14:30,Wolfsburg,Freiburg,A,2023/2024,60.0,3.0,60.0,3.0,1.4,70.59,64.71,0.8,1.6,1.2,1.94,1.92,1.47,1.0,1.96,0
2023-12-20,D1,19:30,Heidenheim,Freiburg,H,2023/2024,60.0,3.0,60.0,3.0,2.0,70.59,58.82,1.2,1.6,1.8,2.13,1.93,1.76,1.0,1.78,1
2024-01-27,D1,14:30,Werder Bremen,Freiburg,H,2023/2024,60.0,3.0,60.0,3.0,1.6,70.59,70.59,1.2,1.8,1.4,1.92,2.06,1.71,1.0,1.79,1
2024-02-09,D1,19:30,Dortmund,Freiburg,H,2023/2024,80.0,3.0,60.0,4.0,2.6,70.59,64.71,1.0,1.8,1.4,1.46,2.04,2.18,1.0,1.93,1
2024-02-25,D1,18:30,Augsburg,Freiburg,H,2023/2024,60.0,4.0,80.0,3.0,1.4,70.59,58.82,1.0,2.2,1.6,1.79,2.06,1.53,1.0,1.95,1
2024-03-10,D1,14:30,Bochum,Freiburg,A,2023/2024,60.0,5.0,100.0,3.0,1.4,70.59,58.82,1.2,2.4,1.8,2.06,1.87,1.53,1.0,1.95,1
2024-03-30,D1,14:30,M'gladbach,Freiburg,A,2023/2024,80.0,5.0,100.0,4.0,1.8,70.59,76.47,1.4,1.8,2.0,1.77,1.86,1.59,1.0,1.92,1
2024-04-14,D1,14:30,Darmstadt,Freiburg,A,2023/2024,60.0,4.0,80.0,3.0,0.6,70.59,64.71,1.4,1.2,3.2,1.72,1.95,0.88,1.0,2.01,0
2024-05-04,D1,17:30,FC Koln,Freiburg,D,2023/2024,40.0,3.0,60.0,2.0,0.6,70.59,41.18,1.4,0.6,2.0,1.78,1.88,0.88,1.0,2.03,0
2024-05-18,D1,14:30,Union Berlin,Freiburg,H,2023/2024,80.0,3.0,60.0,4.0,1.6,70.59,58.82,1.4,0.6,2.4,1.79,1.91,1.29,1.0,1.82,1
2024-09-01,D1,16:30,Bayern Munich,Freiburg,H,2024/2025,0.0,0.0,0.0,0.0,2.0,52.94,82.35,0.0,2.0,0.0,1.29,1.9,3.12,1.0,2.07,0
2024-09-21,D1,14:30,Heidenheim,Freiburg,A,2024/2025,100.0,1.0,50.0,2.0,2.0,52.94,58.82,1.5,1.0,1.5,1.85,1.97,0.76,1.0,1.99,1
2024-10-05,D1,14:30,Werder Bremen,Freiburg,A,2024/2025,33.33,1.0,33.33,1.0,0.0,52.94,52.94,1.33,0.67,2.0,1.79,1.99,1.24,1.0,1.95,0
2024-10-26,D1,14:30,RB Leipzig,Freiburg,H,2024/2025,50.0,2.0,50.0,2.0,2.0,52.94,64.71,1.25,1.25,0.25,1.72,2.08,1.94,1.0,1.9,1
2024-11-08,D1,19:30,Union Berlin,Freiburg,D,2024/2025,40.0,2.0,40.0,2.0,1.2,52.94,47.06,1.0,1.0,0.6,2.44,2.07,1.06,1.0,2.11,0
2024-11-23,D1,14:30,Dortmund,Freiburg,H,2024/2025,100.0,3.0,60.0,5.0,3.2,52.94,76.47,1.0,1.4,1.2,1.77,2.06,2.59,1.0,1.84,1
2024-12-08,D1,16:30,Hoffenheim,Freiburg,D,2024/2025,60.0,2.0,40.0,3.0,2.2,52.94,58.82,0.6,1.6,2.2,2.02,2.1,1.47,1.0,1.99,0
2024-12-21,D1,17:30,Leverkusen,Freiburg,H,2024/2025,80.0,3.0,60.0,4.0,2.8,52.94,64.71,0.6,2.6,1.0,1.67,1.86,2.12,1.0,1.81,1
2025-01-14,D1,19:30,Ein Frankfurt,Freiburg,H,2024/2025,80.0,3.0,60.0,4.0,3.0,52.94,70.59,0.6,2.8,1.6,1.56,1.86,2.41,1.0,1.88,1
2025-01-18,D1,14:30,Stuttgart,Freiburg,H,2024/2025,60.0,4.0,80.0,3.0,2.2,52.94,76.47,0.6,3.6,0.8,1.65,2.01,2.06,1.0,2.07,1
2025-02-01,D1,14:30,Bochum,Freiburg,A,2024/2025,20.0,3.0,60.0,1.0,1.2,52.94,47.06,0.8,2.8,1.0,2.0,1.95,0.94,1.0,2.05,0
2025-02-15,D1,14:30,St Pauli,Freiburg,A,2024/2025,20.0,3.0,60.0,1.0,0.8,52.94,17.65,0.8,2.6,1.0,2.35,2.1,0.59,1.0,1.82,0
2025-03-02,D1,16:30,Augsburg,Freiburg,D,2024/2025,20.0,2.0,40.0,1.0,0.4,52.94,52.94,0.6,1.6,0.8,2.4,2.13,1.06,1.0,1.86,0
2025-03-15,D1,14:30,Mainz,Freiburg,D,2024/2025,20.0,2.0,40.0,1.0,1.6,52.94,35.29,0.8,1.2,0.4,2.08,1.87,1.41,1.0,2.0,1
2025-04-12,D1,14:30,M'gladbach,Freiburg,A,2024/2025,60.0,2.0,40.0,3.0,0.8,52.94,58.82,1.2,0.6,1.8,1.58,2.02,1.71,1.0,1.88,1
2025-04-26,D1,14:30,Wolfsburg,Freiburg,A,2024/2025,20.0,2.0,40.0,1.0,0.8,52.94,58.82,1.2,0.6,1.4,1.65,2.05,1.59,1.0,2.04,0
2025-05-10,D1,14:30,Holstein Kiel,Freiburg,A,2024/2025,100.0,3.0,60.0,5.0,1.6,52.94,70.59,1.4,0.8,2.4,1.65,1.86,1.41,1.0,2.0,1
2023-08-19,D1,14:30,Wolfsburg,Heidenheim,H,2023/2024,0.0,0.0,0.0,0.0,2.0,47.06,64.71,0.0,2.0,0.0,1.67,2.13,1.47,1.18,2.01,0
2023-09-01,D1,19:30,Dortmund,Heidenheim,D,2023/2024,50.0,1.0,50.0,1.0,1.5,47.06,64.71,1.0,2.0,1.0,1.32,1.89,2.18,1.18,1.85,1
2023-09-24,D1,14:30,Leverkusen,Heidenheim,H,2023/2024,100.0,2.0,66.67,3.0,4.0,47.06,82.35,1.0,2.67,1.33,1.37,1.93,2.76,1.18,1.99,1
2023-10-08,D1,18:30,Ein Frankfurt,Heidenheim,H,2023/2024,0.0,2.0,50.0,0.0,1.0,47.06,52.94,0.75,2.5,0.25,1.83,2.07,1.71,1.18,1.9,0
2023-10-28,D1,14:30,M'gladbach,Heidenheim,H,2023/2024,80.0,3.0,60.0,4.0,1.0,47.06,76.47,0.8,2.4,1.8,1.52,1.87,1.59,1.18,1.98,1
2023-11-11,D1,14:30,Bayern Munich,Heidenheim,H,2023/2024,100.0,4.0,80.0,5.0,4.8,47.06,70.59,1.2,2.8,0.8,1.22,2.03,3.12,1.18,1.84,1
2023-12-02,D1,14:30,RB Leipzig,Heidenheim,H,2023/2024,80.0,4.0,80.0,4.0,2.6,47.06,58.82,1.0,2.8,0.8,1.39,1.97,2.35,1.18,1.83,1
2023-12-16,D1,14:30,Mainz,Heidenheim,A,2023/2024,40.0,3.0,60.0,2.0,0.6,47.06,35.29,1.0,2.0,1.6,1.71,1.91,1.35,1.18,1.84,0
2024-01-13,D1,14:30,FC Koln,Heidenheim,D,2023/2024,20.0,3.0,60.0,1.0,1.0,47.06,41.18,1.2,1.8,0.8,1.82,2.01,0.88,1.18,1.8,0
2024-01-27,D1,14:30,Hoffenheim,Heidenheim,D,2023/2024,60.0,2.0,40.0,3.0,2.0,47.06,70.59,1.2,1.6,1.8,1.54,1.92,1.82,1.18,1.85,0
2024-02-10,D1,14:30,Werder Bremen,Heidenheim,A,2023/2024,60.0,2.0,40.0,3.0,1.4,47.06,70.59,1.2,1.0,1.4,1.9,1.85,1.71,1.18,1.85,1
2024-02-24,D1,14:30,Union Berlin,Heidenheim,D,2023/2024,40.0,2.0,40.0,2.0,1.8,47.06,58.82,1.4,1.0,0.6,2.12,1.86,1.29,1.18,2.01,1
2024-03-09,D1,14:30,Augsburg,Heidenheim,H,2023/2024,60.0,2.0,40.0,3.0,1.4,47.06,58.82,1.2,1.2,1.4,1.58,1.84,1.53,1.18,1.88,0
2024-03-31,D1,16:30,Stuttgart,Heidenheim,D,2023/2024,60.0,3.0,60.0,3.0,2.8,47.06,76.47,1.6,1.6,1.4,1.42,1.78,2.94,1.18,1.91,1
2024-04-13,D1,14:30,Bochum,Heidenheim,D,2023/2024,80.0,3.0,60.0,4.0,1.6,47.06,58.82,1.6,1.6,2.2,1.79,1.73,1.53,1.18,1.82,0
2024-04-28,D1,18:30,Darmstadt,Heidenheim,A,2023/2024,60.0,2.0,40.0,3.0,0.6,47.06,64.71,1.4,1.4,3.0,1.71,2.0,0.88,1.18,2.01,0
2024-05-11,D1,14:30,Freiburg,Heidenheim,D,2023/2024,60.0,1.0,20.0,3.0,1.2,47.06,58.82,1.2,1.2,2.2,1.72,2.0,1.65,1.18,1.89,0
2024-08-25,D1,16:30,St Pauli,Heidenheim,A,2024/2025,0.0,0.0,0.0,0.0,0.0,52.94,17.65,2.0,0.0,2.0,2.05,2.02,0.59,1.41,1.82,0
2024-09-13,D1,19:30,Dortmund,Heidenheim,H,2024/2025,50.0,1.0,50.0,1.0,3.0,52.94,76.47,2.0,2.0,1.0,1.53,1.95,2.59,1.41,2.06,1
2024-09-28,D1,14:30,Mainz,Heidenheim,A,2024/2025,33.33,1.0,33.33,1.0,0.67,52.94,35.29,2.0,1.33,1.67,1.88,1.87,1.41,1.41,2.06,0
2024-10-19,D1,14:30,M'gladbach,Heidenheim,H,2024/2025,75.0,2.0,50.0,3.0,1.75,52.94,58.82,2.0,1.75,2.0,1.65,1.93,1.71,1.41,1.85,1
2024-11-02,D1,14:30,Holstein Kiel,Heidenheim,H,2024/2025,40.0,2.0,40.0,2.0,0.8,52.94,70.59,1.6,1.6,2.8,1.95,1.73,1.41,1.41,2.04,0
2024-11-23,D1,14:30,Leverkusen,Heidenheim,H,2024/2025,80.0,3.0,60.0,4.0,2.6,52.94,64.71,1.6,2.6,1.6,1.48,2.09,2.12,1.41,1.9,1
2024-12-07,D1,14:30,Bayern Munich,Heidenheim,H,2024/2025,80.0,3.0,60.0,4.0,3.0,52.94,82.35,1.6,2.6,0.6,1.31,2.05,3.12,1.41,1.83,1
2024-12-22,D1,14:30,Bochum,Heidenheim,H,2024/2025,40.0,3.0,60.0,2.0,0.8,52.94,47.06,1.2,3.0,2.0,1.85,1.73,0.94,1.41,1.98,0
2025-01-15,D1,19:30,Werder Bremen,Heidenheim,D,2024/2025,100.0,3.0,60.0,5.0,2.6,52.94,52.94,1.4,3.0,1.8,1.65,1.99,1.24,1.41,2.03,1
2025-01-25,D1,14:30,Augsburg,Heidenheim,H,2024/2025,20.0,4.0,80.0,1.0,0.6,52.94,52.94,1.6,3.2,0.8,1.93,2.03,1.06,1.41,1.9,1
2025-02-08,D1,14:30,Freiburg,Heidenheim,H,2024/2025,80.0,3.0,60.0,4.0,2.2,52.94,82.35,1.2,2.4,1.4,1.85,1.93,1.88,1.41,1.91,0
2025-02-23,D1,14:30,RB Leipzig,Heidenheim,D,2024/2025,80.0,3.0,60.0,4.0,2.4,52.94,64.71,1.2,2.0,1.4,1.52,1.93,1.94,1.41,1.96,1
2025-03-09,D1,16:30,Hoffenheim,Heidenheim,D,2024/2025,40.0,3.0,60.0,2.0,0.8,52.94,58.82,1.4,1.8,1.8,1.77,1.95,1.47,1.41,1.97,0
2025-03-29,D1,14:30,Wolfsburg,Heidenheim,A,2024/2025,20.0,2.0,40.0,1.0,0.8,52.94,58.82,1.0,1.2,1.0,1.77,1.93,1.59,1.41,1.82,0
2025-04-13,D1,16:30,Ein Frankfurt,Heidenheim,H,2024/2025,80.0,2.0,40.0,4.0,1.8,52.94,70.59,0.8,1.4,1.4,1.68,1.99,2.41,1.41,1.9,1
2025-04-25,D1,19:30,Stuttgart,Heidenheim,A,2024/2025,80.0,2.0,40.0,4.0,1.2,52.94,76.47,1.0,1.2,2.4,1.5,2.02,2.06,1.41,2.01,0
2025-05-10,D1,14:30,Union Berlin,Heidenheim,A,2024/2025,60.0,2.0,40.0,3.0,1.6,52.94,47.06,1.2,0.8,2.0,1.84,2.07,1.06,1.41,1.88,1
2022-08-06,D1,14:30,Union Berlin,Hertha,H,2022/2023,100.0,1.0,100.0,1.0,3.0,64.71,47.06,1.0,3.0,1.0,2.0,1.9,1.76,1.06,1.99,1
2022-08-19,D1,19:30,M'gladbach,Hertha,H,2022/2023,50.0,1.0,50.0,1.0,2.0,64.71,52.94,0.5,2.0,0.5,1.51,2.05,1.94,1.06,1.82,0
2022-09-04,D1,14:30,Augsburg,Hertha,A,2022/2023,66.67,1.0,33.33,2.0,0.33,64.71,41.18,1.0,1.33,2.67,1.82,1.9,0.94,1.06,1.82,0
2022-09-16,D1,19:30,Mainz,Hertha,D,2022/2023,33.33,1.0,25.0,1.0,0.33,64.71,64.71,1.0,1.25,1.33,1.92,2.02,1.82,1.06,1.96,0
2022-10-15,D1,17:30,RB Leipzig,Hertha,H,2022/2023,80.0,2.0,40.0,4.0,2.8,64.71,76.47,1.2,1.6,0.8,1.6,2.02,2.24,1.06,1.86,1
2022-10-28,D1,19:30,Werder Bremen,Hertha,H,2022/2023,40.0,1.0,20.0,2.0,1.8,64.71,70.59,1.0,1.2,1.6,1.63,1.81,1.53,1.06,2.05,0
2022-11-08,D1,19:30,Stuttgart,Hertha,H,2022/2023,80.0,2.0,40.0,4.0,1.8,64.71,47.06,1.2,1.4,1.4,1.78,1.77,1.35,1.06,1.96,1
2023-01-21,D1,14:30,Bochum,Hertha,H,2022/2023,80.0,3.0,60.0,4.0,2.2,64.71,64.71,1.0,2.0,0.8,2.05,2.04,1.65,1.06,2.05,1
2023-02-04,D1,14:30,Ein Frankfurt,Hertha,H,2022/2023,100.0,4.0,80.0,5.0,3.2,64.71,52.94,0.8,2.4,1.0,1.77,1.95,2.06,1.06,2.04,1
2023-02-19,D1,16:30,Dortmund,Hertha,H,2022/2023,100.0,4.0,80.0,5.0,4.2,64.71,82.35,0.6,2.6,1.0,1.53,1.77,3.24,1.06,1.9,1
2023-03-05,D1,14:30,Leverkusen,Hertha,H,2022/2023,40.0,5.0,100.0,2.0,2.0,64.71,70.59,0.8,3.2,1.2,1.81,1.83,2.06,1.06,1.91,1
2023-03-18,D1,14:30,Hoffenheim,Hertha,H,2022/2023,80.0,5.0,100.0,4.0,1.4,64.71,70.59,0.8,3.4,2.2,1.87,1.97,1.65,1.06,2.09,1
2023-04-01,D1,14:30,Freiburg,Hertha,D,2022/2023,60.0,4.0,80.0,3.0,1.8,64.71,41.18,0.8,3.0,1.0,2.38,1.9,1.65,1.06,1.84,0
2023-04-14,D1,19:30,Schalke 04,Hertha,H,2022/2023,80.0,4.0,80.0,4.0,1.8,64.71,70.59,1.2,3.4,1.6,2.24,2.05,1.35,1.06,2.0,1
2023-04-30,D1,14:30,Bayern Munich,Hertha,H,2022/2023,60.0,3.0,60.0,3.0,3.0,64.71,64.71,1.0,3.0,1.2,1.23,1.77,3.12,1.06,1.89,0
2023-05-12,D1,19:30,FC Koln,Hertha,H,2022/2023,20.0,3.0,60.0,1.0,1.2,64.71,47.06,1.2,3.2,1.2,1.81,1.91,1.65,1.06,1.89,1
2023-05-27,D1,14:30,Wolfsburg,Hertha,A,2022/2023,80.0,3.0,60.0,4.0,1.6,64.71,76.47,1.4,2.8,1.0,1.39,1.7,2.0,1.06,1.89,1
2022-08-06,D1,14:30,M'gladbach,Hoffenheim,H,2022/2023,100.0,1.0,100.0,1.0,3.0,52.94,52.94,1.0,3.0,1.0,1.47,2.06,1.94,1.18,1.89,1
2022-08-20,D1,14:30,Leverkusen,Hoffenheim,A,2022/2023,100.0,2.0,100.0,2.0,0.5,52.94,70.59,2.0,1.5,2.5,1.42,1.93,2.06,1.18,1.85,1
2022-09-02,D1,19:30,Dortmund,Hoffenheim,H,2022/2023,33.33,2.0,66.67,1.0,1.33,52.94,82.35,1.33,1.33,1.0,1.51,1.95,3.24,1.18,2.05,0
2022-10-02,D1,14:30,Hertha,Hoffenheim,D,2022/2023,25.0,2.0,50.0,1.0,1.0,52.94,47.06,1.25,1.25,1.25,1.72,1.82,1.41,1.18,1.8,0
2022-10-14,D1,19:30,Schalke 04,Hoffenheim,A,2022/2023,100.0,3.0,60.0,5.0,1.6,52.94,70.59,1.6,1.0,3.0,1.74,1.82,1.35,1.18,1.87,1
2022-10-30,D1,18:30,FC Koln,Hoffenheim,D,2022/2023,40.0,2.0,40.0,2.0,1.4,52.94,47.06,1.6,0.6,1.2,1.65,1.98,1.65,1.18,1.8,0
2022-11-09,D1,19:30,Ein Frankfurt,Hoffenheim,H,2022/2023,60.0,2.0,40.0,3.0,2.4,52.94,52.94,1.4,1.4,1.2,1.6,2.02,2.06,1.18,1.93,1
2023-01-21,D1,14:30,Union Berlin,Hoffenheim,H,2022/2023,60.0,3.0,60.0,3.0,2.2,52.94,47.06,1.6,1.8,0.8,2.38,1.92,1.76,1.18,1.92,1
2023-02-04,D1,14:30,Bochum,Hoffenheim,H,2022/2023,100.0,4.0,80.0,5.0,3.0,52.94,64.71,1.8,2.6,1.0,1.95,2.06,1.65,1.18,2.03,1
2023-02-17,D1,19:30,Augsburg,Hoffenheim,H,2022/2023,20.0,3.0,60.0,1.0,0.8,52.94,41.18,1.2,2.8,0.6,1.76,1.93,0.94,1.18,1.97,0
2023-03-04,D1,14:30,Mainz,Hoffenheim,H,2022/2023,80.0,3.0,60.0,4.0,2.8,52.94,64.71,1.0,2.8,1.0,1.8,1.95,1.82,1.18,1.92,0
2023-03-12,D1,14:30,Freiburg,Hoffenheim,H,2022/2023,60.0,3.0,60.0,3.0,1.8,52.94,41.18,0.8,2.4,1.0,1.91,1.86,1.65,1.18,1.94,1
2023-04-02,D1,16:30,Werder Bremen,Hoffenheim,A,2022/2023,80.0,3.0,60.0,4.0,1.6,52.94,70.59,1.0,2.0,1.6,1.71,1.89,1.53,1.18,2.01,1
2023-04-15,D1,14:30,Bayern Munich,Hoffenheim,D,2022/2023,80.0,2.0,40.0,4.0,3.2,52.94,64.71,0.8,1.2,1.2,1.28,2.05,3.12,1.18,1.83,0
2023-04-29,D1,14:30,RB Leipzig,Hoffenheim,H,2022/2023,80.0,2.0,40.0,4.0,1.8,52.94,76.47,0.8,1.2,1.2,1.55,2.07,2.24,1.18,1.89,0
2023-05-13,D1,14:30,Wolfsburg,Hoffenheim,H,2022/2023,60.0,3.0,60.0,3.0,1.6,52.94,76.47,1.0,1.4,0.8,1.5,1.98,2.0,1.18,1.92,1
2023-05-27,D1,14:30,Stuttgart,Hoffenheim,D,2022/2023,40.0,2.0,40.0,2.0,1.4,52.94,47.06,1.0,1.2,1.4,1.49,1.86,1.35,1.18,1.94,0
2023-08-26,D1,14:30,Heidenheim,Hoffenheim,A,2023/2024,100.0,1.0,100.0,1.0,2.0,88.24,58.82,3.0,2.0,3.0,1.63,1.94,1.76,2.06,1.86,1
2023-09-16,D1,14:30,FC Koln,Hoffenheim,A,2023/2024,100.0,2.0,100.0,2.0,1.0,88.24,41.18,3.0,1.5,2.5,1.63,1.95,0.88,2.06,1.93,1
2023-09-23,D1,14:30,Union Berlin,Hoffenheim,A,2023/2024,66.67,2.0,66.67,2.0,1.33,88.24,58.82,2.67,1.0,2.0,1.88,1.86,1.29,2.06,1.83,0
2023-10-07,D1,17:30,Werder Bremen,Hoffenheim,A,2023/2024,100.0,3.0,75.0,4.0,2.0,88.24,70.59,2.75,1.25,2.0,1.56,1.99,1.71,2.06,1.78,1
2023-10-28,D1,14:30,Stuttgart,Hoffenheim,A,2023/2024,100.0,4.0,80.0,5.0,3.6,88.24,76.47,2.8,1.4,1.0,1.6,1.83,2.94,2.06,1.85,1
2023-11-11,D1,14:30,Augsburg,Hoffenheim,D,2023/2024,80.0,3.0,60.0,4.0,1.8,88.24,58.82,2.4,1.2,1.6,1.51,2.05,1.53,2.06,1.96,0
2023-12-02,D1,14:30,M'gladbach,Hoffenheim,H,2023/2024,80.0,3.0,60.0,4.0,2.0,88.24,76.47,2.0,1.4,1.0,1.41,1.9,1.59,2.06,1.96,1
2023-12-16,D1,17:30,RB Leipzig,Hoffenheim,H,2023/2024,80.0,4.0,80.0,4.0,2.8,88.24,58.82,1.8,2.0,0.6,1.38,1.87,2.35,2.06,1.91,1
2024-01-12,D1,19:30,Bayern Munich,Hoffenheim,H,2023/2024,100.0,4.0,80.0,5.0,4.2,88.24,70.59,1.2,2.2,0.4,1.22,1.75,3.12,2.06,2.01,1
2024-01-20,D1,14:30,Freiburg,Hoffenheim,H,2023/2024,40.0,4.0,80.0,2.0,1.8,88.24,58.82,1.0,2.4,1.2,1.69,2.0,1.65,2.06,2.04,1
2024-02-04,D1,14:30,Wolfsburg,Hoffenheim,D,2023/2024,60.0,5.0,100.0,3.0,1.2,88.24,64.71,1.2,2.6,1.4,1.61,1.89,1.47,2.06,1.84,1
2024-02-25,D1,16:30,Dortmund,Hoffenheim,A,2023/2024,80.0,5.0,100.0,4.0,2.2,88.24,64.71,1.6,2.6,1.6,1.28,1.78,2.18,2.06,2.0,1
2024-03-10,D1,16:30,Ein Frankfurt,Hoffenheim,H,2023/2024,60.0,5.0,100.0,3.0,1.8,88.24,52.94,1.6,2.6,1.0,1.82,2.07,1.71,2.06,2.05,1
2024-03-30,D1,14:30,Leverkusen,Hoffenheim,H,2023/2024,60.0,5.0,100.0,3.0,1.8,88.24,82.35,1.8,2.4,0.4,1.3,1.89,2.76,2.06,1.94,1
2024-04-13,D1,14:30,Mainz,Hoffenheim,H,2023/2024,40.0,5.0,100.0,2.0,2.4,88.24,35.29,1.6,2.6,0.4,1.58,1.98,1.35,2.06,1.98,1
2024-04-26,D1,19:30,Bochum,Hoffenheim,H,2023/2024,80.0,5.0,100.0,4.0,1.6,88.24,58.82,1.6,2.8,2.2,1.51,1.88,1.53,2.06,1.93,1
2024-05-12,D1,14:30,Darmstadt,Hoffenheim,A,2023/2024,60.0,5.0,100.0,3.0,0.4,88.24,64.71,2.2,2.4,3.8,1.34,2.03,0.88,2.06,1.85,1
2024-08-31,D1,14:30,Ein Frankfurt,Hoffenheim,H,2024/2025,100.0,1.0,100.0,1.0,3.0,58.82,70.59,1.0,3.0,1.0,1.46,1.75,2.41,1.24,2.01,1
2024-09-21,D1,14:30,Union Berlin,Hoffenheim,H,2024/2025,50.0,2.0,100.0,1.0,1.5,58.82,47.06,1.0,2.5,0.5,1.64,1.78,1.06,1.24,2.04,1
2024-10-06,D1,18:30,Stuttgart,Hoffenheim,D,2024/2025,66.67,2.0,66.67,2.0,3.0,58.82,76.47,1.0,2.0,1.67,1.3,1.87,2.06,1.24,1.96,0
2024-10-27,D1,18:30,Heidenheim,Hoffenheim,D,2024/2025,50.0,2.0,50.0,2.0,1.0,58.82,58.82,0.75,1.5,1.0,1.8,2.05,0.76,1.24,1.98,0
2024-11-10,D1,14:30,Augsburg,Hoffenheim,D,2024/2025,80.0,2.0,40.0,4.0,1.8,58.82,52.94,0.6,1.2,1.2,1.97,1.87,1.06,1.24,1.82,0
2024-12-01,D1,14:30,Mainz,Hoffenheim,H,2024/2025,20.0,1.0,20.0,1.0,1.2,58.82,35.29,0.4,1.0,1.2,1.83,1.73,1.41,1.24,1.79,0
2024-12-15,D1,16:30,Dortmund,Hoffenheim,D,2024/2025,60.0,0.0,0.0,3.0,2.0,58.82,76.47,0.4,0.8,0.8,1.49,1.97,2.59,1.24,1.89,0
2025-01-15,D1,19:30,Bayern Munich,Hoffenheim,H,2024/2025,100.0,1.0,20.0,5.0,4.0,58.82,82.35,0.2,1.6,0.6,1.29,1.91,3.12,1.24,1.92,1
2025-01-18,D1,14:30,Holstein Kiel,Hoffenheim,A,2024/2025,80.0,2.0,40.0,4.0,2.0,58.82,70.59,0.8,1.8,2.2,1.67,1.73,1.41,1.24,1.82,1
2025-02-02,D1,16:30,Leverkusen,Hoffenheim,H,2024/2025,80.0,3.0,60.0,4.0,2.8,58.82,64.71,1.0,2.4,0.8,1.39,1.78,2.12,1.24,1.81,1
2025-02-16,D1,14:30,Werder Bremen,Hoffenheim,A,2024/2025,60.0,4.0,80.0,3.0,1.8,58.82,52.94,1.6,2.2,1.8,1.62,1.82,1.24,1.24,1.89,1
