Date,Div,Time,HomeTeam,AwayTeam,FTR,Season,Last5HomeOver2.5Perc,Last5AwayOver2.5Count,Last5AwayOver2.5Perc,Last5HomeOver2.5Count,AvgLast5HomeGoalsScored,AwayOver2.5Perc,HomeOver2.5Perc,AvgLast5AwayGoalsScored,AvgLast5AwayGoalsConceded,AvgLast5HomeGoalsConceded,MaxC>2.5,B365CAHH,AvgHomeGoalsScored,AvgAwayGoalsScored,AvgAHH,Over2.5
2022-10-16,D1,16:30,Union Berlin,Dortmund,H,2022/2023,40.0,3.0,60.0,2.0,2.0,58.82,47.06,1.2,1.8,0.6,2.2,2.1,1.76,1.65,1.81,0
2022-10-29,D1,17:30,Ein Frankfurt,Dortmund,A,2022/2023,60.0,3.0,60.0,3.0,2.4,58.82,52.94,1.0,1.8,0.8,1.73,1.93,2.06,1.65,1.78,1
2022-11-08,D1,17:30,Wolfsburg,Dortmund,H,2022/2023,80.0,3.0,60.0,4.0,2.6,58.82,76.47,0.8,2.2,1.6,1.73,1.81,2.0,1.65,1.89,0
2022-11-11,D1,19:30,M'gladbach,Dortmund,H,2022/2023,100.0,3.0,60.0,5.0,3.2,58.82,52.94,1.2,2.4,1.6,1.49,1.86,1.94,1.65,2.01,1
2023-01-25,D1,17:30,Mainz,Dortmund,A,2022/2023,60.0,3.0,60.0,3.0,1.6,58.82,64.71,1.2,2.0,1.4,1.65,1.98,1.82,1.65,1.83,1
2023-01-29,D1,16:30,Leverkusen,Dortmund,A,2022/2023,40.0,3.0,60.0,2.0,2.2,58.82,70.59,1.6,1.6,0.8,1.63,1.89,2.06,1.65,1.83,0
2023-02-11,D1,14:30,Werder Bremen,Dortmund,A,2022/2023,80.0,2.0,40.0,4.0,1.2,58.82,70.59,1.6,1.4,1.6,1.51,2.04,1.53,1.65,1.86,0
2023-02-25,D1,14:30,Hoffenheim,Dortmund,A,2022/2023,80.0,2.0,40.0,4.0,1.0,58.82,70.59,1.8,1.0,2.4,1.54,2.06,1.65,1.65,1.91,0
2023-03-11,D1,17:30,Schalke 04,Dortmund,D,2022/2023,60.0,2.0,40.0,3.0,1.0,58.82,70.59,1.8,0.6,1.8,1.86,2.07,1.35,1.65,1.94,1
2023-04-01,D1,17:30,Bayern Munich,Dortmund,H,2022/2023,80.0,2.0,40.0,4.0,3.2,58.82,64.71,1.8,1.2,1.2,1.43,2.07,3.12,1.65,1.95,1
2023-04-15,D1,14:30,Stuttgart,Dortmund,D,2022/2023,60.0,3.0,60.0,3.0,1.4,58.82,47.06,2.0,1.8,1.6,1.71,1.8,1.35,1.65,1.85,1
2023-04-28,D1,19:30,Bochum,Dortmund,D,2022/2023,40.0,3.0,60.0,2.0,1.0,58.82,64.71,1.8,2.0,2.2,1.4,1.88,1.65,1.65,1.95,0
2023-05-21,D1,16:30,Augsburg,Dortmund,A,2022/2023,40.0,4.0,80.0,2.0,0.8,58.82,41.18,2.2,2.0,1.6,1.33,2.02,0.94,1.65,1.83,1
2023-08-26,D1,14:30,Bochum,Dortmund,D,2023/2024,0.0,0.0,0.0,0.0,1.0,58.82,58.82,1.0,1.0,1.0,1.52,1.99,1.53,1.82,1.81,0
2023-09-16,D1,14:30,Freiburg,Dortmund,A,2023/2024,50.0,1.0,50.0,1.0,1.5,58.82,58.82,2.5,1.5,2.0,1.52,1.84,1.65,1.82,1.97,1
2023-09-29,D1,19:30,Hoffenheim,Dortmund,A,2023/2024,100.0,2.0,66.67,3.0,1.67,58.82,70.59,2.67,1.33,2.0,1.41,1.98,1.82,1.82,2.0,1
2023-10-29,D1,14:30,Ein Frankfurt,Dortmund,D,2023/2024,20.0,3.0,75.0,1.0,1.4,58.82,52.94,2.75,1.75,0.8,1.68,1.92,1.71,1.82,1.96,1
2023-11-11,D1,14:30,Stuttgart,Dortmund,H,2023/2024,100.0,4.0,80.0,5.0,3.0,58.82,76.47,2.4,1.8,1.2,1.55,1.87,2.94,1.82,1.95,1
2023-12-03,D1,16:30,Leverkusen,Dortmund,D,2023/2024,80.0,4.0,80.0,4.0,2.8,58.82,82.35,2.4,1.8,0.6,1.48,2.04,2.76,1.82,1.81,0
2023-12-16,D1,14:30,Augsburg,Dortmund,D,2023/2024,60.0,3.0,60.0,3.0,1.6,58.82,58.82,1.8,1.6,1.4,1.51,1.99,1.53,1.82,1.94,0
2024-01-13,D1,17:30,Darmstadt,Dortmund,A,2023/2024,40.0,3.0,60.0,2.0,0.2,58.82,64.71,1.8,1.4,1.4,1.51,1.78,0.88,1.82,2.0,1
2024-01-20,D1,14:30,FC Koln,Dortmund,A,2023/2024,20.0,3.0,60.0,1.0,0.4,58.82,41.18,2.0,0.8,1.4,1.54,2.01,0.88,1.82,1.91,1
2024-02-02,D1,19:30,Heidenheim,Dortmund,D,2023/2024,40.0,2.0,40.0,2.0,1.4,58.82,58.82,1.8,0.4,1.0,1.43,1.85,1.76,1.82,1.86,0
2024-02-17,D1,14:30,Wolfsburg,Dortmund,D,2023/2024,40.0,2.0,40.0,2.0,1.0,58.82,64.71,1.8,0.4,1.4,1.6,2.02,1.47,1.82,2.0,0
2024-03-02,D1,14:30,Union Berlin,Dortmund,A,2023/2024,20.0,2.0,40.0,1.0,1.2,58.82,58.82,2.0,0.2,0.8,1.78,2.05,1.29,1.82,2.02,0
2024-03-09,D1,17:30,Werder Bremen,Dortmund,A,2023/2024,60.0,2.0,40.0,3.0,1.4,58.82,70.59,1.8,0.4,1.4,1.46,1.88,1.71,1.82,1.99,1
2024-03-30,D1,17:30,Bayern Munich,Dortmund,A,2023/2024,60.0,1.0,20.0,3.0,2.8,58.82,70.59,1.4,0.4,1.0,1.25,1.87,3.12,1.82,1.97,0
2024-04-13,D1,14:30,M'gladbach,Dortmund,A,2023/2024,80.0,2.0,40.0,4.0,1.8,58.82,76.47,1.8,0.6,2.0,1.55,2.07,1.59,1.82,1.85,1
2024-04-27,D1,14:30,RB Leipzig,Dortmund,H,2023/2024,40.0,3.0,60.0,2.0,2.2,58.82,58.82,1.8,1.2,0.2,1.4,1.89,2.35,1.82,1.83,1
2024-05-11,D1,17:30,Mainz,Dortmund,H,2023/2024,60.0,4.0,80.0,3.0,2.8,58.82,35.29,1.4,1.8,0.4,1.46,1.6,1.35,1.82,1.91,1
2024-08-31,D1,14:30,Werder Bremen,Dortmund,D,2024/2025,0.0,0.0,0.0,0.0,0.0,64.71,52.94,0.0,0.0,0.0,1.62,1.98,1.24,1.59,2.03,0
2024-09-22,D1,16:30,Stuttgart,Dortmund,H,2024/2025,100.0,1.0,50.0,2.0,4.0,64.71,76.47,0.5,2.5,2.0,1.47,2.05,2.06,1.59,1.99,1
2024-10-05,D1,14:30,Union Berlin,Dortmund,H,2024/2025,66.67,2.0,66.67,2.0,1.67,64.71,47.06,0.67,2.33,0.67,1.84,1.86,1.06,1.59,1.99,1
2024-10-26,D1,14:30,Augsburg,Dortmund,H,2024/2025,100.0,3.0,75.0,5.0,2.2,64.71,52.94,0.75,2.25,1.6,1.52,1.87,1.06,1.59,1.95,1
2024-11-09,D1,14:30,Mainz,Dortmund,H,2024/2025,40.0,4.0,80.0,2.0,1.0,64.71,35.29,0.8,2.4,1.6,1.59,1.93,1.41,1.59,1.82,1
2024-12-07,D1,17:30,M'gladbach,Dortmund,D,2024/2025,40.0,4.0,80.0,2.0,2.2,64.71,58.82,1.0,2.6,0.8,1.57,1.78,1.71,1.59,2.01,0
2024-12-22,D1,16:30,Wolfsburg,Dortmund,A,2024/2025,60.0,4.0,80.0,3.0,1.8,64.71,58.82,1.4,1.8,2.2,1.66,2.03,1.59,1.59,1.89,1
2025-01-14,D1,17:30,Holstein Kiel,Dortmund,H,2024/2025,60.0,4.0,80.0,3.0,2.0,64.71,70.59,1.6,2.2,1.6,1.53,1.88,1.41,1.59,1.98,1
2025-01-17,D1,19:30,Ein Frankfurt,Dortmund,H,2024/2025,60.0,3.0,60.0,3.0,2.0,64.71,70.59,1.4,2.2,1.2,1.73,2.1,2.41,1.59,1.92,0
2025-02-01,D1,14:30,Heidenheim,Dortmund,A,2024/2025,60.0,3.0,60.0,3.0,0.8,64.71,58.82,1.6,1.8,2.2,1.64,2.01,0.76,1.59,1.87,1
2025-02-15,D1,14:30,Bochum,Dortmund,H,2024/2025,20.0,3.0,60.0,1.0,1.6,64.71,47.06,1.4,2.0,0.8,1.62,2.0,0.94,1.59,2.01,0
2025-03-01,D1,14:30,St Pauli,Dortmund,A,2024/2025,20.0,2.0,40.0,1.0,0.8,64.71,17.65,1.2,1.8,1.0,1.94,2.04,0.59,1.59,1.99,0
2025-03-15,D1,17:30,RB Leipzig,Dortmund,H,2024/2025,60.0,1.0,20.0,3.0,1.8,64.71,64.71,0.8,1.4,1.2,1.68,2.08,1.94,1.59,2.07,0
2025-04-05,D1,14:30,Freiburg,Dortmund,A,2024/2025,60.0,2.0,40.0,3.0,1.6,64.71,82.35,1.6,1.2,1.2,1.74,2.04,1.88,1.59,1.87,1
2025-04-12,D1,17:30,Bayern Munich,Dortmund,D,2024/2025,100.0,2.0,40.0,5.0,2.8,64.71,82.35,1.6,1.4,1.4,1.35,1.93,3.12,1.59,1.87,1
2025-04-26,D1,14:30,Hoffenheim,Dortmund,A,2024/2025,20.0,3.0,60.0,1.0,1.4,64.71,58.82,2.2,1.4,1.2,1.6,2.03,1.47,1.59,1.92,1
2025-05-11,D1,14:30,Leverkusen,Dortmund,A,2024/2025,40.0,4.0,80.0,2.0,1.4,64.71,64.71,2.6,1.8,1.4,1.49,1.95,2.12,1.59,2.03,1
2022-08-13,D1,14:30,Hertha,Ein Frankfurt,D,2022/2023,0.0,0.0,0.0,0.0,1.0,70.59,47.06,1.0,1.0,1.0,1.75,1.81,1.41,1.35,1.85,0
2022-08-28,D1,16:30,Werder Bremen,Ein Frankfurt,A,2022/2023,100.0,1.0,50.0,2.0,2.5,70.59,70.59,2.5,2.0,3.0,1.68,2.07,1.53,1.35,1.84,1
2022-09-17,D1,14:30,Stuttgart,Ein Frankfurt,A,2022/2023,25.0,2.0,66.67,1.0,0.75,70.59,47.06,2.67,1.67,1.5,1.97,1.87,1.35,1.35,2.0,1
2022-10-08,D1,14:30,Bochum,Ein Frankfurt,H,2022/2023,60.0,3.0,75.0,3.0,1.0,70.59,64.71,2.0,2.0,2.4,1.82,1.95,1.65,1.35,1.97,1
2022-10-22,D1,17:30,M'gladbach,Ein Frankfurt,A,2022/2023,60.0,4.0,80.0,3.0,2.0,70.59,52.94,2.2,1.8,1.2,1.59,2.02,1.94,1.35,2.04,1
2022-11-05,D1,14:30,Augsburg,Ein Frankfurt,A,2022/2023,40.0,5.0,100.0,2.0,1.2,70.59,41.18,2.4,1.8,1.6,1.65,1.92,0.94,1.35,1.92,1
2022-11-13,D1,14:30,Mainz,Ein Frankfurt,D,2022/2023,40.0,4.0,80.0,2.0,1.6,70.59,64.71,1.8,1.4,1.2,1.83,1.95,1.82,1.35,1.76,0
2023-01-25,D1,19:30,Freiburg,Ein Frankfurt,D,2022/2023,40.0,3.0,60.0,2.0,2.2,70.59,41.18,1.4,1.4,0.6,1.97,2.02,1.65,1.35,1.88,0
2023-01-28,D1,17:30,Bayern Munich,Ein Frankfurt,D,2022/2023,60.0,2.0,40.0,3.0,3.8,70.59,64.71,1.6,1.0,1.0,1.37,1.91,3.12,1.35,2.03,0
2023-02-12,D1,16:30,FC Koln,Ein Frankfurt,H,2022/2023,60.0,2.0,40.0,3.0,2.4,70.59,47.06,1.0,1.4,0.8,1.94,2.01,1.65,1.35,1.99,1
2023-02-25,D1,14:30,RB Leipzig,Ein Frankfurt,H,2022/2023,80.0,2.0,40.0,4.0,1.8,70.59,76.47,0.8,1.6,1.2,1.85,1.8,2.24,1.35,1.89,1
2023-03-05,D1,16:30,Wolfsburg,Ein Frankfurt,D,2022/2023,80.0,3.0,60.0,4.0,2.4,70.59,76.47,1.0,1.8,1.8,1.96,2.1,2.0,1.35,1.8,1
2023-03-19,D1,14:30,Union Berlin,Ein Frankfurt,H,2022/2023,40.0,3.0,60.0,2.0,1.4,70.59,47.06,0.8,2.0,0.4,2.74,1.98,1.76,1.35,2.03,0
2023-04-08,D1,14:30,Leverkusen,Ein Frankfurt,H,2022/2023,80.0,4.0,80.0,4.0,2.2,70.59,70.59,0.8,2.4,1.6,1.78,1.91,2.06,1.35,1.84,1
2023-04-22,D1,17:30,Dortmund,Ein Frankfurt,H,2022/2023,100.0,4.0,80.0,5.0,3.6,70.59,82.35,0.8,2.6,0.8,1.53,1.98,3.24,1.35,1.98,1
2023-05-06,D1,14:30,Hoffenheim,Ein Frankfurt,H,2022/2023,60.0,4.0,80.0,3.0,1.8,70.59,70.59,0.8,2.8,1.2,1.64,1.89,1.65,1.35,2.02,1
2023-05-20,D1,14:30,Schalke 04,Ein Frankfurt,D,2022/2023,100.0,4.0,80.0,5.0,2.2,70.59,70.59,0.8,2.8,2.0,1.66,1.8,1.35,1.35,1.85,1
2023-08-27,D1,14:30,Mainz,Ein Frankfurt,D,2023/2024,0.0,0.0,0.0,0.0,1.0,64.71,35.29,1.0,1.0,1.0,2.09,2.02,1.35,1.29,2.07,0
2023-09-16,D1,17:30,Bochum,Ein Frankfurt,D,2023/2024,0.0,0.0,0.0,0.0,1.0,64.71,58.82,1.0,1.0,1.0,2.08,2.09,1.53,1.29,1.82,0
2023-09-30,D1,14:30,Wolfsburg,Ein Frankfurt,H,2023/2024,33.33,0.0,0.0,1.0,2.0,64.71,64.71,0.67,1.33,0.33,2.1,1.89,1.47,1.29,1.81,0
2023-10-21,D1,14:30,Hoffenheim,Ein Frankfurt,A,2023/2024,100.0,1.0,25.0,4.0,1.5,64.71,70.59,1.25,1.25,2.25,1.88,2.06,1.82,1.29,1.82,1
2023-11-04,D1,14:30,Union Berlin,Ein Frankfurt,A,2023/2024,80.0,2.0,40.0,4.0,0.8,64.71,58.82,1.6,1.0,2.4,2.17,2.08,1.29,1.29,1.81,1
2023-11-12,D1,16:30,Werder Bremen,Ein Frankfurt,D,2023/2024,80.0,3.0,60.0,4.0,2.4,64.71,70.59,1.8,1.2,1.2,1.73,2.0,1.71,1.29,1.84,1
2023-12-03,D1,18:30,Augsburg,Ein Frankfurt,H,2023/2024,80.0,4.0,80.0,4.0,1.8,64.71,58.82,1.8,1.4,1.4,2.12,1.87,1.53,1.29,1.96,1
2023-12-17,D1,16:30,Leverkusen,Ein Frankfurt,H,2023/2024,80.0,5.0,100.0,4.0,2.6,64.71,82.35,1.8,1.6,0.4,1.55,1.95,2.76,1.29,1.95,1
2024-01-13,D1,14:30,RB Leipzig,Ein Frankfurt,A,2023/2024,80.0,4.0,80.0,4.0,2.8,64.71,58.82,1.4,1.4,0.8,1.6,1.9,2.35,1.29,1.9,0
2024-01-20,D1,14:30,Darmstadt,Ein Frankfurt,D,2023/2024,40.0,4.0,80.0,2.0,0.4,64.71,64.71,1.2,1.8,1.4,2.15,1.75,0.88,1.29,1.89,1
2024-02-03,D1,17:30,FC Koln,Ein Frankfurt,H,2023/2024,20.0,3.0,60.0,1.0,0.6,64.71,41.18,0.8,1.8,1.2,2.25,2.15,0.88,1.29,1.91,0
2024-02-18,D1,14:30,Freiburg,Ein Frankfurt,D,2023/2024,60.0,3.0,60.0,3.0,1.8,64.71,58.82,1.2,2.0,1.6,2.06,2.14,1.65,1.29,1.98,1
2024-03-02,D1,14:30,Heidenheim,Ein Frankfurt,A,2023/2024,60.0,3.0,60.0,3.0,1.2,64.71,58.82,1.6,1.6,1.4,2.0,1.83,1.76,1.29,2.02,1
2024-03-17,D1,16:30,Dortmund,Ein Frankfurt,H,2023/2024,80.0,4.0,80.0,4.0,2.4,64.71,64.71,1.6,2.2,1.2,1.47,1.78,2.18,1.29,2.03,1
2024-04-13,D1,17:30,Stuttgart,Ein Frankfurt,H,2023/2024,60.0,4.0,80.0,3.0,2.4,64.71,76.47,1.2,2.4,1.0,1.45,1.98,2.94,1.29,1.82,1
2024-04-27,D1,14:30,Bayern Munich,Ein Frankfurt,H,2023/2024,60.0,5.0,100.0,3.0,2.8,64.71,70.59,1.4,2.4,1.0,1.41,1.95,3.12,1.29,1.82,1
2024-05-11,D1,14:30,M'gladbach,Ein Frankfurt,D,2023/2024,60.0,4.0,80.0,3.0,1.0,64.71,76.47,1.0,2.0,1.8,1.6,2.04,1.59,1.29,1.86,0
2024-08-24,D1,17:30,Dortmund,Ein Frankfurt,H,2024/2025,0.0,0.0,0.0,0.0,2.0,58.82,76.47,0.0,2.0,0.0,1.52,1.93,2.59,1.59,1.88,0
2024-09-14,D1,14:30,Wolfsburg,Ein Frankfurt,A,2024/2025,100.0,1.0,50.0,2.0,1.5,58.82,58.82,1.0,1.5,2.5,1.88,2.04,1.59,1.59,1.98,1
2024-09-29,D1,14:30,Holstein Kiel,Ein Frankfurt,A,2024/2025,66.67,2.0,66.67,2.0,1.0,58.82,70.59,2.0,1.67,4.0,1.61,1.9,1.41,1.59,1.94,1
2024-10-19,D1,14:30,Leverkusen,Ein Frankfurt,H,2024/2025,100.0,3.0,75.0,4.0,2.5,58.82,64.71,1.75,1.75,2.25,1.45,2.0,2.12,1.59,1.91,1
2024-10-27,D1,16:30,Union Berlin,Ein Frankfurt,D,2024/2025,50.0,3.0,60.0,2.0,1.5,58.82,47.06,1.6,1.6,0.75,2.0,1.82,1.06,1.59,1.87,0
2024-11-10,D1,16:30,Stuttgart,Ein Frankfurt,A,2024/2025,80.0,4.0,80.0,4.0,2.6,58.82,76.47,2.2,1.6,1.8,1.66,1.98,2.06,1.59,1.89,1
2024-12-01,D1,16:30,Heidenheim,Ein Frankfurt,A,2024/2025,60.0,4.0,80.0,3.0,0.2,58.82,58.82,2.6,1.4,2.2,1.81,1.94,0.76,1.59,1.88,1
2024-12-15,D1,18:30,RB Leipzig,Ein Frankfurt,H,2024/2025,80.0,4.0,80.0,4.0,2.0,58.82,64.71,2.0,1.4,1.4,1.56,2.04,1.94,1.59,1.82,1
2025-01-11,D1,14:30,St Pauli,Ein Frankfurt,A,2024/2025,20.0,3.0,60.0,1.0,0.6,58.82,17.65,2.0,1.0,1.0,1.87,2.06,0.59,1.59,2.06,0
2025-01-26,D1,14:30,Hoffenheim,Ein Frankfurt,D,2024/2025,60.0,4.0,80.0,3.0,1.6,58.82,58.82,2.2,1.2,1.8,1.53,2.07,1.47,1.59,1.89,1
2025-02-08,D1,17:30,M'gladbach,Ein Frankfurt,D,2024/2025,40.0,3.0,60.0,2.0,1.8,58.82,58.82,1.8,1.0,0.8,1.57,1.94,1.71,1.59,1.94,0
2025-02-23,D1,16:30,Bayern Munich,Ein Frankfurt,H,2024/2025,100.0,3.0,60.0,5.0,3.8,58.82,82.35,1.0,1.8,1.0,1.41,1.88,3.12,1.59,1.97,1
2025-03-16,D1,14:30,Bochum,Ein Frankfurt,A,2024/2025,40.0,3.0,60.0,2.0,1.2,58.82,47.06,1.4,1.6,1.6,1.72,1.99,0.94,1.59,1.89,1
2025-04-05,D1,17:30,Werder Bremen,Ein Frankfurt,H,2024/2025,60.0,3.0,60.0,3.0,1.4,58.82,52.94,1.2,2.0,1.8,1.56,2.04,1.24,1.59,1.97,0
2025-04-20,D1,14:30,Augsburg,Ein Frankfurt,D,2024/2025,20.0,2.0,40.0,1.0,0.4,58.82,52.94,0.8,1.6,0.6,1.85,1.9,1.06,1.59,1.88,0
2025-05-04,D1,18:30,Mainz,Ein Frankfurt,D,2024/2025,40.0,2.0,40.0,2.0,1.6,58.82,35.29,0.8,1.6,1.2,1.65,2.08,1.41,1.59,2.04,0
2025-05-17,D1,14:30,Freiburg,Ein Frankfurt,A,2024/2025,100.0,2.0,40.0,5.0,1.6,58.82,82.35,1.4,1.0,2.6,1.65,2.06,1.88,1.59,2.06,1
2022-08-13,D1,14:30,RB Leipzig,FC Koln,D,2022/2023,100.0,1.0,100.0,1.0,2.0,52.94,76.47,2.0,2.0,2.0,1.57,1.94,2.24,1.24,1.95,1
2022-08-21,D1,14:30,Ein Frankfurt,FC Koln,D,2022/2023,50.0,1.0,50.0,1.0,1.0,52.94,52.94,1.5,1.5,3.5,1.67,1.89,2.06,1.24,2.04,0
2022-09-03,D1,14:30,Wolfsburg,FC Koln,A,2022/2023,66.67,2.0,66.67,2.0,1.33,52.94,76.47,2.33,1.67,2.0,1.84,1.88,2.0,1.24,1.82,1
2022-09-18,D1,16:30,Bochum,FC Koln,D,2022/2023,50.0,2.0,50.0,2.0,0.5,52.94,64.71,2.0,1.5,3.0,1.63,2.06,1.65,1.24,1.89,0
2022-10-09,D1,14:30,M'gladbach,FC Koln,H,2022/2023,60.0,3.0,60.0,3.0,2.4,52.94,52.94,2.0,2.2,0.8,1.63,2.02,1.94,1.24,2.0,1
2022-10-21,D1,19:30,Mainz,FC Koln,H,2022/2023,40.0,3.0,60.0,2.0,1.4,52.94,64.71,1.6,2.8,1.0,1.92,1.8,1.82,1.24,1.87,1
2022-11-06,D1,16:30,Freiburg,FC Koln,H,2022/2023,20.0,3.0,60.0,1.0,1.4,52.94,41.18,1.4,3.0,0.2,1.83,1.75,1.65,1.24,1.89,0
2022-11-12,D1,14:30,Hertha,FC Koln,H,2022/2023,60.0,2.0,40.0,3.0,1.8,52.94,47.06,0.6,3.0,1.4,1.93,1.88,1.41,1.24,1.95,0
2023-01-24,D1,19:30,Bayern Munich,FC Koln,D,2022/2023,80.0,2.0,40.0,4.0,4.4,52.94,64.71,0.6,3.0,0.8,1.23,2.06,3.12,1.24,1.9,0
2023-01-29,D1,14:30,Schalke 04,FC Koln,D,2022/2023,20.0,1.0,20.0,1.0,0.4,52.94,70.59,0.2,2.0,2.0,1.81,1.88,1.35,1.24,1.89,0
2023-02-18,D1,14:30,Stuttgart,FC Koln,H,2022/2023,60.0,1.0,20.0,3.0,1.6,52.94,47.06,0.2,1.6,1.0,2.08,1.94,1.35,1.24,2.09,1
2023-03-04,D1,14:30,Union Berlin,FC Koln,D,2022/2023,60.0,1.0,20.0,3.0,1.4,52.94,47.06,0.2,1.2,0.8,2.47,2.1,1.76,1.24,1.93,0
2023-03-18,D1,17:30,Dortmund,FC Koln,H,2022/2023,100.0,2.0,40.0,5.0,4.2,52.94,82.35,0.4,2.0,1.4,1.59,1.97,3.24,1.24,1.98,1
2023-04-08,D1,14:30,Augsburg,FC Koln,A,2022/2023,40.0,3.0,60.0,2.0,1.2,52.94,41.18,0.8,2.0,1.0,2.19,2.09,0.94,1.24,2.04,1
2023-04-22,D1,14:30,Hoffenheim,FC Koln,A,2022/2023,60.0,4.0,80.0,3.0,1.4,52.94,70.59,1.4,2.2,1.6,1.93,2.07,1.65,1.24,1.9,1
2023-05-05,D1,19:30,Leverkusen,FC Koln,A,2022/2023,80.0,4.0,80.0,4.0,2.4,52.94,70.59,1.8,1.8,1.0,1.77,2.03,2.06,1.24,1.86,1
2023-05-20,D1,14:30,Werder Bremen,FC Koln,D,2022/2023,80.0,4.0,80.0,4.0,1.2,52.94,70.59,2.0,2.0,2.0,1.68,1.81,1.53,1.24,1.92,0
2023-08-19,D1,17:30,Dortmund,FC Koln,H,2023/2024,0.0,0.0,0.0,0.0,1.0,29.41,64.71,0.0,1.0,0.0,1.5,2.06,2.18,0.76,1.82,0
2023-09-03,D1,14:30,Ein Frankfurt,FC Koln,D,2023/2024,0.0,0.0,0.0,0.0,1.0,29.41,52.94,0.5,1.0,0.5,2.13,1.9,1.71,0.76,1.82,0
2023-09-23,D1,17:30,Werder Bremen,FC Koln,H,2023/2024,100.0,1.0,33.33,3.0,2.0,29.41,70.59,0.67,1.33,1.67,1.75,2.05,1.71,0.76,1.87,1
2023-10-08,D1,14:30,Leverkusen,FC Koln,H,2023/2024,100.0,2.0,50.0,4.0,3.75,29.41,82.35,0.5,1.75,1.0,1.6,2.06,2.76,0.76,1.92,1
2023-10-28,D1,17:30,RB Leipzig,FC Koln,H,2023/2024,80.0,3.0,60.0,4.0,3.2,29.41,58.82,0.4,2.6,0.6,1.61,2.1,2.35,0.76,1.92,1
2023-11-11,D1,17:30,Bochum,FC Koln,D,2023/2024,40.0,3.0,60.0,2.0,1.2,29.41,58.82,0.6,2.6,1.6,1.73,1.9,1.53,0.76,2.09,0
2023-12-01,D1,19:30,Darmstadt,FC Koln,A,2023/2024,60.0,3.0,60.0,3.0,1.2,29.41,64.71,0.6,2.4,1.6,2.0,2.01,0.88,0.76,1.94,0
2023-12-17,D1,14:30,Freiburg,FC Koln,H,2023/2024,40.0,2.0,40.0,2.0,2.0,29.41,58.82,0.4,2.4,1.0,1.99,1.95,1.65,0.76,1.82,0
2023-12-20,D1,17:30,Union Berlin,FC Koln,H,2023/2024,60.0,1.0,20.0,3.0,1.2,29.41,58.82,0.4,2.2,1.6,1.92,2.05,1.29,0.76,1.93,0
2024-01-27,D1,14:30,Wolfsburg,FC Koln,D,2023/2024,60.0,0.0,0.0,3.0,1.2,29.41,64.71,0.6,1.2,1.4,1.99,1.95,1.47,0.76,2.05,0
2024-02-11,D1,16:30,Hoffenheim,FC Koln,D,2023/2024,40.0,0.0,0.0,2.0,1.8,29.41,70.59,0.6,1.2,1.4,1.67,1.99,1.82,0.76,2.01,0
2024-02-24,D1,14:30,Stuttgart,FC Koln,D,2023/2024,60.0,0.0,0.0,3.0,2.6,29.41,76.47,0.6,1.4,1.0,1.62,1.95,2.94,0.76,1.9,0
2024-03-09,D1,14:30,M'gladbach,FC Koln,D,2023/2024,80.0,1.0,20.0,4.0,2.4,29.41,76.47,1.2,1.6,1.6,2.02,1.89,1.59,0.76,1.84,1
2024-03-31,D1,14:30,Augsburg,FC Koln,D,2023/2024,60.0,1.0,20.0,3.0,1.6,29.41,58.82,1.4,1.4,1.4,1.71,1.86,1.53,0.76,2.0,0
2024-04-13,D1,14:30,Bayern Munich,FC Koln,H,2023/2024,60.0,1.0,20.0,3.0,3.0,29.41,70.59,1.2,1.6,1.0,1.36,1.85,3.12,0.76,1.88,0
2024-04-28,D1,16:30,Mainz,FC Koln,D,2023/2024,40.0,1.0,20.0,2.0,2.4,29.41,35.29,1.2,1.6,0.6,1.75,1.95,1.35,0.76,1.9,0
2024-05-18,D1,14:30,Heidenheim,FC Koln,H,2023/2024,60.0,2.0,40.0,3.0,2.0,29.41,58.82,1.2,2.2,1.4,1.52,1.85,1.76,0.76,1.79,1
2022-08-06,D1,14:30,Augsburg,Freiburg,A,2022/2023,100.0,1.0,100.0,1.0,0.0,58.82,41.18,4.0,0.0,4.0,1.93,2.04,0.94,1.35,2.01,1
2022-08-20,D1,14:30,Stuttgart,Freiburg,A,2022/2023,0.0,1.0,50.0,0.0,0.5,58.82,47.06,2.5,0.0,1.0,1.78,1.97,1.35,1.35,1.95,0
2022-09-03,D1,14:30,Leverkusen,Freiburg,A,2022/2023,100.0,2.0,66.67,3.0,1.0,58.82,70.59,2.67,0.67,2.67,1.69,1.75,2.06,1.35,1.92,1
2022-09-18,D1,18:30,Hoffenheim,Freiburg,D,2022/2023,50.0,2.0,50.0,2.0,2.0,58.82,70.59,2.0,0.5,0.75,1.79,1.95,1.65,1.35,1.88,0
2022-10-09,D1,16:30,Hertha,Freiburg,D,2022/2023,40.0,3.0,60.0,2.0,1.2,58.82,47.06,2.0,0.8,1.4,1.99,1.92,1.41,1.35,1.85,1
2022-10-16,D1,18:30,Bayern Munich,Freiburg,H,2022/2023,60.0,3.0,60.0,3.0,2.8,58.82,64.71,1.2,1.8,0.6,1.39,1.86,3.12,1.35,1.88,1
2022-10-30,D1,16:30,Schalke 04,Freiburg,A,2022/2023,80.0,3.0,60.0,4.0,1.2,58.82,70.59,1.4,1.8,3.0,1.9,2.01,1.35,1.35,1.94,0
