Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,AST,HST,AvgLast5HomeGoalsScored,AwayOver2.5Perc,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,AvgLast5AwayGoalsScored,AvgLast5HomeGoalsConceded,MaxC>2.5,AvgHomeGoalsScored,AvgC<2.5,Over2.5
2025-04-13,SP1,20:00,Ath Bilbao,Vallecano,H,A,2024/2025,40.0,60.0,3,4,2.8,36.84,36.84,1.2,1.0,0.6,2.54,1.68,1.55,1
2025-04-24,SP1,20:30,Ath Madrid,Vallecano,H,H,2024/2025,60.0,60.0,5,5,2.2,36.84,52.63,1.8,0.8,1.4,1.93,2.21,1.97,1
2025-05-09,SP1,20:00,Las Palmas,Vallecano,A,D,2024/2025,60.0,60.0,5,2,1.2,36.84,47.37,1.6,1.0,1.8,2.35,1.11,1.68,0
2025-05-18,SP1,18:00,Celta,Vallecano,A,A,2024/2025,60.0,60.0,2,7,1.6,36.84,57.89,1.4,1.2,1.4,2.02,1.68,1.88,1
2022-08-13,SP1,18:00,Valladolid,Villarreal,A,D,2022/2023,100.0,100.0,4,6,0.0,47.37,47.37,0.0,3.0,3.0,2.14,1.11,1.79,1
2022-08-21,SP1,18:30,Ath Madrid,Villarreal,A,D,2022/2023,50.0,0.0,5,5,0.0,47.37,57.89,0.0,2.5,2.0,2.15,2.16,1.79,0
2022-08-28,SP1,16:30,Getafe,Villarreal,D,D,2022/2023,33.33,50.0,6,2,0.0,47.37,42.11,0.0,1.67,1.5,2.3,1.11,1.76,0
2022-09-11,SP1,20:00,Betis,Villarreal,H,D,2022/2023,25.0,33.33,3,5,1.67,47.37,47.37,0.25,1.25,0.0,2.01,1.37,1.9,0
2022-10-01,SP1,13:00,Cadiz,Villarreal,D,D,2022/2023,20.0,50.0,6,2,0.0,47.37,31.58,0.2,1.0,2.25,2.13,1.0,1.77,0
2022-10-09,SP1,17:30,Sociedad,Villarreal,H,H,2022/2023,0.0,50.0,1,5,1.25,47.37,31.58,0.4,0.4,1.5,2.14,1.37,1.8,0
2022-10-20,SP1,20:00,Barcelona,Villarreal,H,H,2022/2023,20.0,60.0,1,5,2.2,47.37,47.37,1.0,0.0,0.0,1.61,1.95,2.5,1
2022-10-30,SP1,17:30,Ath Bilbao,Villarreal,H,D,2022/2023,20.0,40.0,3,7,1.6,47.37,31.58,1.2,0.0,0.8,2.04,1.16,1.87,0
2022-11-09,SP1,19:00,Espanol,Villarreal,A,D,2022/2023,20.0,60.0,3,6,1.4,47.37,63.16,1.0,0.2,1.6,2.22,1.42,1.86,0
2023-01-13,SP1,20:00,Celta,Villarreal,D,A,2022/2023,20.0,40.0,1,8,1.0,47.37,52.63,1.2,0.4,1.4,2.13,1.37,1.78,0
2023-02-04,SP1,15:15,Elche,Villarreal,H,H,2022/2023,40.0,40.0,2,7,1.0,47.37,36.84,1.6,0.6,1.2,2.04,0.95,1.9,1
2023-02-18,SP1,17:30,Mallorca,Villarreal,H,H,2022/2023,40.0,20.0,4,5,1.6,47.37,21.05,1.8,1.0,0.4,3.0,1.16,1.44,1
2023-03-04,SP1,15:15,Almeria,Villarreal,A,D,2022/2023,40.0,40.0,6,0,1.4,47.37,57.89,1.6,1.4,1.4,1.9,1.53,2.02,0
2023-03-19,SP1,15:15,Osasuna,Villarreal,A,A,2022/2023,60.0,20.0,6,2,0.2,47.37,47.37,1.6,1.8,1.2,2.36,1.26,1.64,1
2023-04-08,SP1,20:00,Real Madrid,Villarreal,A,D,2022/2023,80.0,80.0,8,4,3.2,47.37,57.89,1.8,2.2,1.0,1.54,2.32,2.59,1
2023-04-23,SP1,20:00,Sevilla,Villarreal,H,H,2022/2023,80.0,80.0,5,4,2.0,47.37,52.63,1.6,2.2,1.4,2.04,1.26,1.86,1
2023-05-03,SP1,18:30,Valencia,Villarreal,D,D,2022/2023,60.0,20.0,4,1,1.0,47.37,47.37,1.0,2.0,1.0,1.99,1.42,1.91,0
2023-05-20,SP1,13:00,Girona,Villarreal,A,D,2022/2023,80.0,80.0,5,3,2.2,47.37,63.16,1.2,2.0,1.2,1.56,1.84,2.57,1
2023-05-28,SP1,18:00,Vallecano,Villarreal,H,D,2022/2023,80.0,100.0,2,4,1.8,47.37,63.16,1.6,1.6,1.2,1.7,1.47,2.29,1
2023-08-18,SP1,18:30,Mallorca,Villarreal,A,D,2023/2024,0.0,0.0,3,1,0.0,57.89,26.32,0.0,1.0,1.0,2.31,0.89,1.7,0
2023-09-01,SP1,18:30,Cadiz,Villarreal,H,H,2023/2024,50.0,33.33,3,4,1.67,57.89,26.32,1.5,1.0,0.67,1.91,0.84,2.02,1
2023-09-24,SP1,15:15,Vallecano,Villarreal,D,D,2023/2024,33.33,33.33,6,6,1.0,57.89,36.84,1.33,1.0,2.67,1.9,0.95,2.03,0
2023-09-30,SP1,13:00,Getafe,Villarreal,D,D,2023/2024,25.0,25.0,0,9,1.0,57.89,31.58,1.0,0.75,0.5,2.45,1.05,1.65,0
2023-10-30,SP1,20:00,Granada,Villarreal,A,A,2023/2024,40.0,80.0,5,8,2.0,57.89,47.37,1.2,1.2,2.4,1.74,1.26,2.24,1
2023-11-12,SP1,20:00,Ath Madrid,Villarreal,H,D,2023/2024,60.0,100.0,7,10,2.6,57.89,78.95,1.8,1.2,1.2,1.49,2.21,2.77,1
2023-12-03,SP1,17:30,Sevilla,Villarreal,D,D,2023/2024,40.0,40.0,4,4,2.0,57.89,57.89,1.4,1.2,1.2,1.72,1.42,2.23,0
2023-12-17,SP1,20:00,Real Madrid,Villarreal,H,H,2023/2024,60.0,60.0,1,9,3.0,57.89,57.89,2.0,1.2,0.4,1.38,2.53,3.26,1
2024-01-02,SP1,20:30,Valencia,Villarreal,H,H,2023/2024,80.0,20.0,4,8,1.4,57.89,36.84,2.6,1.4,0.4,2.11,1.05,1.84,1
2024-01-13,SP1,13:00,Las Palmas,Villarreal,H,H,2023/2024,80.0,60.0,3,3,1.8,57.89,31.58,2.8,0.8,0.8,1.85,1.05,2.03,1
2024-01-27,SP1,17:30,Barcelona,Villarreal,A,A,2023/2024,80.0,80.0,6,10,2.2,57.89,57.89,2.8,1.6,2.4,1.37,2.26,3.37,1
2024-02-10,SP1,13:00,Alaves,Villarreal,D,D,2023/2024,80.0,20.0,4,4,0.6,57.89,26.32,2.8,1.6,1.2,2.06,1.21,1.85,0
2024-02-23,SP1,20:00,Sociedad,Villarreal,A,A,2023/2024,80.0,20.0,4,8,0.4,57.89,31.58,2.2,2.0,1.0,1.94,1.37,1.98,1
2024-03-10,SP1,20:00,Betis,Villarreal,A,H,2023/2024,80.0,60.0,4,4,1.6,57.89,36.84,2.0,2.4,1.8,1.85,1.42,2.05,1
2024-04-14,SP1,17:30,Ath Bilbao,Villarreal,D,D,2023/2024,60.0,40.0,2,6,2.0,57.89,57.89,1.6,2.6,0.6,1.72,2.21,2.23,0
2024-04-21,SP1,15:15,Almeria,Villarreal,A,D,2023/2024,60.0,80.0,3,5,1.0,57.89,68.42,1.2,2.0,1.8,1.48,1.16,2.76,1
2024-05-05,SP1,15:15,Celta,Villarreal,H,H,2023/2024,80.0,60.0,3,7,1.8,57.89,42.11,1.6,2.2,1.0,1.69,1.11,2.32,1
2024-05-14,SP1,21:00,Girona,Villarreal,A,D,2023/2024,60.0,60.0,3,5,2.6,57.89,68.42,1.4,1.8,1.2,1.37,2.79,3.32,0
2024-05-25,SP1,13:00,Osasuna,Villarreal,D,H,2023/2024,40.0,20.0,3,6,0.8,57.89,26.32,1.2,1.4,1.8,1.57,1.0,2.55,0
2024-08-23,SP1,20:30,Sevilla,Villarreal,A,D,2024/2025,100.0,100.0,5,9,1.0,57.89,26.32,1.0,2.0,2.0,1.87,0.89,2.12,1
2024-08-31,SP1,20:30,Valencia,Villarreal,D,D,2024/2025,50.0,50.0,3,6,1.0,57.89,47.37,1.0,1.5,1.5,2.21,1.37,1.8,0
2024-09-14,SP1,13:00,Mallorca,Villarreal,A,A,2024/2025,66.67,33.33,4,5,0.67,57.89,47.37,1.0,1.67,1.0,2.25,1.05,1.7,1
2024-09-26,SP1,18:00,Espanol,Villarreal,A,D,2024/2025,75.0,75.0,4,2,1.5,57.89,36.84,1.0,1.75,1.5,1.84,1.21,2.05,1
2024-10-05,SP1,20:00,Real Madrid,Villarreal,H,H,2024/2025,60.0,60.0,1,2,2.8,57.89,63.16,1.2,1.4,0.6,1.33,2.37,3.44,0
2024-10-26,SP1,13:00,Valladolid,Villarreal,A,A,2024/2025,60.0,60.0,9,3,0.6,57.89,47.37,1.2,1.4,1.2,1.95,0.58,1.97,1
2024-11-24,SP1,13:00,Osasuna,Villarreal,D,H,2024/2025,80.0,80.0,7,3,2.0,57.89,57.89,1.4,1.6,1.4,1.92,1.74,1.96,1
2024-12-08,SP1,15:15,Ath Bilbao,Villarreal,H,H,2024/2025,60.0,40.0,1,4,2.0,57.89,36.84,1.6,1.2,0.6,2.07,1.68,1.88,0
2024-12-22,SP1,17:30,Leganes,Villarreal,A,D,2024/2025,60.0,80.0,9,3,1.2,57.89,47.37,1.8,1.8,2.2,2.05,1.21,1.83,1
2025-01-13,SP1,20:00,Sociedad,Villarreal,H,D,2024/2025,60.0,0.0,5,3,0.8,57.89,42.11,1.6,1.8,0.4,2.01,1.05,1.87,0
2025-01-25,SP1,15:15,Ath Madrid,Villarreal,D,A,2024/2025,40.0,40.0,1,8,1.8,57.89,52.63,1.6,1.6,1.0,1.9,2.21,2.05,0
2025-02-08,SP1,17:30,Las Palmas,Villarreal,A,D,2024/2025,40.0,60.0,4,4,1.2,57.89,47.37,1.4,1.6,1.2,1.77,1.11,2.23,1
2025-02-22,SP1,15:15,Vallecano,Villarreal,A,D,2024/2025,40.0,60.0,5,5,1.6,57.89,52.63,1.0,1.8,1.2,2.0,1.26,1.91,0
2025-03-08,SP1,15:15,Alaves,Villarreal,H,H,2024/2025,20.0,0.0,2,3,0.4,57.89,15.79,0.8,0.8,0.8,2.47,0.74,1.67,0
2025-03-30,SP1,13:00,Getafe,Villarreal,A,A,2024/2025,40.0,60.0,3,4,1.0,57.89,26.32,0.8,1.2,1.2,2.47,0.79,1.59,1
2025-04-13,SP1,17:30,Betis,Villarreal,A,D,2024/2025,60.0,80.0,2,5,1.8,57.89,57.89,0.8,1.4,0.8,1.83,1.68,2.06,1
2025-04-23,SP1,18:00,Celta,Villarreal,H,H,2024/2025,60.0,40.0,1,9,1.4,57.89,57.89,1.2,1.0,0.8,1.68,1.68,2.28,1
2025-05-10,SP1,17:30,Girona,Villarreal,A,D,2024/2025,60.0,20.0,5,0,0.6,57.89,68.42,1.2,1.0,1.2,1.7,1.42,2.28,0
2025-05-18,SP1,18:00,Barcelona,Villarreal,A,H,2024/2025,80.0,60.0,3,9,2.4,57.89,68.42,1.4,1.6,2.0,1.35,2.74,3.86,1
