Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,AST,HST,AvgLast5HomeGoalsScored,AwayOver2.5Perc,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,AvgLast5AwayGoalsScored,AvgLast5HomeGoalsConceded,MaxC>2.5,AvgHomeGoalsScored,AvgC<2.5,Over2.5
2022-08-28,SP1,21:00,Espanol,Real Madrid,A,D,2022/2023,100.0,50.0,6,4,0.5,52.63,63.16,1.0,3.0,2.5,1.69,1.42,2.28,1
2022-09-18,SP1,20:00,Ath Madrid,Real Madrid,A,A,2022/2023,100.0,66.67,3,5,1.67,52.63,57.89,1.0,2.75,1.67,2.32,2.16,1.68,1
2022-10-08,SP1,20:00,Getafe,Real Madrid,A,A,2022/2023,80.0,60.0,4,2,0.8,52.63,42.11,0.8,2.4,1.6,1.92,1.11,1.98,0
2022-10-19,SP1,20:00,Elche,Real Madrid,A,A,2022/2023,80.0,40.0,7,3,0.6,52.63,36.84,0.6,2.6,2.0,1.53,0.95,2.64,1
2022-11-07,SP1,20:00,Vallecano,Real Madrid,H,D,2022/2023,80.0,80.0,2,7,2.4,52.63,63.16,1.0,2.2,1.0,1.97,1.47,1.95,1
2022-12-30,SP1,20:30,Valladolid,Real Madrid,A,D,2022/2023,60.0,40.0,8,4,1.4,52.63,47.37,0.8,2.0,0.8,1.57,1.11,2.49,0
2023-01-07,SP1,15:15,Villarreal,Real Madrid,H,D,2022/2023,60.0,60.0,3,5,1.6,52.63,52.63,1.0,1.8,1.0,1.81,1.89,2.12,1
2023-01-22,SP1,20:00,Ath Bilbao,Real Madrid,A,A,2022/2023,60.0,20.0,4,3,0.8,52.63,31.58,1.0,2.0,0.6,2.02,1.16,1.89,0
2023-02-05,SP1,13:00,Mallorca,Real Madrid,H,H,2022/2023,40.0,0.0,1,1,1.0,52.63,21.05,1.2,1.4,0.2,2.47,1.16,1.63,0
2023-02-18,SP1,20:00,Osasuna,Real Madrid,A,D,2022/2023,20.0,20.0,6,4,0.8,52.63,47.37,0.6,1.4,1.0,2.13,1.26,1.83,0
2023-03-05,SP1,20:00,Betis,Real Madrid,D,D,2022/2023,20.0,60.0,5,4,1.2,52.63,47.37,0.6,1.0,1.4,1.81,1.37,2.14,0
2023-03-19,SP1,20:00,Barcelona,Real Madrid,H,D,2022/2023,20.0,40.0,3,7,1.8,52.63,47.37,0.6,1.0,0.2,2.06,1.95,1.85,1
2023-04-15,SP1,20:00,Cadiz,Real Madrid,A,D,2022/2023,20.0,20.0,11,3,1.0,52.63,31.58,0.6,1.0,1.2,1.87,1.0,2.02,0
2023-04-25,SP1,18:30,Girona,Real Madrid,H,H,2022/2023,40.0,60.0,3,5,2.8,52.63,63.16,1.2,1.4,1.2,1.61,1.84,2.42,1
2023-05-02,SP1,21:00,Sociedad,Real Madrid,H,D,2022/2023,40.0,20.0,5,4,1.6,52.63,31.58,1.6,1.0,0.2,2.38,1.37,1.67,0
2023-05-21,SP1,17:30,Valencia,Real Madrid,H,H,2022/2023,40.0,20.0,5,6,1.0,52.63,47.37,1.8,1.0,1.0,1.78,1.42,2.16,0
2023-05-27,SP1,18:00,Sevilla,Real Madrid,A,D,2022/2023,40.0,60.0,3,1,1.2,52.63,52.63,1.6,1.2,1.4,1.85,1.26,2.07,1
2023-08-12,SP1,20:30,Ath Bilbao,Real Madrid,A,A,2023/2024,0.0,0.0,8,1,0.0,52.63,57.89,0.0,2.0,2.0,2.04,2.21,1.89,0
2023-08-19,SP1,18:30,Almeria,Real Madrid,A,D,2023/2024,50.0,50.0,9,8,0.5,52.63,68.42,0.5,2.5,2.5,1.46,1.16,2.82,1
2023-08-25,SP1,20:30,Celta,Real Madrid,A,D,2023/2024,33.33,0.0,3,4,0.0,52.63,42.11,0.33,2.0,1.5,1.89,1.11,2.09,0
2023-09-24,SP1,20:00,Ath Madrid,Real Madrid,H,H,2023/2024,50.0,100.0,5,4,3.0,52.63,78.95,1.0,1.75,1.0,2.04,2.21,1.85,1
2023-09-30,SP1,17:30,Girona,Real Madrid,A,A,2023/2024,60.0,75.0,7,3,2.25,52.63,68.42,0.8,2.0,1.5,1.63,2.79,2.43,1
2023-10-21,SP1,17:30,Sevilla,Real Madrid,D,D,2023/2024,60.0,60.0,5,7,2.0,52.63,57.89,1.0,1.8,1.2,1.64,1.42,2.37,0
2023-10-28,SP1,15:15,Barcelona,Real Madrid,A,H,2023/2024,60.0,60.0,4,3,2.2,52.63,57.89,1.0,1.6,0.8,1.82,2.26,2.16,1
2023-11-26,SP1,17:30,Cadiz,Real Madrid,A,A,2023/2024,80.0,60.0,5,4,1.0,52.63,26.32,1.0,2.0,1.4,2.08,0.84,2.05,1
2023-12-09,SP1,15:15,Betis,Real Madrid,D,D,2023/2024,60.0,40.0,2,6,1.8,52.63,36.84,0.6,2.0,0.4,1.75,1.42,2.21,0
2023-12-21,SP1,20:30,Alaves,Real Madrid,A,D,2023/2024,40.0,20.0,4,2,1.0,52.63,26.32,0.6,1.6,0.8,1.89,1.21,2.01,0
2024-01-27,SP1,15:15,Las Palmas,Real Madrid,A,D,2023/2024,60.0,60.0,5,2,1.6,52.63,31.58,0.6,1.8,1.0,1.67,1.05,2.32,1
2024-02-01,SP1,20:00,Getafe,Real Madrid,A,A,2023/2024,40.0,20.0,9,2,1.0,52.63,31.58,0.4,1.8,1.0,2.13,1.05,1.84,0
2024-02-18,SP1,13:00,Vallecano,Real Madrid,D,D,2023/2024,20.0,20.0,4,3,0.4,52.63,36.84,0.6,1.4,1.2,1.83,0.95,2.09,0
2024-03-02,SP1,20:00,Valencia,Real Madrid,D,H,2023/2024,40.0,60.0,5,5,1.6,52.63,36.84,0.8,1.6,0.8,2.0,1.05,1.9,1
2024-03-16,SP1,15:15,Osasuna,Real Madrid,A,A,2023/2024,60.0,60.0,9,4,1.6,52.63,26.32,1.2,2.2,1.8,1.89,1.0,2.06,1
2024-04-13,SP1,17:30,Mallorca,Real Madrid,A,D,2023/2024,40.0,40.0,9,2,1.0,52.63,26.32,1.0,2.0,0.8,2.28,0.89,1.71,0
2024-04-26,SP1,20:00,Sociedad,Real Madrid,A,A,2023/2024,40.0,40.0,3,3,1.0,52.63,31.58,1.0,1.8,1.4,2.47,1.37,1.63,0
2024-05-11,SP1,17:30,Granada,Real Madrid,A,A,2023/2024,60.0,60.0,7,1,1.4,52.63,47.37,0.8,2.4,1.6,1.76,1.26,2.3,1
2024-05-19,SP1,18:00,Villarreal,Real Madrid,D,A,2023/2024,60.0,80.0,6,7,2.4,52.63,73.68,1.2,2.8,1.6,1.45,1.89,2.94,1
2024-08-18,SP1,20:30,Mallorca,Real Madrid,D,A,2024/2025,0.0,0.0,4,5,1.0,52.63,47.37,1.0,1.0,1.0,1.84,1.05,2.07,0
2024-08-29,SP1,20:30,Las Palmas,Real Madrid,D,H,2024/2025,0.0,50.0,8,3,1.5,52.63,47.37,1.0,1.0,1.5,1.63,1.11,2.45,0
2024-09-14,SP1,20:00,Sociedad,Real Madrid,A,D,2024/2025,0.0,66.67,7,2,0.67,52.63,42.11,0.67,1.33,2.0,2.04,1.05,1.85,0
2024-09-29,SP1,20:00,Ath Madrid,Real Madrid,D,D,2024/2025,0.0,50.0,4,4,1.75,52.63,52.63,0.75,1.25,0.25,2.13,2.21,1.84,0
2024-10-19,SP1,20:00,Celta,Real Madrid,A,A,2024/2025,20.0,60.0,3,5,1.6,52.63,57.89,0.8,1.4,1.2,1.63,1.68,2.38,1
2024-11-24,SP1,17:30,Leganes,Real Madrid,A,A,2024/2025,40.0,40.0,9,0,0.8,52.63,47.37,0.6,1.8,1.0,1.81,1.21,2.08,1
2024-12-04,SP1,20:00,Ath Bilbao,Real Madrid,H,D,2024/2025,60.0,40.0,5,3,1.8,52.63,36.84,0.8,1.8,0.8,1.9,1.68,1.97,1
2024-12-07,SP1,20:00,Girona,Real Madrid,A,A,2024/2025,80.0,80.0,7,4,2.0,52.63,68.42,0.8,2.0,1.8,1.63,1.42,2.45,1
2024-12-14,SP1,20:00,Vallecano,Real Madrid,D,D,2024/2025,100.0,60.0,6,5,1.4,52.63,52.63,1.2,2.4,1.8,1.86,1.26,2.03,1
2025-01-03,SP1,20:00,Valencia,Real Madrid,A,H,2024/2025,100.0,80.0,5,5,1.8,52.63,47.37,1.2,2.4,2.0,1.69,1.37,2.26,1
2025-01-25,SP1,20:00,Valladolid,Real Madrid,A,A,2024/2025,100.0,40.0,4,2,0.6,52.63,47.37,1.2,2.4,1.8,1.53,0.58,2.65,1
2025-02-01,SP1,20:00,Espanol,Real Madrid,H,D,2024/2025,80.0,20.0,7,2,1.0,52.63,36.84,1.0,2.2,0.6,1.54,1.21,2.61,0
2025-02-15,SP1,15:15,Osasuna,Real Madrid,D,A,2024/2025,60.0,60.0,6,4,1.4,52.63,57.89,1.2,1.8,1.4,1.54,1.74,2.72,0
2025-03-01,SP1,17:30,Betis,Real Madrid,H,D,2024/2025,60.0,80.0,2,3,1.8,52.63,57.89,1.0,1.4,1.4,1.63,1.68,2.38,1
2025-03-15,SP1,17:30,Villarreal,Real Madrid,A,A,2024/2025,60.0,60.0,5,10,2.4,52.63,73.68,1.0,1.4,1.0,1.65,2.26,2.44,1
2025-04-13,SP1,15:15,Alaves,Real Madrid,A,A,2024/2025,40.0,0.0,4,6,0.2,52.63,15.79,1.0,1.0,1.0,1.89,0.74,2.0,0
2025-04-23,SP1,20:30,Getafe,Real Madrid,A,A,2024/2025,40.0,80.0,7,6,1.0,52.63,26.32,0.8,1.2,1.8,2.23,0.79,1.73,0
2025-05-11,SP1,15:15,Barcelona,Real Madrid,H,H,2024/2025,60.0,60.0,5,9,2.8,52.63,68.42,1.4,1.6,1.6,1.35,2.74,3.82,1
2025-05-18,SP1,18:00,Sevilla,Real Madrid,A,D,2024/2025,40.0,40.0,6,1,1.0,52.63,26.32,1.0,1.8,1.4,1.61,0.89,2.41,0
2022-08-12,SP1,20:00,Osasuna,Sevilla,H,D,2022/2023,100.0,100.0,3,5,2.0,47.37,47.37,2.0,1.0,1.0,2.69,1.26,1.52,1
2022-08-27,SP1,21:00,Almeria,Sevilla,H,D,2022/2023,100.0,100.0,5,5,1.5,47.37,57.89,2.0,1.0,1.5,2.29,1.53,1.76,1
2022-09-10,SP1,15:15,Espanol,Sevilla,A,A,2022/2023,100.0,66.67,7,5,1.0,47.37,63.16,2.0,1.67,2.67,2.24,1.42,1.69,1
2022-09-18,SP1,15:15,Villarreal,Sevilla,D,A,2022/2023,75.0,50.0,1,7,2.5,47.37,52.63,1.75,1.5,0.5,2.07,1.89,1.84,0
2022-10-15,SP1,17:30,Mallorca,Sevilla,A,D,2022/2023,60.0,20.0,1,5,0.6,47.37,21.05,1.4,1.4,1.0,2.75,1.16,1.51,0
2022-10-22,SP1,20:00,Real Madrid,Sevilla,H,H,2022/2023,60.0,80.0,2,6,2.6,47.37,57.89,1.6,1.4,1.0,1.64,2.32,2.36,1
2022-11-06,SP1,20:00,Betis,Sevilla,D,H,2022/2023,40.0,60.0,6,4,1.6,47.37,47.37,1.4,1.4,1.0,2.26,1.37,1.69,0
2022-12-30,SP1,18:15,Celta,Sevilla,D,H,2022/2023,20.0,40.0,5,5,1.0,47.37,52.63,1.2,1.0,1.2,2.45,1.37,1.59,0
2023-01-14,SP1,15:15,Girona,Sevilla,H,A,2022/2023,40.0,60.0,2,7,1.6,47.37,63.16,1.4,1.0,1.2,2.35,1.84,1.68,1
2023-02-05,SP1,20:00,Barcelona,Sevilla,H,D,2022/2023,60.0,40.0,1,7,2.2,47.37,47.37,2.0,0.8,0.2,1.82,1.95,2.15,1
2023-02-19,SP1,15:15,Vallecano,Sevilla,D,A,2022/2023,40.0,20.0,2,5,0.8,47.37,63.16,1.6,0.8,1.0,2.55,1.47,1.57,0
2023-03-04,SP1,20:00,Ath Madrid,Sevilla,H,H,2022/2023,60.0,40.0,1,8,2.2,47.37,57.89,2.6,0.8,0.6,2.29,2.16,1.68,1
2023-03-19,SP1,17:30,Getafe,Sevilla,H,D,2022/2023,60.0,20.0,4,4,1.4,47.37,42.11,2.8,0.6,0.8,3.2,1.11,1.42,0
2023-04-01,SP1,17:30,Cadiz,Sevilla,A,D,2022/2023,40.0,20.0,5,3,1.4,47.37,31.58,2.4,0.8,0.8,2.56,1.0,1.55,0
2023-04-16,SP1,20:00,Valencia,Sevilla,A,D,2022/2023,20.0,20.0,3,3,0.8,47.37,47.37,1.8,1.2,1.0,2.31,1.42,1.67,0
2023-04-27,SP1,21:00,Ath Bilbao,Sevilla,A,D,2022/2023,20.0,20.0,1,2,0.8,47.37,31.58,1.6,1.2,1.0,2.17,1.16,1.76,0
2023-05-14,SP1,17:30,Valladolid,Sevilla,A,D,2022/2023,20.0,80.0,5,6,1.4,47.37,47.37,0.4,1.6,2.8,2.11,1.11,1.83,1
2023-05-24,SP1,18:30,Elche,Sevilla,D,D,2022/2023,20.0,40.0,3,7,1.2,47.37,36.84,0.2,1.8,1.4,2.02,0.95,1.9,0
2023-06-04,SP1,17:30,Sociedad,Sevilla,H,H,2022/2023,40.0,60.0,4,6,1.8,47.37,31.58,0.6,1.6,0.8,1.99,1.37,1.98,1
2023-08-21,SP1,18:00,Alaves,Sevilla,H,D,2023/2024,100.0,100.0,2,7,4.0,42.11,26.32,4.0,3.0,3.0,2.69,1.21,1.51,1
2023-09-23,SP1,15:15,Osasuna,Sevilla,D,D,2023/2024,50.0,33.33,3,2,0.33,42.11,26.32,2.0,1.5,1.33,2.35,1.0,1.68,0
2023-09-29,SP1,20:00,Barcelona,Sevilla,H,D,2023/2024,33.33,50.0,3,5,2.75,42.11,57.89,1.67,1.0,0.5,1.48,2.26,2.83,0
2023-10-28,SP1,20:00,Cadiz,Sevilla,D,H,2023/2024,50.0,40.0,10,5,1.2,42.11,26.32,1.75,1.25,1.0,2.35,0.84,1.71,1
2023-11-04,SP1,17:30,Celta,Sevilla,D,H,2023/2024,40.0,40.0,5,3,0.8,42.11,42.11,1.6,1.2,1.6,2.13,1.11,1.85,0
2023-11-26,SP1,15:15,Sociedad,Sevilla,H,H,2023/2024,40.0,60.0,2,8,2.0,42.11,31.58,1.2,0.8,1.0,2.26,1.37,1.79,1
2023-12-09,SP1,20:00,Mallorca,Sevilla,H,H,2023/2024,40.0,0.0,5,3,0.6,42.11,26.32,1.4,0.8,0.4,2.84,0.89,1.5,0
2023-12-19,SP1,20:30,Granada,Sevilla,A,A,2023/2024,60.0,60.0,5,3,1.2,42.11,47.37,1.2,1.4,2.0,2.37,1.26,1.67,1
2023-12-23,SP1,15:15,Ath Madrid,Sevilla,H,D,2023/2024,40.0,60.0,2,4,2.0,42.11,78.95,1.0,1.0,1.0,1.83,2.21,2.08,0
2024-01-21,SP1,20:00,Girona,Sevilla,H,H,2023/2024,60.0,80.0,3,8,3.0,42.11,68.42,1.8,1.0,1.2,1.72,2.79,2.25,1
2024-02-05,SP1,20:00,Vallecano,Sevilla,A,A,2023/2024,60.0,20.0,6,5,0.4,42.11,36.84,1.6,1.2,1.2,2.49,0.95,1.64,1
2024-02-17,SP1,20:00,Valencia,Sevilla,D,D,2023/2024,60.0,40.0,1,4,1.4,42.11,36.84,1.4,1.2,0.6,2.54,1.05,1.57,0
2024-02-25,SP1,20:00,Real Madrid,Sevilla,H,D,2023/2024,40.0,40.0,1,6,2.0,42.11,57.89,1.6,0.6,0.6,1.54,2.53,2.64,0
2024-03-11,SP1,20:00,Almeria,Sevilla,D,H,2023/2024,60.0,60.0,6,4,0.8,42.11,68.42,1.8,1.0,1.4,2.06,1.16,1.84,1
2024-03-30,SP1,13:00,Getafe,Sevilla,A,A,2023/2024,40.0,40.0,3,5,1.4,42.11,31.58,0.8,1.0,1.6,2.54,1.05,1.57,0
2024-04-14,SP1,13:00,Las Palmas,Sevilla,A,A,2023/2024,20.0,0.0,3,2,0.6,42.11,31.58,0.6,1.0,1.2,2.08,1.05,1.81,0
2024-04-28,SP1,20:00,Betis,Sevilla,D,H,2023/2024,20.0,60.0,1,5,1.6,42.11,36.84,0.8,1.2,1.2,2.2,1.42,1.76,0
2024-05-11,SP1,15:15,Villarreal,Sevilla,H,A,2023/2024,40.0,80.0,4,7,2.6,42.11,73.68,1.2,1.6,1.0,1.65,1.89,2.35,1
2024-05-19,SP1,18:00,Ath Bilbao,Sevilla,H,H,2023/2024,20.0,20.0,4,6,1.6,42.11,57.89,1.2,1.2,0.8,1.82,2.21,2.14,0
2024-08-16,SP1,20:30,Las Palmas,Sevilla,D,D,2024/2025,100.0,100.0,5,5,2.0,52.63,47.37,2.0,2.0,2.0,2.2,1.11,1.73,1
2024-08-27,SP1,18:00,Mallorca,Sevilla,D,D,2024/2025,50.0,0.0,7,4,0.5,52.63,47.37,1.0,1.0,0.5,2.45,1.05,1.63,0
2024-09-20,SP1,20:00,Alaves,Sevilla,H,H,2024/2025,66.67,33.33,2,4,1.33,52.63,15.79,1.33,1.0,0.33,2.46,0.74,1.62,1
2024-09-29,SP1,15:15,Ath Bilbao,Sevilla,D,H,2024/2025,50.0,20.0,4,3,1.2,52.63,36.84,1.25,1.0,0.8,2.13,1.68,1.8,0
2024-10-20,SP1,20:00,Barcelona,Sevilla,H,H,2024/2025,60.0,75.0,1,9,3.75,52.63,68.42,2.0,1.0,0.5,1.43,2.74,3.0,1
2024-10-25,SP1,20:00,Espanol,Sevilla,A,A,2024/2025,40.0,80.0,3,1,1.6,52.63,36.84,1.6,1.0,1.6,2.33,1.21,1.68,0
2024-11-09,SP1,20:00,Leganes,Sevilla,H,D,2024/2025,40.0,20.0,2,4,0.8,52.63,47.37,1.8,1.0,0.6,2.86,1.21,1.47,0
2024-12-08,SP1,20:00,Ath Madrid,Sevilla,H,A,2024/2025,40.0,60.0,3,9,2.4,52.63,52.63,2.2,1.4,1.2,1.94,2.21,1.95,1
2024-12-22,SP1,15:15,Real Madrid,Sevilla,H,H,2024/2025,60.0,60.0,5,8,2.4,52.63,63.16,2.8,1.6,1.2,1.51,2.37,3.0,1
2025-01-18,SP1,13:00,Girona,Sevilla,A,H,2024/2025,60.0,100.0,6,4,2.4,52.63,68.42,2.0,1.8,1.8,2.05,1.42,1.82,1
2025-02-01,SP1,13:00,Getafe,Sevilla,D,D,2024/2025,60.0,0.0,1,1,0.8,52.63,26.32,2.0,1.4,0.4,3.05,0.79,1.4,0
2025-02-16,SP1,15:15,Valladolid,Sevilla,A,A,2024/2025,80.0,60.0,6,2,0.4,52.63,47.37,1.8,2.2,2.4,2.43,0.58,1.63,1
2025-03-01,SP1,15:15,Vallecano,Sevilla,D,D,2024/2025,60.0,40.0,5,8,1.2,52.63,52.63,1.2,1.8,0.8,2.63,1.26,1.54,0
2025-03-09,SP1,20:00,Sociedad,Sevilla,A,D,2024/2025,40.0,60.0,4,2,1.2,52.63,42.11,0.4,1.6,1.0,2.64,1.05,1.52,0
2025-03-30,SP1,20:00,Betis,Sevilla,H,H,2024/2025,40.0,80.0,2,3,2.0,52.63,57.89,0.6,1.4,0.8,2.36,1.68,1.67,1
2025-04-11,SP1,20:00,Valencia,Sevilla,H,H,2024/2025,40.0,40.0,5,6,1.2,52.63,47.37,0.8,1.4,0.8,2.55,1.37,1.57,0
2025-04-24,SP1,18:00,Osasuna,Sevilla,H,H,2024/2025,20.0,60.0,3,2,1.6,52.63,57.89,1.0,0.6,1.4,2.76,1.74,1.53,0
2025-05-10,SP1,15:15,Celta,Sevilla,H,D,2024/2025,40.0,60.0,10,4,1.8,52.63,57.89,1.4,0.8,1.2,2.02,1.68,1.86,1
2025-05-25,SP1,15:15,Villarreal,Sevilla,H,H,2024/2025,60.0,80.0,6,7,2.8,52.63,73.68,2.2,1.0,1.2,1.61,2.26,2.47,1
2022-08-14,SP1,16:30,Cadiz,Sociedad,A,A,2022/2023,0.0,0.0,7,2,0.0,36.84,31.58,0.0,1.0,1.0,2.75,1.0,1.5,0
2022-08-27,SP1,16:30,Elche,Sociedad,A,A,2022/2023,0.0,0.0,5,5,0.5,36.84,36.84,0.0,1.0,1.0,2.31,0.95,1.67,0
2022-09-11,SP1,17:30,Getafe,Sociedad,H,H,2022/2023,33.33,66.67,6,3,0.67,36.84,42.11,0.67,1.0,1.33,2.79,1.11,1.47,1
2022-10-02,SP1,17:30,Girona,Sociedad,A,D,2022/2023,50.0,75.0,5,8,2.0,36.84,63.16,1.25,2.0,2.0,2.4,1.84,1.64,1
2022-10-16,SP1,13:00,Celta,Sociedad,A,D,2022/2023,60.0,80.0,6,3,1.6,36.84,52.63,1.2,2.0,1.6,2.55,1.37,1.56,1
2022-10-22,SP1,15:15,Valladolid,Sociedad,H,H,2022/2023,60.0,20.0,2,2,1.2,36.84,47.37,1.4,1.8,0.4,2.35,1.11,1.7,0
2022-11-09,SP1,18:00,Sevilla,Sociedad,A,A,2022/2023,80.0,20.0,9,3,0.6,36.84,52.63,1.6,2.0,1.4,2.38,1.26,1.71,1
2023-01-08,SP1,13:00,Almeria,Sociedad,A,D,2022/2023,60.0,60.0,6,1,2.0,36.84,57.89,1.2,2.2,1.2,2.19,1.53,1.74,0
2023-01-21,SP1,13:00,Vallecano,Sociedad,A,A,2022/2023,40.0,60.0,7,2,1.8,36.84,63.16,0.6,1.6,1.4,2.75,1.47,1.5,0
2023-01-29,SP1,20:00,Real Madrid,Sociedad,D,D,2022/2023,20.0,60.0,3,7,1.8,36.84,57.89,0.4,1.2,0.8,2.05,2.32,1.93,0
2023-02-13,SP1,20:00,Espanol,Sociedad,A,A,2022/2023,40.0,40.0,5,6,1.2,36.84,63.16,0.6,1.8,1.4,2.8,1.42,1.49,1
2023-02-25,SP1,20:00,Valencia,Sociedad,H,H,2022/2023,20.0,60.0,3,3,1.4,36.84,47.37,0.6,1.4,1.0,2.63,1.42,1.55,0
2023-03-12,SP1,13:00,Mallorca,Sociedad,D,A,2022/2023,20.0,20.0,2,2,1.4,36.84,21.05,0.8,1.2,0.8,3.9,1.16,1.3,0
2023-04-02,SP1,17:30,Villarreal,Sociedad,H,D,2022/2023,20.0,20.0,3,4,1.0,36.84,52.63,1.2,0.8,0.8,2.42,1.89,1.62,0
2023-04-15,SP1,15:15,Ath Bilbao,Sociedad,H,H,2022/2023,20.0,40.0,4,5,1.6,36.84,31.58,1.6,0.8,1.0,2.95,1.16,1.46,0
2023-04-25,SP1,21:00,Betis,Sociedad,D,D,2022/2023,0.0,20.0,3,1,0.8,36.84,47.37,1.2,0.2,0.6,2.65,1.37,1.56,0
2023-04-28,SP1,20:00,Osasuna,Sociedad,A,A,2022/2023,0.0,60.0,8,1,1.0,36.84,47.37,1.0,0.6,1.6,3.0,1.26,1.44,0
2023-05-20,SP1,20:00,Barcelona,Sociedad,A,A,2022/2023,20.0,40.0,6,4,1.4,36.84,47.37,1.0,0.8,0.4,2.01,1.95,1.92,1
2023-05-28,SP1,18:00,Ath Madrid,Sociedad,H,H,2022/2023,40.0,100.0,5,5,3.0,36.84,57.89,1.0,1.0,0.8,2.48,2.16,1.65,1
2023-08-25,SP1,18:30,Las Palmas,Sociedad,D,D,2023/2024,0.0,0.0,1,5,0.5,47.37,31.58,0.0,0.0,0.5,2.59,1.05,1.55,0
2023-09-17,SP1,20:00,Real Madrid,Sociedad,H,A,2023/2024,50.0,100.0,5,8,2.0,47.37,57.89,1.0,0.5,1.0,1.99,2.53,1.92,1
2023-09-27,SP1,20:30,Valencia,Sociedad,A,A,2023/2024,33.33,50.0,1,2,1.25,47.37,36.84,0.67,0.67,0.75,2.8,1.05,1.49,0
2023-10-08,SP1,15:15,Ath Madrid,Sociedad,H,H,2023/2024,50.0,100.0,4,5,2.75,47.37,78.95,1.0,0.75,1.25,2.28,2.21,1.71,1
2023-10-29,SP1,15:15,Vallecano,Sociedad,D,D,2023/2024,60.0,60.0,3,7,1.4,47.37,36.84,1.2,1.0,2.4,2.5,0.95,1.58,1
2023-11-11,SP1,15:15,Almeria,Sociedad,A,D,2023/2024,80.0,100.0,6,2,1.8,47.37,68.42,1.4,1.6,2.6,1.9,1.16,1.98,1
2023-12-02,SP1,20:00,Osasuna,Sociedad,D,D,2023/2024,60.0,20.0,5,3,1.2,47.37,26.32,1.2,1.6,1.6,2.65,1.0,1.52,0
2023-12-09,SP1,17:30,Villarreal,Sociedad,A,A,2023/2024,80.0,80.0,5,4,1.4,47.37,73.68,1.2,2.0,2.0,2.13,1.89,1.83,1
2023-12-21,SP1,18:00,Cadiz,Sociedad,D,D,2023/2024,60.0,40.0,1,2,0.6,47.37,26.32,0.8,1.8,1.4,2.51,0.84,1.57,0
2024-01-13,SP1,17:30,Ath Bilbao,Sociedad,H,H,2023/2024,60.0,60.0,1,3,2.6,47.37,57.89,0.8,1.6,0.8,2.72,2.21,1.53,1
2024-01-20,SP1,20:00,Celta,Sociedad,A,A,2023/2024,40.0,20.0,2,2,1.0,47.37,42.11,0.6,1.2,0.8,2.93,1.11,1.45,0
2024-02-03,SP1,20:00,Girona,Sociedad,D,D,2023/2024,40.0,80.0,2,3,2.8,47.37,68.42,0.4,1.0,1.0,2.05,2.79,1.85,0
2024-02-18,SP1,17:30,Mallorca,Sociedad,A,D,2023/2024,40.0,60.0,5,1,1.4,47.37,26.32,0.6,0.8,1.4,3.77,0.89,1.3,1
2024-03-02,SP1,13:00,Sevilla,Sociedad,H,H,2023/2024,60.0,40.0,4,5,1.4,47.37,57.89,1.2,1.2,1.6,3.02,1.42,1.42,1
2024-03-09,SP1,17:30,Granada,Sociedad,A,H,2023/2024,60.0,20.0,8,6,1.2,47.37,47.37,1.2,1.6,1.2,2.61,1.26,1.54,1
2024-03-31,SP1,17:30,Alaves,Sociedad,A,D,2023/2024,60.0,20.0,3,0,0.8,47.37,26.32,1.2,1.6,1.2,2.91,1.21,1.45,0
2024-04-21,SP1,13:00,Getafe,Sociedad,D,D,2023/2024,60.0,40.0,3,4,1.6,47.37,31.58,1.4,1.8,1.4,2.88,1.05,1.47,0
2024-05-13,SP1,20:00,Barcelona,Sociedad,H,H,2023/2024,40.0,40.0,3,5,2.4,47.37,57.89,1.6,1.4,0.4,1.83,2.26,2.06,0
2024-05-19,SP1,18:00,Betis,Sociedad,A,A,2023/2024,20.0,60.0,2,9,1.6,47.37,36.84,1.0,1.4,1.8,2.75,1.42,1.51,0
2024-08-24,SP1,20:30,Espanol,Sociedad,A,D,2024/2025,0.0,0.0,4,3,0.0,42.11,36.84,0.0,1.0,1.0,2.79,1.21,1.49,0
2024-09-01,SP1,18:15,Getafe,Sociedad,D,D,2024/2025,0.0,0.0,0,1,0.0,42.11,26.32,0.0,0.5,0.0,3.66,0.79,1.32,0
2024-09-17,SP1,18:00,Mallorca,Sociedad,H,H,2024/2025,0.0,25.0,4,4,0.75,42.11,47.37,0.33,0.33,0.75,3.8,1.05,1.31,0
2024-09-21,SP1,13:00,Valladolid,Sociedad,D,D,2024/2025,0.0,0.0,4,2,0.33,42.11,47.37,0.25,0.25,0.0,2.77,0.58,1.5,0
2024-10-19,SP1,17:30,Girona,Sociedad,A,A,2024/2025,0.0,60.0,4,3,1.4,42.11,68.42,0.2,0.4,1.2,2.44,1.42,1.62,0
2024-11-03,SP1,17:30,Sevilla,Sociedad,A,A,2024/2025,0.0,20.0,3,0,0.8,42.11,26.32,0.2,0.6,1.0,2.48,0.89,1.6,0
2024-11-24,SP1,20:00,Ath Bilbao,Sociedad,H,H,2024/2025,0.0,40.0,1,4,2.0,42.11,36.84,0.4,0.6,0.8,2.82,1.68,1.5,0
2024-12-08,SP1,13:00,Leganes,Sociedad,A,A,2024/2025,20.0,60.0,5,2,0.8,42.11,47.37,0.2,1.2,1.2,3.31,1.21,1.39,1
